"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"LP"	13	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	326.544394518255	-100
"3"	"long"	"LP"	13	10	"med"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	1822.44093097439	-100
"5"	"long"	"LP"	13	100	"low"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	3536.11697923543	-100
"7"	"long"	"LP"	13	101	"low"	"8"	"2070"	"andesite"	"10"	3.19734383074075	0.265842378139496	0.265842378139496	0	327.497123992191	-99.0237032338589
"9"	"long"	"LP"	13	102	"low"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	1160.84486332251	-100
"11"	"long"	"LP"	13	103	"low"	"8"	"2070"	"andesite"	"50"	44.856032176968	0.333222170994235	0.112031392753124	5.07290172576904	3570.84924678149	-98.7438273341447
"13"	"long"	"LP"	13	104	"low"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	3987.48319916212	-100
"15"	"long"	"LP"	13	105	"med"	"8"	"2070"	"rhyolite"	"10"	17.9432588063704	0.172817021608353	0.172817021608353	0	330.106849405944	-94.5644088153091
"17"	"long"	"LP"	13	106	"med"	"8"	"2070"	"rhyolite"	"20"	37.8865176127407	0.375923194068437	0.128093760460615	4.82279086112976	1140.88113080635	-96.6791879899036
"19"	"long"	"LP"	13	107	"med"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	3221.29581622679	-100
"21"	"long"	"LP"	13	108	"med"	"8"	"2070"	"rhyolite"	"100"	1.8744820196951	0.930253103375435	0.930253103375435	0	2699.01167756071	-99.9305493179122
"23"	"long"	"LP"	13	109	"med"	"8"	"2070"	"andesite"	"10"	31.3996454916692	0.305723748318487	0.130535155534744	5.63139486312866	339.495138969808	-90.7510765582827
"25"	"long"	"LP"	13	11	"med"	"0"	"hist"	"rhyolite"	"50"	60.124383350547	0.67709868933744	0.552449896931648	8.04688167572021	2511.46781480171	-97.6060062169145
"27"	"long"	"LP"	13	110	"med"	"8"	"2070"	"andesite"	"20"	36.6757008361614	0.933234225000819	0.672342955134809	10.2407131195068	1777.90270862994	-97.9371367927988
"29"	"long"	"LP"	13	111	"med"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	2733.85345170617	-100
"31"	"long"	"LP"	13	112	"med"	"8"	"2070"	"andesite"	"100"	142.265997312646	0.266296507663471	0.230876447899001	5.26994657516479	3687.13416045289	-96.1415562569285
"33"	"long"	"LP"	13	113	"high"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	331.253219923866	-100
"35"	"long"	"LP"	13	114	"high"	"8"	"2070"	"rhyolite"	"20"	0.110405968575882	2.75571537017822	2.75571537017822	0	1174.82396038978	-99.9906023393889
"37"	"long"	"LP"	13	115	"high"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	3262.97797093602	-100
"39"	"long"	"LP"	13	116	"high"	"8"	"2070"	"rhyolite"	"100"	1	4.19009160995483	0	4.19009160995483	2858.09359525445	-99.9650116426677
"41"	"long"	"LP"	13	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	326.796397538847	-100
"43"	"long"	"LP"	13	118	"high"	"8"	"2070"	"andesite"	"20"	45.9223620250723	1.24360035880968	1.03239412046969	10.7314834594727	2052.38177077216	-97.7624844130342
"45"	"long"	"LP"	13	119	"high"	"8"	"2070"	"andesite"	"50"	0.769664005584797	0.758873105049133	0.758873105049133	0	4180.04549463497	-99.9815871859153
"47"	"long"	"LP"	13	12	"med"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	3154.32397149387	-100
"49"	"long"	"LP"	13	120	"high"	"8"	"2070"	"andesite"	"100"	18.9432588063704	0.42511913714839	0.140448521822691	5.5330376625061	3548.58979261479	-99.4661750184314
"51"	"long"	"LP"	13	13	"med"	"0"	"hist"	"andesite"	"10"	53.0401877584511	0.374355885701037	0.247866124742561	6.95690679550171	334.517192539621	-84.14425657594
"53"	"long"	"LP"	13	14	"med"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	2230.45667405662	-100
"55"	"long"	"LP"	13	15	"med"	"0"	"hist"	"andesite"	"50"	139.75084162294	0.662186990927713	0.551239063058581	8.30377221107483	3044.78752522018	-95.4101611207556
"57"	"long"	"LP"	13	16	"med"	"0"	"hist"	"andesite"	"100"	57.4366920864648	0.426660497288799	0.29127014502883	8.0676441192627	3154.51643187737	-98.1792235568644
"59"	"long"	"LP"	13	17	"high"	"0"	"hist"	"rhyolite"	"10"	32.5403820696792	0.984689090465522	0.698077201843262	5.36130738258362	331.503988726966	-90.1840149210149
"61"	"long"	"LP"	13	18	"high"	"0"	"hist"	"rhyolite"	"20"	23.2129226494079	0.703249324831342	0.457195937633514	6.16881418228149	2053.52356479973	-98.8696052459631
"63"	"long"	"LP"	13	19	"high"	"0"	"hist"	"rhyolite"	"50"	24.9127733705976	0.0954251512885094	0.0954251512885094	0	3097.59370817147	-99.1957378624292
"65"	"long"	"LP"	13	2	"low"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	686.095075127208	-100
"67"	"long"	"LP"	13	20	"high"	"0"	"hist"	"rhyolite"	"100"	28.3155012481307	0.91400532825664	0.650548094511032	8.11047172546387	3202.37197471573	-99.1157959952281
"69"	"long"	"LP"	13	21	"high"	"0"	"hist"	"andesite"	"10"	240.19894169894	0.951673448308562	0.858451421483088	8.32239548365275	333.584373558304	-27.9945462862163
"71"	"long"	"LP"	13	22	"high"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	2444.19186174294	-100
"73"	"long"	"LP"	13	23	"high"	"0"	"hist"	"andesite"	"50"	12.4563866852988	0.101796075701714	0.101796075701714	0	3571.40437695018	-99.6512188100095
"75"	"long"	"LP"	13	24	"high"	"0"	"hist"	"andesite"	"100"	67.8518946305782	0.775569828082263	0.649508382858975	9.20301628112793	3499.53006534668	-98.0611141106497
"77"	"long"	"LP"	13	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	75.9114392264104	0.841762981561058	0.658008930799754	7.6325261592865	331.715349556052	-77.115487924208
"79"	"long"	"LP"	13	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	960.092113984485	-100
"81"	"long"	"LP"	13	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	12.7218208504204	0.84569563344121	0.84569563344121	0	2480.70086170455	-99.4871682818831
"83"	"long"	"LP"	13	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	0	NA	0	0	2980.76762978994	-100
"85"	"long"	"LP"	13	29	"low"	"4.5"	"2030"	"andesite"	"10"	0	NA	0	0	326.854012377675	-100
"87"	"long"	"LP"	13	3	"low"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	2036.84501047159	-100
"89"	"long"	"LP"	13	30	"low"	"4.5"	"2030"	"andesite"	"20"	0	NA	0	0	1126.13232048372	-100
"91"	"long"	"LP"	13	31	"low"	"4.5"	"2030"	"andesite"	"50"	0.241514096442851	1.660520195961	1.660520195961	0	2222.7881505363	-99.9891346327186
"93"	"long"	"LP"	13	32	"low"	"4.5"	"2030"	"andesite"	"100"	0	NA	0	0	3452.62704062079	-100
"95"	"long"	"LP"	13	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	1.54787695971435	0.501514852046967	0.501514852046967	0	331.413307144511	-99.5329466480839
"97"	"long"	"LP"	13	34	"med"	"4.5"	"2030"	"rhyolite"	"20"	93.6654143290621	0.907064967116645	0.731603602361348	8.94893431663513	1164.28429727092	-91.9551079965079
"99"	"long"	"LP"	13	35	"med"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	2448.69600214997	-100
"101"	"long"	"LP"	13	36	"med"	"4.5"	"2030"	"rhyolite"	"100"	60.6847446171717	1.15648566838793	1.00675918453414	10.0928726196289	2886.54767957512	-97.8976704578078
"103"	"long"	"LP"	13	37	"med"	"4.5"	"2030"	"andesite"	"10"	12.4563866852988	0.109684787690639	0.109684787690639	0	335.334848675332	-96.2853885498316
"105"	"long"	"LP"	13	38	"med"	"4.5"	"2030"	"andesite"	"20"	0.32877648232965	3.04288768768311	3.04288768768311	0	1667.54030199428	-99.9802837459499
"107"	"long"	"LP"	13	39	"med"	"4.5"	"2030"	"andesite"	"50"	0	NA	0	0	2946.20443474166	-100
"109"	"long"	"LP"	13	4	"low"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	2403.55801312546	-100
"111"	"long"	"LP"	13	40	"med"	"4.5"	"2030"	"andesite"	"100"	106.919220113161	1.50577644177104	1.4037818526651	12.3089637756348	3209.27607682424	-96.6684318346659
"113"	"long"	"LP"	13	41	"high"	"4.5"	"2030"	"rhyolite"	"10"	153.654197125653	0.314359529190625	0.281268742154626	5.365807056427	330.39495690215	-53.4937825424621
"115"	"long"	"LP"	13	42	"high"	"4.5"	"2030"	"rhyolite"	"20"	91.5425869632047	0.910266183020571	0.80865140426904	10.1107311248779	1707.15076574008	-94.637697571865
"117"	"long"	"LP"	13	43	"high"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	3270.0659298276	-100
"119"	"long"	"LP"	13	44	"high"	"4.5"	"2030"	"rhyolite"	"100"	6.78032351503294	1.30811821377796	0.846170678734779	3.97832441329956	3328.16203521047	-99.7962742365516
"121"	"long"	"LP"	13	45	"high"	"4.5"	"2030"	"andesite"	"10"	12.4563866852988	0.10762383043766	0.10762383043766	0	341.417741665014	-96.3515701836255
"123"	"long"	"LP"	13	46	"high"	"4.5"	"2030"	"andesite"	"20"	0.0940221360636132	3.13520097732544	3.13520097732544	0	2383.78218194764	-99.9960557580816
