"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"mid"	"LPS"	12	1	"low"	"0"	"hist"	"rhyolite"	"10"	116.518503234884	0.962632137865981	0.646020642058416	6.79453690846761	42938.9924467654	-99.7286417389059
"3"	"mid"	"LPS"	12	10	"med"	"0"	"hist"	"rhyolite"	"20"	358.165102552082	0.557600640595669	0.452231463190023	8.00014390945435	5485.72970133961	-93.4709669988913
"5"	"mid"	"LPS"	12	100	"low"	"8"	"2070"	"rhyolite"	"100"	74377.0900908355	0.738091602615264	0.679058198163938	6.41857825207898	6084.70736328074	1122.36100522561
"7"	"mid"	"LPS"	12	101	"low"	"8"	"2070"	"andesite"	"10"	464.307042367802	0.869177014453381	0.691666849068741	7.55993517239888	42431.8522992329	-98.9057582518588
"9"	"mid"	"LPS"	12	102	"low"	"8"	"2070"	"andesite"	"20"	183.52510307883	1.17174056147994	0.973678155746087	8.24356284141541	6323.87355851613	-97.0979004975252
"11"	"mid"	"LPS"	12	103	"low"	"8"	"2070"	"andesite"	"50"	102097.543919898	0.586025635660266	0.57194863473545	8.64625886047588	20829.0035685691	390.170082230736
"13"	"mid"	"LPS"	12	104	"low"	"8"	"2070"	"andesite"	"100"	74676.5019192322	0.866462153539441	0.778510413243065	8.06002737892171	9345.66082969609	699.049989936995
"15"	"mid"	"LPS"	12	105	"med"	"8"	"2070"	"rhyolite"	"10"	347.049291801182	0.8987286794819	0.751422754213923	7.14172488451004	42333.3882698292	-99.1801995871695
"17"	"mid"	"LPS"	12	106	"med"	"8"	"2070"	"rhyolite"	"20"	81.9171975893738	1.53592759909644	1.37243083209702	5.83682982126872	6397.57964838422	-98.7195595507738
"19"	"mid"	"LPS"	12	107	"med"	"8"	"2070"	"rhyolite"	"50"	99589.8192951921	0.68679281235856	0.672643129275395	6.99176591553839	7182.43058831223	1286.57545061768
"21"	"mid"	"LPS"	12	108	"med"	"8"	"2070"	"rhyolite"	"100"	54322.3101330531	1.07161229417372	0.920583252868383	7.56908116282486	3161.14452325416	1618.43804462101
"23"	"mid"	"LPS"	12	109	"med"	"8"	"2070"	"andesite"	"10"	445.044134348665	0.781759068630646	0.656503099826027	7.6245573759079	42479.0187902613	-98.9523201170299
"25"	"mid"	"LPS"	12	11	"med"	"0"	"hist"	"rhyolite"	"50"	53957.589080707	0.988292211920354	0.92379758424806	7.62895099051948	15745.3978314818	242.688001015907
"27"	"mid"	"LPS"	12	110	"med"	"8"	"2070"	"andesite"	"20"	381.349989427358	1.07591799094801	0.846366955931728	8.14130735397339	5259.56444245401	-92.7493998105777
"29"	"mid"	"LPS"	12	111	"med"	"8"	"2070"	"andesite"	"50"	116168.571785003	0.837592656792056	0.812858904656858	8.88388323170798	12727.8173081228	812.714010365823
"31"	"mid"	"LPS"	12	112	"med"	"8"	"2070"	"andesite"	"100"	45132.345993989	1.42115521193767	1.21847618031927	8.79081076701482	4211.04366699881	971.761529040486
"33"	"mid"	"LPS"	12	113	"high"	"8"	"2070"	"rhyolite"	"10"	534.92831167409	0.825942199455547	0.701622214587714	7.35185017585754	42783.3864974498	-98.7496821652817
"35"	"mid"	"LPS"	12	114	"high"	"8"	"2070"	"rhyolite"	"20"	503.300569703658	0.829822004950647	0.651571136321465	7.05969711712429	5991.13252221417	-91.5992415818295
"37"	"mid"	"LPS"	12	115	"high"	"8"	"2070"	"rhyolite"	"50"	129396.003980519	0.53758882792435	0.513820072146815	8.39992780856169	5782.36282174402	2137.77040579221
"39"	"mid"	"LPS"	12	116	"high"	"8"	"2070"	"rhyolite"	"100"	56113.9026993941	1.15480048714117	0.967063813828138	8.28278424396395	3152.48802181227	1679.98781632597
"41"	"mid"	"LPS"	12	117	"high"	"8"	"2070"	"andesite"	"10"	335.026656730555	1.05133285902681	0.925659185842327	6.94052069527762	42913.6659857557	-99.2193007774219
"43"	"mid"	"LPS"	12	118	"high"	"8"	"2070"	"andesite"	"20"	969.374768568194	0.951161308991783	0.779613084572403	8.3384549184279	7475.20735202131	-87.032135392123
"45"	"mid"	"LPS"	12	119	"high"	"8"	"2070"	"andesite"	"50"	128900.914481553	0.810867359479953	0.77608137067719	9.76194463284378	14432.9536593637	793.101422784141
"47"	"mid"	"LPS"	12	12	"med"	"0"	"hist"	"rhyolite"	"100"	66342.2745436418	0.793279922060488	0.675897487840684	6.9459600302008	5987.08644839726	1008.08947082101
"49"	"mid"	"LPS"	12	120	"high"	"8"	"2070"	"andesite"	"100"	34326.0381284563	1.51837935153855	1.15353003547425	9.02520290433922	5791.42781014101	492.704238984902
"51"	"mid"	"LPS"	12	13	"med"	"0"	"hist"	"andesite"	"10"	444.66927328557	1.21316640562777	0.909472875698255	8.01700873123972	43884.6267803265	-98.9867311040118
"53"	"mid"	"LPS"	12	14	"med"	"0"	"hist"	"andesite"	"20"	389.483289018676	0.933057971868459	0.845475058226536	7.66789131164551	15114.178920391	-97.4230602200083
"55"	"mid"	"LPS"	12	15	"med"	"0"	"hist"	"andesite"	"50"	50342.7977064962	1.43727701648157	1.32252200345456	9.32402949185519	11818.6603616899	325.960271010764
"57"	"mid"	"LPS"	12	16	"med"	"0"	"hist"	"andesite"	"100"	58568.8053960578	1.3169055762733	1.14910292943476	8.58329397907923	7352.63438711011	696.568988915519
"59"	"mid"	"LPS"	12	17	"high"	"0"	"hist"	"rhyolite"	"10"	413.220209217452	0.852717178554349	0.64043031513323	7.95053215821584	42502.0923016697	-99.0277650185207
"61"	"mid"	"LPS"	12	18	"high"	"0"	"hist"	"rhyolite"	"20"	653.102502861967	0.62461632018662	0.543218645934514	7.18834674358368	5300.16403598274	-87.6776926444528
"63"	"mid"	"LPS"	12	19	"high"	"0"	"hist"	"rhyolite"	"50"	76561.5203032096	0.888369503677588	0.787986179127916	8.30804482943456	10997.1080809158	596.196852298589
"65"	"mid"	"LPS"	12	2	"low"	"0"	"hist"	"rhyolite"	"20"	104.683618546843	0.984520155462241	0.734349932670593	7.28153097629547	6309.15679202896	-98.3407668885468
"67"	"mid"	"LPS"	12	20	"high"	"0"	"hist"	"rhyolite"	"100"	72721.6778844544	1.10388100145616	0.990158662671794	7.96912852709657	5411.95227260282	1243.72356261523
"69"	"mid"	"LPS"	12	21	"high"	"0"	"hist"	"andesite"	"10"	440.039694594539	1.16647508512843	0.919521892032886	7.7113473713398	43125.4865663653	-98.9796296120222
"71"	"mid"	"LPS"	12	22	"high"	"0"	"hist"	"andesite"	"20"	1246.84467438341	0.632190698556165	0.535535796633307	8.06763890385628	20136.4854479162	-93.808032302318
"73"	"mid"	"LPS"	12	23	"high"	"0"	"hist"	"andesite"	"50"	41433.0331240377	1.44922916251761	1.20753202714608	9.16798148329373	13240.5813826479	212.92457579194
"75"	"mid"	"LPS"	12	24	"high"	"0"	"hist"	"andesite"	"100"	37508.7699182674	1.66884911455476	1.25762308028487	7.49986618179472	3801.64283811489	886.646339898326
"77"	"mid"	"LPS"	12	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	312.435528695057	0.692223851314275	0.491192457532244	6.77212743759155	42074.5480910764	-99.2574239228458
"79"	"mid"	"LPS"	12	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	365.224339015467	0.769045478332175	0.608396065636323	7.12762668397692	5713.27890039378	-93.6074477479072
"81"	"mid"	"LPS"	12	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	496.409450434828	0.720842917202186	0.590737048244995	6.46217185800726	24796.4150851972	-97.9980596036595
"83"	"mid"	"LPS"	12	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	71958.6231182906	0.800748125406591	0.740399670419042	7.18341410398007	6611.27183567006	988.423300491886
"85"	"mid"	"LPS"	12	29	"low"	"4.5"	"2030"	"andesite"	"10"	580.726616731178	0.848213413941641	0.714187988254068	8.49740118980408	43995.1550472558	-98.6800214339342
"87"	"mid"	"LPS"	12	3	"low"	"0"	"hist"	"rhyolite"	"50"	147.364223724556	0.815550377275284	0.623573388825072	7.69620835781097	9568.78881407145	-98.4599490427895
"89"	"mid"	"LPS"	12	30	"low"	"4.5"	"2030"	"andesite"	"20"	625.904470351237	0.939149310986589	0.768205552051465	7.90116974512736	9601.04563067786	-93.4808718297171
"91"	"mid"	"LPS"	12	31	"low"	"4.5"	"2030"	"andesite"	"50"	603.848127972103	0.885661794702573	0.784595080053628	6.88748972415924	34879.5511162727	-98.2687617568267
"93"	"mid"	"LPS"	12	32	"low"	"4.5"	"2030"	"andesite"	"100"	43071.2996707325	1.15516381163245	1.01610872797604	8.81465453384045	8684.19645451326	395.973345332923
"95"	"mid"	"LPS"	12	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	438.689636949658	0.766142607574413	0.607862865136675	6.92019766027277	42368.2236477357	-98.9645786413018
"97"	"mid"	"LPS"	12	34	"med"	"4.5"	"2030"	"rhyolite"	"20"	350.382670921421	0.866606657062578	0.709073380224015	5.72697613456033	6526.10113368266	-94.6310566792626
"99"	"mid"	"LPS"	12	35	"med"	"4.5"	"2030"	"rhyolite"	"50"	74990.8108636901	0.983592674596862	0.935487086451398	7.75491442502054	11471.2239144682	553.72981490761
"101"	"mid"	"LPS"	12	36	"med"	"4.5"	"2030"	"rhyolite"	"100"	71697.1910787859	0.921152971864496	0.807901758092158	6.94995464291798	5646.09283680463	1169.85498026919
"103"	"mid"	"LPS"	12	37	"med"	"4.5"	"2030"	"andesite"	"10"	610.344205106042	1.14548461773626	0.995950395671221	9.29298184134743	42816.2237084887	-98.5745024847088
"105"	"mid"	"LPS"	12	38	"med"	"4.5"	"2030"	"andesite"	"20"	642.093773467324	1.0029012727466	0.896537535084832	7.72608690261841	34479.3120479223	-98.1377419231135
"107"	"mid"	"LPS"	12	39	"med"	"4.5"	"2030"	"andesite"	"50"	38439.4579029566	1.46800672333304	1.26185089112763	9.43145752361102	18466.403282643	108.158878123748
"109"	"mid"	"LPS"	12	4	"low"	"0"	"hist"	"rhyolite"	"100"	56.3081093444001	1.3648550716943	1.20068029392707	5.82286596298218	5097.02435232617	-98.8952748613276
"111"	"mid"	"LPS"	12	40	"med"	"4.5"	"2030"	"andesite"	"100"	48504.4743454634	1.5371383487579	1.31524572740412	9.35918067501404	6789.32929635048	614.422179692129
"113"	"mid"	"LPS"	12	41	"high"	"4.5"	"2030"	"rhyolite"	"10"	1244.26333910301	0.74473434378066	0.631394494975726	7.34685252961658	42536.5882161158	-97.0748398231159
"115"	"mid"	"LPS"	12	42	"high"	"4.5"	"2030"	"rhyolite"	"20"	966.400099217381	0.784650363681792	0.666251730442047	7.39686648985919	18088.446947429	-94.6573627795351
"117"	"mid"	"LPS"	12	43	"high"	"4.5"	"2030"	"rhyolite"	"50"	78091.1845424468	1.01108005152629	0.893203712476864	7.81954151977299	19258.9192847829	305.480615956209
"119"	"mid"	"LPS"	12	44	"high"	"4.5"	"2030"	"rhyolite"	"100"	85779.105482287	0.975213003634375	0.844403029015306	7.88819625624971	5861.45568962706	1363.44372497926
"121"	"mid"	"LPS"	12	45	"high"	"4.5"	"2030"	"andesite"	"10"	747.810593136312	0.690328406813509	0.587677842865027	7.56614867123691	42700.8187712006	-98.2487207162391
"123"	"mid"	"LPS"	12	46	"high"	"4.5"	"2030"	"andesite"	"20"	1119.74882926715	0.959997787513357	0.849185014968036	7.3798414531507	111622.316317143	-98.9968414325987
"125"	"mid"	"LPS"	12	47	"high"	"4.5"	"2030"	"andesite"	"50"	32100.0851785509	1.69462811146865	1.2774981460985	8.53883622576652	19411.6379250321	65.365155184337
"127"	"mid"	"LPS"	12	48	"high"	"4.5"	"2030"	"andesite"	"100"	40372.5005659553	1.90793039727552	1.57311011081896	7.77665862135637	4651.97454202317	767.857298040953
"129"	"mid"	"LPS"	12	49	"low"	"8"	"2030"	"rhyolite"	"10"	349.347799174364	0.812540826623601	0.685092803717187	7.04561941964286	42974.3651702772	-99.1870786274791
"131"	"mid"	"LPS"	12	5	"low"	"0"	"hist"	"andesite"	"10"	162.971598237896	1.34868460999468	0.902926884922716	8.16751177310944	42809.6480483304	-99.6193110533076
"133"	"mid"	"LPS"	12	50	"low"	"8"	"2030"	"rhyolite"	"20"	261.690055696112	0.683552834867682	0.571588795218203	6.43156394958496	7407.29604551385	-96.467131135462
"135"	"mid"	"LPS"	12	51	"low"	"8"	"2030"	"rhyolite"	"50"	47164.0283152767	0.926680152365152	0.878476505451308	6.79899256780583	23253.0567208484	102.82936940927
"137"	"mid"	"LPS"	12	52	"low"	"8"	"2030"	"rhyolite"	"100"	51632.5313567696	0.980168687758891	0.892817697654057	6.41996565798821	7607.94678008475	578.665779996353
"139"	"mid"	"LPS"	12	53	"low"	"8"	"2030"	"andesite"	"10"	387.798905416044	0.926894449543792	0.774916859662959	8.14200973510742	42888.4695675558	-99.0957968206229
"141"	"mid"	"LPS"	12	54	"low"	"8"	"2030"	"andesite"	"20"	568.69485251192	0.895290066795233	0.751222529155867	8.19944680820812	6063.14323711434	-90.6204615284236
"143"	"mid"	"LPS"	12	55	"low"	"8"	"2030"	"andesite"	"50"	32429.4814810754	0.950631383417744	0.907227298378658	8.27671406266162	17781.5323086691	82.377316634658
"145"	"mid"	"LPS"	12	56	"low"	"8"	"2030"	"andesite"	"100"	49645.7641042805	1.25814969390836	1.11759536457313	7.1959290562216	11243.2800448446	341.55943733737
"147"	"mid"	"LPS"	12	57	"med"	"8"	"2030"	"rhyolite"	"10"	521.990952167042	0.665218347535584	0.555626611535748	7.70636343955994	41869.1594666076	-98.7532805558627
"149"	"mid"	"LPS"	12	58	"med"	"8"	"2030"	"rhyolite"	"20"	442.556100338174	0.719038972828163	0.618471966411632	6.97654942103795	5922.53094993816	-92.5275848437264
"151"	"mid"	"LPS"	12	59	"med"	"8"	"2030"	"rhyolite"	"50"	53612.880917914	0.805636512682036	0.744796251525682	7.42885706380103	14066.9562792836	281.126377686051
