"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"mid"	"LPS"	14	1	"low"	"0"	"hist"	"rhyolite"	"10"	203.526855303605	0.685027112206161	0.49879734667967	6.81592377026876	42869.972102509	-99.5252461214182
"3"	"mid"	"LPS"	14	10	"med"	"0"	"hist"	"rhyolite"	"20"	64.8646959736604	0.970932000915013	0.715363814598984	4.85970199108124	6249.50080431453	-98.9620819645486
"5"	"mid"	"LPS"	14	100	"low"	"8"	"2070"	"rhyolite"	"100"	53904.0695381707	0.698796034917082	0.635825790421165	6.3502238344338	5251.16370133976	926.516646670487
"7"	"mid"	"LPS"	14	101	"low"	"8"	"2070"	"andesite"	"10"	512.380173439605	0.822884972450676	0.649513159621888	6.5716651280721	42406.8885349937	-98.7917524931904
"9"	"mid"	"LPS"	14	102	"low"	"8"	"2070"	"andesite"	"20"	389.615934071171	0.830257692667977	0.676661619811915	6.66100935935974	6011.98273796474	-93.519343766395
"11"	"mid"	"LPS"	14	103	"low"	"8"	"2070"	"andesite"	"50"	36093.4599437685	0.911551178146138	0.867791298161581	9.09406981569655	20947.0327606906	72.3082231078655
"13"	"mid"	"LPS"	14	104	"low"	"8"	"2070"	"andesite"	"100"	51238.6882437391	0.867015583773187	0.750695709801351	7.53121648226316	12541.4807345687	308.55373721946
"15"	"mid"	"LPS"	14	105	"med"	"8"	"2070"	"rhyolite"	"10"	137.584087334438	0.87990562211185	0.666469737589359	6.53954601287842	43348.538769223	-99.6826096305878
"17"	"mid"	"LPS"	14	106	"med"	"8"	"2070"	"rhyolite"	"20"	173.137414694991	0.741430481390345	0.588053729157059	7.22686731815338	6001.75236325719	-97.1152189524689
"19"	"mid"	"LPS"	14	107	"med"	"8"	"2070"	"rhyolite"	"50"	42551.5429857109	0.791257916440557	0.753433130001737	7.9709354890904	13073.1235111604	225.488724629466
"21"	"mid"	"LPS"	14	108	"med"	"8"	"2070"	"rhyolite"	"100"	66220.8179453858	1.21311203105008	1.11425816771167	7.44519016706477	3217.41906078227	1958.19685575199
"23"	"mid"	"LPS"	14	109	"med"	"8"	"2070"	"andesite"	"10"	423.725915842898	0.907966697677744	0.754774843381734	7.96714803907606	42552.6967600963	-99.0042325208393
"25"	"mid"	"LPS"	14	11	"med"	"0"	"hist"	"rhyolite"	"50"	65889.8701175737	0.850406428168077	0.822803387855237	8.4646552410619	22272.9380403964	195.829270471949
"27"	"mid"	"LPS"	14	110	"med"	"8"	"2070"	"andesite"	"20"	512.279770966815	1.18823558253411	1.03056017816776	10.005440182156	6845.98185818218	-92.5170737875306
"29"	"mid"	"LPS"	14	111	"med"	"8"	"2070"	"andesite"	"50"	42357.3782296815	1.25393485077405	1.18237047517707	9.7939594664618	9874.65245273122	328.950572513222
"31"	"mid"	"LPS"	14	112	"med"	"8"	"2070"	"andesite"	"100"	42382.9678525603	1.34393947394131	1.14479346619893	7.51490580137709	5648.5713313179	650.330753859344
"33"	"mid"	"LPS"	14	113	"high"	"8"	"2070"	"rhyolite"	"10"	307.648528718604	0.792446128391208	0.643124648098704	6.38544136285782	42810.1416279999	-99.2813653096691
"35"	"mid"	"LPS"	14	114	"high"	"8"	"2070"	"rhyolite"	"20"	622.853212737202	0.802526183468306	0.64474104783652	7.19653962453206	5683.18031055536	-89.0404108491793
"37"	"mid"	"LPS"	14	115	"high"	"8"	"2070"	"rhyolite"	"50"	62253.9730088064	1.0448070753556	0.99653418912784	8.20319835286941	10177.9431137603	511.655737441102
"39"	"mid"	"LPS"	14	116	"high"	"8"	"2070"	"rhyolite"	"100"	44467.4620689646	1.20800693979823	1.01248217121742	7.29462829145581	3084.86084663824	1341.47383884182
"41"	"mid"	"LPS"	14	117	"high"	"8"	"2070"	"andesite"	"10"	436.32331120933	0.942409128306078	0.736578900533117	8.22062277793884	42677.1445530644	-98.9776183112092
"43"	"mid"	"LPS"	14	118	"high"	"8"	"2070"	"andesite"	"20"	10410.4882480554	1.06963315374254	1.04828858136177	10.306931078434	17048.2593074462	-38.9351835849399
"45"	"mid"	"LPS"	14	119	"high"	"8"	"2070"	"andesite"	"50"	54604.0834061638	1.4314396600257	1.34760271760344	9.74730803236171	15688.7514631858	248.046073228288
"47"	"mid"	"LPS"	14	12	"med"	"0"	"hist"	"rhyolite"	"100"	71998.1204553269	0.929816309747108	0.836517488116683	6.80748619752772	8579.33996497169	739.203490586521
"49"	"mid"	"LPS"	14	120	"high"	"8"	"2070"	"andesite"	"100"	44021.5719370676	1.5703093213381	1.32625059423904	8.42727426367741	4722.26045950248	832.213974951004
"51"	"mid"	"LPS"	14	13	"med"	"0"	"hist"	"andesite"	"10"	322.784184567396	1.09719219793018	0.879245210139856	9.67297530174255	43152.067009234	-99.2519844194293
"53"	"mid"	"LPS"	14	14	"med"	"0"	"hist"	"andesite"	"20"	376.594902721412	0.884001431682148	0.738057502429001	8.58973462241037	10867.6205237964	-96.5347069131021
"55"	"mid"	"LPS"	14	15	"med"	"0"	"hist"	"andesite"	"50"	85574.1538723866	0.99220080968697	0.954891343234281	9.94848577455543	14370.4236643546	495.488037591061
"57"	"mid"	"LPS"	14	16	"med"	"0"	"hist"	"andesite"	"100"	42501.6279266993	1.36653059693951	1.14337133608495	8.38354833855638	5452.66171313189	679.465702490596
"59"	"mid"	"LPS"	14	17	"high"	"0"	"hist"	"rhyolite"	"10"	308.808363474926	0.926567727550523	0.796536249057813	8.82749786376953	42839.2044958408	-99.2791454297315
"61"	"mid"	"LPS"	14	18	"high"	"0"	"hist"	"rhyolite"	"20"	476.637321371737	0.697674146682563	0.567187482901549	6.78666887283325	5744.17160308868	-91.7022443912462
"63"	"mid"	"LPS"	14	19	"high"	"0"	"hist"	"rhyolite"	"50"	136433.457663749	0.667196352178945	0.644583394619463	8.11471411579068	11849.4237349362	1051.39318768301
"65"	"mid"	"LPS"	14	2	"low"	"0"	"hist"	"rhyolite"	"20"	74.650777782653	1.37108826082855	1.24824250776034	5.83350801467896	7628.01776717994	-99.0213607248813
"67"	"mid"	"LPS"	14	20	"high"	"0"	"hist"	"rhyolite"	"100"	69651.8025672287	0.937187083999053	0.811655395409319	8.0616623519458	6180.99603795124	1026.87020246522
"69"	"mid"	"LPS"	14	21	"high"	"0"	"hist"	"andesite"	"10"	1125.33137351878	0.736846231391588	0.63467697151632	7.82056906819344	42199.6718995618	-97.3333172442735
"71"	"mid"	"LPS"	14	22	"high"	"0"	"hist"	"andesite"	"20"	759.200398236266	0.946458839098648	0.787740224074545	8.31894245743752	42807.4268817545	-98.2264750452454
"73"	"mid"	"LPS"	14	23	"high"	"0"	"hist"	"andesite"	"50"	55138.002908068	1.54528789340643	1.44504974527085	8.85380484366063	12648.8754606242	335.912291805795
"75"	"mid"	"LPS"	14	24	"high"	"0"	"hist"	"andesite"	"100"	45144.8297703778	1.36050806504363	1.09332788766319	9.01309389282357	7394.79488539569	510.494685383854
"77"	"mid"	"LPS"	14	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	304.642245687581	0.808872810397624	0.614273507234662	6.54259037971497	42545.5512139592	-99.2839621605663
"79"	"mid"	"LPS"	14	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	223.725330463845	0.676837515646335	0.576006014069373	6.21564626693726	6313.27504033139	-96.4562714433537
"81"	"mid"	"LPS"	14	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	46947.7518094056	0.874637090546789	0.836953727299411	6.93746815861522	18863.6546416727	148.879406993016
