"rid"	"frost.short"	"frost.long"	"replicate"
"1"	1	54.6666666666667	54	1
"2"	5	54.6666666666667	54	1
"3"	9	47	46.5862068965517	1
"4"	13	47	46.5862068965517	1
"5"	17	37.6666666666667	37.6206896551724	1
"6"	21	37.6666666666667	37.6206896551724	1
"7"	25	38.6666666666667	39.1379310344828	1
"8"	29	38.6666666666667	39.1379310344828	1
"9"	33	28.6666666666667	31.0689655172414	1
"10"	37	28.6666666666667	31.0689655172414	1
"11"	41	20.3333333333333	25.6551724137931	1
"12"	45	20.3333333333333	25.6551724137931	1
"13"	49	31.3333333333333	33.3793103448276	1
"14"	53	31.3333333333333	33.3793103448276	1
"15"	57	26.6666666666667	27.1724137931034	1
"16"	61	26.6666666666667	27.1724137931034	1
"17"	65	22.6666666666667	23.7931034482759	1
"18"	69	22.6666666666667	23.7931034482759	1
"19"	73	37.3333333333333	32.7241379310345	1
"20"	77	37.3333333333333	32.7241379310345	1
"21"	81	16.6666666666667	20.3103448275862	1
"22"	85	16.6666666666667	20.3103448275862	1
"23"	89	15.6666666666667	17.3103448275862	1
"24"	93	15.6666666666667	17.3103448275862	1
"25"	97	32	23.1379310344828	1
"26"	101	32	23.1379310344828	1
"27"	105	28.3333333333333	18.9655172413793	1
"28"	109	28.3333333333333	18.9655172413793	1
"29"	113	22.6666666666667	15.6896551724138	1
"30"	117	22.6666666666667	15.6896551724138	1
"31"	2	59	53.6896551724138	1
"32"	6	59	53.6896551724138	1
"33"	10	50	45.5862068965517	1
"34"	14	50	45.5862068965517	1
"35"	18	39	36.8275862068966	1
"36"	22	39	36.8275862068966	1
"37"	26	34.3333333333333	38.4827586206897	1
"38"	30	34.3333333333333	38.4827586206897	1
"39"	34	28	30.1034482758621	1
"40"	38	28	30.1034482758621	1
"41"	42	23.6666666666667	25.8965517241379	1
"42"	46	23.6666666666667	25.8965517241379	1
"43"	50	41	35	1
"44"	54	41	35	1
"45"	58	30.3333333333333	28.3448275862069	1
"46"	62	30.3333333333333	28.3448275862069	1
"47"	66	29.3333333333333	24.6206896551724	1
"48"	70	29.3333333333333	24.6206896551724	1
"49"	74	39.3333333333333	33.1034482758621	1
"50"	78	39.3333333333333	33.1034482758621	1
"51"	82	24.3333333333333	22.0344827586207	1
"52"	86	24.3333333333333	22.0344827586207	1
"53"	90	22.6666666666667	18.6206896551724	1
"54"	94	22.6666666666667	18.6206896551724	1
"55"	98	21.3333333333333	21.3448275862069	1
"56"	102	21.3333333333333	21.3448275862069	1
"57"	106	17.3333333333333	17.2758620689655	1
"58"	110	17.3333333333333	17.2758620689655	1
"59"	114	16	14.8275862068966	1
"60"	118	16	14.8275862068966	1
"61"	3	53.3333333333333	55.3793103448276	1
"62"	7	53.3333333333333	55.3793103448276	1
"63"	11	50	48.1379310344828	1
"64"	15	50	48.1379310344828	1
"65"	19	41.6666666666667	37.7931034482759	1
"66"	23	41.6666666666667	37.7931034482759	1
"67"	27	42	41.448275862069	1
"68"	31	42	41.448275862069	1
"69"	35	37	33.1724137931034	1
"70"	39	37	33.1724137931034	1
"71"	43	29.6666666666667	27.7931034482759	1
"72"	47	29.6666666666667	27.7931034482759	1
"73"	51	29.3333333333333	34.2068965517241	1
"74"	55	29.3333333333333	34.2068965517241	1
"75"	59	24	27.7931034482759	1
"76"	63	24	27.7931034482759	1
"77"	67	22.6666666666667	23.9655172413793	1
"78"	71	22.6666666666667	23.9655172413793	1
"79"	75	27.6666666666667	36.6551724137931	1
"80"	79	27.6666666666667	36.6551724137931	1
"81"	83	23.3333333333333	25.9655172413793	1
"82"	87	23.3333333333333	25.9655172413793	1
"83"	91	22.3333333333333	22.4827586206897	1
"84"	95	22.3333333333333	22.4827586206897	1
"85"	99	15	20.448275862069	1
"86"	103	15	20.448275862069	1
"87"	107	12	16.2413793103448	1
"88"	111	12	16.2413793103448	1
"89"	115	10	13.7241379310345	1
"90"	119	10	13.7241379310345	1
"91"	4	53.6666666666667	53.2758620689655	1
"92"	8	53.6666666666667	53.2758620689655	1
"93"	12	43	44.7931034482759	1
"94"	16	43	44.7931034482759	1
"95"	20	33.6666666666667	36.0689655172414	1
"96"	24	33.6666666666667	36.0689655172414	1
"97"	28	39.6666666666667	37	1
"98"	32	39.6666666666667	37	1
"99"	36	31	29.6206896551724	1
"100"	40	31	29.6206896551724	1
"101"	44	24.3333333333333	25.7931034482759	1
"102"	48	24.3333333333333	25.7931034482759	1
"103"	52	32	32.7241379310345	1
"104"	56	32	32.7241379310345	1
"105"	60	27.3333333333333	25.8620689655172	1
"106"	64	27.3333333333333	25.8620689655172	1
"107"	68	19	21.1724137931034	1
"108"	72	19	21.1724137931034	1
"109"	76	30.3333333333333	33.6896551724138	1
"110"	80	30.3333333333333	33.6896551724138	1
"111"	84	21.6666666666667	24.6551724137931	1
"112"	88	21.6666666666667	24.6551724137931	1
"113"	92	19	21.4137931034483	1
"114"	96	19	21.4137931034483	1
"115"	100	24	21.9310344827586	1
"116"	104	24	21.9310344827586	1
"117"	108	19	17.6206896551724	1
"118"	112	19	17.6206896551724	1
"119"	116	17	14.448275862069	1
"120"	120	17	14.448275862069	1
