id x y modelclimatetableName modelsiteavailableNitrogen modelsitesoilDepth modelsitepctSand modelsitepctSilt modelsitepctClay
537 32 14 mid_rcp_8_2030 45 30 34 33 33
538 33 14 mid_rcp_8_2030 45 30 34 33 33
539 34 14 mid_rcp_8_2030 45 30 34 33 33
540 35 14 mid_rcp_8_2030 45 30 34 33 33
541 0 15 mid_rcp_8_2030 55 30 34 33 33
542 1 15 mid_rcp_8_2030 55 30 34 33 33
543 2 15 mid_rcp_8_2030 55 30 34 33 33
544 3 15 mid_rcp_8_2030 55 30 34 33 33
545 4 15 mid_rcp_8_2030 55 30 34 33 33
546 5 15 mid_rcp_8_2030 55 30 34 33 33
547 6 15 mid_rcp_8_2030 55 30 34 33 33
548 7 15 mid_rcp_8_2030 55 30 34 33 33
549 8 15 mid_rcp_8_2030 55 30 34 33 33
550 9 15 mid_rcp_8_2030 55 30 34 33 33
551 10 15 mid_rcp_8_2030 55 30 34 33 33
552 11 15 mid_rcp_8_2030 55 30 34 33 33
553 12 15 high_rcp_8_2030 45 30 34 33 33
554 13 15 high_rcp_8_2030 45 30 34 33 33
555 14 15 high_rcp_8_2030 45 30 34 33 33
556 15 15 high_rcp_8_2030 45 30 34 33 33
557 16 15 high_rcp_8_2030 45 30 34 33 33
558 17 15 high_rcp_8_2030 45 30 34 33 33
559 18 15 high_rcp_8_2030 45 30 34 33 33
560 19 15 high_rcp_8_2030 45 30 34 33 33
561 20 15 high_rcp_8_2030 45 30 34 33 33
562 21 15 high_rcp_8_2030 45 30 34 33 33
563 22 15 high_rcp_8_2030 45 30 34 33 33
564 23 15 high_rcp_8_2030 45 30 34 33 33
565 24 15 high_rcp_8_2030 55 30 34 33 33
566 25 15 high_rcp_8_2030 55 30 34 33 33
567 26 15 high_rcp_8_2030 55 30 34 33 33
568 27 15 high_rcp_8_2030 55 30 34 33 33
569 28 15 high_rcp_8_2030 55 30 34 33 33
570 29 15 high_rcp_8_2030 55 30 34 33 33
571 30 15 high_rcp_8_2030 55 30 34 33 33
572 31 15 high_rcp_8_2030 55 30 34 33 33
573 32 15 high_rcp_8_2030 55 30 34 33 33
574 33 15 high_rcp_8_2030 55 30 34 33 33
575 34 15 high_rcp_8_2030 55 30 34 33 33
576 35 15 high_rcp_8_2030 55 30 34 33 33
577 0 16 low_rcp_45_2070 45 30 34 33 33
578 1 16 low_rcp_45_2070 45 30 34 33 33
579 2 16 low_rcp_45_2070 45 30 34 33 33
580 3 16 low_rcp_45_2070 45 30 34 33 33
581 4 16 low_rcp_45_2070 45 30 34 33 33
582 5 16 low_rcp_45_2070 45 30 34 33 33
583 6 16 low_rcp_45_2070 45 30 34 33 33
584 7 16 low_rcp_45_2070 45 30 34 33 33
585 8 16 low_rcp_45_2070 45 30 34 33 33
586 9 16 low_rcp_45_2070 45 30 34 33 33
587 10 16 low_rcp_45_2070 45 30 34 33 33
588 11 16 low_rcp_45_2070 45 30 34 33 33
589 12 16 low_rcp_45_2070 55 30 34 33 33
590 13 16 low_rcp_45_2070 55 30 34 33 33
591 14 16 low_rcp_45_2070 55 30 34 33 33
592 15 16 low_rcp_45_2070 55 30 34 33 33
593 16 16 low_rcp_45_2070 55 30 34 33 33
594 17 16 low_rcp_45_2070 55 30 34 33 33
595 18 16 low_rcp_45_2070 55 30 34 33 33
596 19 16 low_rcp_45_2070 55 30 34 33 33
597 20 16 low_rcp_45_2070 55 30 34 33 33
598 21 16 low_rcp_45_2070 55 30 34 33 33
599 22 16 low_rcp_45_2070 55 30 34 33 33
600 23 16 low_rcp_45_2070 55 30 34 33 33
601 24 16 mid_rcp_45_2070 45 30 34 33 33
602 25 16 mid_rcp_45_2070 45 30 34 33 33
603 26 16 mid_rcp_45_2070 45 30 34 33 33
604 27 16 mid_rcp_45_2070 45 30 34 33 33
605 28 16 mid_rcp_45_2070 45 30 34 33 33
606 29 16 mid_rcp_45_2070 45 30 34 33 33
607 30 16 mid_rcp_45_2070 45 30 34 33 33
608 31 16 mid_rcp_45_2070 45 30 34 33 33
609 32 16 mid_rcp_45_2070 45 30 34 33 33
610 33 16 mid_rcp_45_2070 45 30 34 33 33
611 34 16 mid_rcp_45_2070 45 30 34 33 33
612 35 16 mid_rcp_45_2070 45 30 34 33 33
613 0 17 mid_rcp_45_2070 55 30 34 33 33
614 1 17 mid_rcp_45_2070 55 30 34 33 33
615 2 17 mid_rcp_45_2070 55 30 34 33 33
616 3 17 mid_rcp_45_2070 55 30 34 33 33
617 4 17 mid_rcp_45_2070 55 30 34 33 33
618 5 17 mid_rcp_45_2070 55 30 34 33 33
619 6 17 mid_rcp_45_2070 55 30 34 33 33
620 7 17 mid_rcp_45_2070 55 30 34 33 33
621 8 17 mid_rcp_45_2070 55 30 34 33 33
622 9 17 mid_rcp_45_2070 55 30 34 33 33
623 10 17 mid_rcp_45_2070 55 30 34 33 33
624 11 17 mid_rcp_45_2070 55 30 34 33 33
625 12 17 high_rcp_45_2070 45 30 34 33 33
626 13 17 high_rcp_45_2070 45 30 34 33 33
627 14 17 high_rcp_45_2070 45 30 34 33 33
628 15 17 high_rcp_45_2070 45 30 34 33 33
629 16 17 high_rcp_45_2070 45 30 34 33 33
630 17 17 high_rcp_45_2070 45 30 34 33 33
631 18 17 high_rcp_45_2070 45 30 34 33 33
632 19 17 high_rcp_45_2070 45 30 34 33 33
633 20 17 high_rcp_45_2070 45 30 34 33 33
634 21 17 high_rcp_45_2070 45 30 34 33 33
635 22 17 high_rcp_45_2070 45 30 34 33 33
636 23 17 high_rcp_45_2070 45 30 34 33 33
637 24 17 high_rcp_45_2070 55 30 34 33 33
638 25 17 high_rcp_45_2070 55 30 34 33 33
639 26 17 high_rcp_45_2070 55 30 34 33 33
640 27 17 high_rcp_45_2070 55 30 34 33 33
641 28 17 high_rcp_45_2070 55 30 34 33 33
642 29 17 high_rcp_45_2070 55 30 34 33 33
643 30 17 high_rcp_45_2070 55 30 34 33 33
644 31 17 high_rcp_45_2070 55 30 34 33 33
645 32 17 high_rcp_45_2070 55 30 34 33 33
646 33 17 high_rcp_45_2070 55 30 34 33 33
647 34 17 high_rcp_45_2070 55 30 34 33 33
648 35 17 high_rcp_45_2070 55 30 34 33 33
649 0 18 low_rcp_8_2070 45 30 34 33 33
650 1 18 low_rcp_8_2070 45 30 34 33 33
651 2 18 low_rcp_8_2070 45 30 34 33 33
652 3 18 low_rcp_8_2070 45 30 34 33 33
653 4 18 low_rcp_8_2070 45 30 34 33 33
654 5 18 low_rcp_8_2070 45 30 34 33 33
655 6 18 low_rcp_8_2070 45 30 34 33 33
656 7 18 low_rcp_8_2070 45 30 34 33 33
657 8 18 low_rcp_8_2070 45 30 34 33 33
658 9 18 low_rcp_8_2070 45 30 34 33 33
659 10 18 low_rcp_8_2070 45 30 34 33 33
660 11 18 low_rcp_8_2070 45 30 34 33 33
661 12 18 low_rcp_8_2070 55 30 34 33 33
662 13 18 low_rcp_8_2070 55 30 34 33 33
663 14 18 low_rcp_8_2070 55 30 34 33 33
664 15 18 low_rcp_8_2070 55 30 34 33 33
665 16 18 low_rcp_8_2070 55 30 34 33 33
666 17 18 low_rcp_8_2070 55 30 34 33 33
667 18 18 low_rcp_8_2070 55 30 34 33 33
668 19 18 low_rcp_8_2070 55 30 34 33 33
669 20 18 low_rcp_8_2070 55 30 34 33 33
670 21 18 low_rcp_8_2070 55 30 34 33 33
671 22 18 low_rcp_8_2070 55 30 34 33 33
672 23 18 low_rcp_8_2070 55 30 34 33 33
673 24 18 mid_rcp_8_2070 45 30 34 33 33
674 25 18 mid_rcp_8_2070 45 30 34 33 33
675 26 18 mid_rcp_8_2070 45 30 34 33 33
676 27 18 mid_rcp_8_2070 45 30 34 33 33
677 28 18 mid_rcp_8_2070 45 30 34 33 33
678 29 18 mid_rcp_8_2070 45 30 34 33 33
679 30 18 mid_rcp_8_2070 45 30 34 33 33
680 31 18 mid_rcp_8_2070 45 30 34 33 33
681 32 18 mid_rcp_8_2070 45 30 34 33 33
682 33 18 mid_rcp_8_2070 45 30 34 33 33
683 34 18 mid_rcp_8_2070 45 30 34 33 33
684 35 18 mid_rcp_8_2070 45 30 34 33 33
685 0 19 mid_rcp_8_2070 55 30 34 33 33
686 1 19 mid_rcp_8_2070 55 30 34 33 33
687 2 19 mid_rcp_8_2070 55 30 34 33 33
688 3 19 mid_rcp_8_2070 55 30 34 33 33
689 4 19 mid_rcp_8_2070 55 30 34 33 33
690 5 19 mid_rcp_8_2070 55 30 34 33 33
691 6 19 mid_rcp_8_2070 55 30 34 33 33
692 7 19 mid_rcp_8_2070 55 30 34 33 33
693 8 19 mid_rcp_8_2070 55 30 34 33 33
694 9 19 mid_rcp_8_2070 55 30 34 33 33
695 10 19 mid_rcp_8_2070 55 30 34 33 33
696 11 19 mid_rcp_8_2070 55 30 34 33 33
697 12 19 high_rcp_8_2070 45 30 34 33 33
698 13 19 high_rcp_8_2070 45 30 34 33 33
699 14 19 high_rcp_8_2070 45 30 34 33 33
700 15 19 high_rcp_8_2070 45 30 34 33 33
701 16 19 high_rcp_8_2070 45 30 34 33 33
702 17 19 high_rcp_8_2070 45 30 34 33 33
703 18 19 high_rcp_8_2070 45 30 34 33 33
704 19 19 high_rcp_8_2070 45 30 34 33 33
705 20 19 high_rcp_8_2070 45 30 34 33 33
706 21 19 high_rcp_8_2070 45 30 34 33 33
707 22 19 high_rcp_8_2070 45 30 34 33 33
708 23 19 high_rcp_8_2070 45 30 34 33 33
709 24 19 high_rcp_8_2070 55 30 34 33 33
710 25 19 high_rcp_8_2070 55 30 34 33 33
711 26 19 high_rcp_8_2070 55 30 34 33 33
712 27 19 high_rcp_8_2070 55 30 34 33 33
713 28 19 high_rcp_8_2070 55 30 34 33 33
714 29 19 high_rcp_8_2070 55 30 34 33 33
715 30 19 high_rcp_8_2070 55 30 34 33 33
716 31 19 high_rcp_8_2070 55 30 34 33 33
717 32 19 high_rcp_8_2070 55 30 34 33 33
718 33 19 high_rcp_8_2070 55 30 34 33 33
719 34 19 high_rcp_8_2070 55 30 34 33 33
720 35 19 high_rcp_8_2070 55 30 34 33 33
721 0 20 low_hist 45 30 34 33 33
722 1 20 low_hist 45 30 34 33 33
723 2 20 low_hist 45 30 34 33 33
724 3 20 low_hist 45 30 34 33 33
725 4 20 low_hist 45 30 34 33 33
726 5 20 low_hist 45 30 34 33 33
727 6 20 low_hist 45 30 34 33 33
728 7 20 low_hist 45 30 34 33 33
729 8 20 low_hist 45 30 34 33 33
730 9 20 low_hist 45 30 34 33 33
731 10 20 low_hist 45 30 34 33 33
732 11 20 low_hist 45 30 34 33 33
733 12 20 low_hist 55 30 34 33 33
734 13 20 low_hist 55 30 34 33 33
735 14 20 low_hist 55 30 34 33 33
736 15 20 low_hist 55 30 34 33 33
737 16 20 low_hist 55 30 34 33 33
738 17 20 low_hist 55 30 34 33 33
739 18 20 low_hist 55 30 34 33 33
740 19 20 low_hist 55 30 34 33 33
741 20 20 low_hist 55 30 34 33 33
742 21 20 low_hist 55 30 34 33 33
743 22 20 low_hist 55 30 34 33 33
744 23 20 low_hist 55 30 34 33 33
745 24 20 med_hist 45 30 34 33 33
746 25 20 med_hist 45 30 34 33 33
747 26 20 med_hist 45 30 34 33 33
748 27 20 med_hist 45 30 34 33 33
749 28 20 med_hist 45 30 34 33 33
750 29 20 med_hist 45 30 34 33 33
751 30 20 med_hist 45 30 34 33 33
752 31 20 med_hist 45 30 34 33 33
753 32 20 med_hist 45 30 34 33 33
754 33 20 med_hist 45 30 34 33 33
755 34 20 med_hist 45 30 34 33 33
756 35 20 med_hist 45 30 34 33 33
757 0 21 med_hist 55 30 34 33 33
758 1 21 med_hist 55 30 34 33 33
759 2 21 med_hist 55 30 34 33 33
760 3 21 med_hist 55 30 34 33 33
761 4 21 med_hist 55 30 34 33 33
762 5 21 med_hist 55 30 34 33 33
763 6 21 med_hist 55 30 34 33 33
764 7 21 med_hist 55 30 34 33 33
765 8 21 med_hist 55 30 34 33 33
766 9 21 med_hist 55 30 34 33 33
767 10 21 med_hist 55 30 34 33 33
768 11 21 med_hist 55 30 34 33 33
769 12 21 high_hist 45 30 34 33 33
770 13 21 high_hist 45 30 34 33 33
771 14 21 high_hist 45 30 34 33 33
772 15 21 high_hist 45 30 34 33 33
773 16 21 high_hist 45 30 34 33 33
774 17 21 high_hist 45 30 34 33 33
775 18 21 high_hist 45 30 34 33 33
776 19 21 high_hist 45 30 34 33 33
777 20 21 high_hist 45 30 34 33 33
778 21 21 high_hist 45 30 34 33 33
779 22 21 high_hist 45 30 34 33 33
780 23 21 high_hist 45 30 34 33 33
781 24 21 high_hist 55 30 34 33 33
782 25 21 high_hist 55 30 34 33 33
783 26 21 high_hist 55 30 34 33 33
784 27 21 high_hist 55 30 34 33 33
785 28 21 high_hist 55 30 34 33 33
786 29 21 high_hist 55 30 34 33 33
787 30 21 high_hist 55 30 34 33 33
788 31 21 high_hist 55 30 34 33 33
789 32 21 high_hist 55 30 34 33 33
790 33 21 high_hist 55 30 34 33 33
791 34 21 high_hist 55 30 34 33 33
792 35 21 high_hist 55 30 34 33 33
793 0 22 low_rcp_45_2030 45 30 34 33 33
794 1 22 low_rcp_45_2030 45 30 34 33 33
795 2 22 low_rcp_45_2030 45 30 34 33 33
796 3 22 low_rcp_45_2030 45 30 34 33 33
797 4 22 low_rcp_45_2030 45 30 34 33 33
798 5 22 low_rcp_45_2030 45 30 34 33 33
799 6 22 low_rcp_45_2030 45 30 34 33 33
800 7 22 low_rcp_45_2030 45 30 34 33 33
801 8 22 low_rcp_45_2030 45 30 34 33 33
802 9 22 low_rcp_45_2030 45 30 34 33 33
803 10 22 low_rcp_45_2030 45 30 34 33 33
804 11 22 low_rcp_45_2030 45 30 34 33 33
805 12 22 low_rcp_45_2030 55 30 34 33 33
806 13 22 low_rcp_45_2030 55 30 34 33 33
807 14 22 low_rcp_45_2030 55 30 34 33 33
808 15 22 low_rcp_45_2030 55 30 34 33 33
809 16 22 low_rcp_45_2030 55 30 34 33 33
810 17 22 low_rcp_45_2030 55 30 34 33 33
811 18 22 low_rcp_45_2030 55 30 34 33 33
812 19 22 low_rcp_45_2030 55 30 34 33 33
813 20 22 low_rcp_45_2030 55 30 34 33 33
814 21 22 low_rcp_45_2030 55 30 34 33 33
815 22 22 low_rcp_45_2030 55 30 34 33 33
816 23 22 low_rcp_45_2030 55 30 34 33 33
817 24 22 mid_rcp_45_2030 45 30 34 33 33
818 25 22 mid_rcp_45_2030 45 30 34 33 33
819 26 22 mid_rcp_45_2030 45 30 34 33 33
820 27 22 mid_rcp_45_2030 45 30 34 33 33
821 28 22 mid_rcp_45_2030 45 30 34 33 33
822 29 22 mid_rcp_45_2030 45 30 34 33 33
823 30 22 mid_rcp_45_2030 45 30 34 33 33
824 31 22 mid_rcp_45_2030 45 30 34 33 33
825 32 22 mid_rcp_45_2030 45 30 34 33 33
826 33 22 mid_rcp_45_2030 45 30 34 33 33
827 34 22 mid_rcp_45_2030 45 30 34 33 33
828 35 22 mid_rcp_45_2030 45 30 34 33 33
829 0 23 mid_rcp_45_2030 55 30 34 33 33
830 1 23 mid_rcp_45_2030 55 30 34 33 33
831 2 23 mid_rcp_45_2030 55 30 34 33 33
832 3 23 mid_rcp_45_2030 55 30 34 33 33
833 4 23 mid_rcp_45_2030 55 30 34 33 33
834 5 23 mid_rcp_45_2030 55 30 34 33 33
835 6 23 mid_rcp_45_2030 55 30 34 33 33
836 7 23 mid_rcp_45_2030 55 30 34 33 33
837 8 23 mid_rcp_45_2030 55 30 34 33 33
838 9 23 mid_rcp_45_2030 55 30 34 33 33
839 10 23 mid_rcp_45_2030 55 30 34 33 33
840 11 23 mid_rcp_45_2030 55 30 34 33 33
841 12 23 high_rcp_45_2030 45 30 34 33 33
842 13 23 high_rcp_45_2030 45 30 34 33 33
843 14 23 high_rcp_45_2030 45 30 34 33 33
844 15 23 high_rcp_45_2030 45 30 34 33 33
845 16 23 high_rcp_45_2030 45 30 34 33 33
846 17 23 high_rcp_45_2030 45 30 34 33 33
847 18 23 high_rcp_45_2030 45 30 34 33 33
848 19 23 high_rcp_45_2030 45 30 34 33 33
849 20 23 high_rcp_45_2030 45 30 34 33 33
850 21 23 high_rcp_45_2030 45 30 34 33 33
851 22 23 high_rcp_45_2030 45 30 34 33 33
852 23 23 high_rcp_45_2030 45 30 34 33 33
853 24 23 high_rcp_45_2030 55 30 34 33 33
854 25 23 high_rcp_45_2030 55 30 34 33 33
855 26 23 high_rcp_45_2030 55 30 34 33 33
856 27 23 high_rcp_45_2030 55 30 34 33 33
857 28 23 high_rcp_45_2030 55 30 34 33 33
858 29 23 high_rcp_45_2030 55 30 34 33 33
859 30 23 high_rcp_45_2030 55 30 34 33 33
860 31 23 high_rcp_45_2030 55 30 34 33 33
861 32 23 high_rcp_45_2030 55 30 34 33 33
862 33 23 high_rcp_45_2030 55 30 34 33 33
863 34 23 high_rcp_45_2030 55 30 34 33 33
864 35 23 high_rcp_45_2030 55 30 34 33 33
865 0 24 low_rcp_8_2030 45 30 34 33 33
866 1 24 low_rcp_8_2030 45 30 34 33 33
867 2 24 low_rcp_8_2030 45 30 34 33 33
868 3 24 low_rcp_8_2030 45 30 34 33 33
869 4 24 low_rcp_8_2030 45 30 34 33 33
870 5 24 low_rcp_8_2030 45 30 34 33 33
871 6 24 low_rcp_8_2030 45 30 34 33 33
872 7 24 low_rcp_8_2030 45 30 34 33 33
873 8 24 low_rcp_8_2030 45 30 34 33 33
874 9 24 low_rcp_8_2030 45 30 34 33 33
875 10 24 low_rcp_8_2030 45 30 34 33 33
876 11 24 low_rcp_8_2030 45 30 34 33 33
877 12 24 low_rcp_8_2030 55 30 34 33 33
878 13 24 low_rcp_8_2030 55 30 34 33 33
879 14 24 low_rcp_8_2030 55 30 34 33 33
880 15 24 low_rcp_8_2030 55 30 34 33 33
881 16 24 low_rcp_8_2030 55 30 34 33 33
882 17 24 low_rcp_8_2030 55 30 34 33 33
883 18 24 low_rcp_8_2030 55 30 34 33 33
884 19 24 low_rcp_8_2030 55 30 34 33 33
885 20 24 low_rcp_8_2030 55 30 34 33 33
886 21 24 low_rcp_8_2030 55 30 34 33 33
887 22 24 low_rcp_8_2030 55 30 34 33 33
888 23 24 low_rcp_8_2030 55 30 34 33 33
889 24 24 mid_rcp_8_2030 45 30 34 33 33
890 25 24 mid_rcp_8_2030 45 30 34 33 33
891 26 24 mid_rcp_8_2030 45 30 34 33 33
892 27 24 mid_rcp_8_2030 45 30 34 33 33
893 28 24 mid_rcp_8_2030 45 30 34 33 33
894 29 24 mid_rcp_8_2030 45 30 34 33 33
895 30 24 mid_rcp_8_2030 45 30 34 33 33
896 31 24 mid_rcp_8_2030 45 30 34 33 33
897 32 24 mid_rcp_8_2030 45 30 34 33 33
898 33 24 mid_rcp_8_2030 45 30 34 33 33
899 34 24 mid_rcp_8_2030 45 30 34 33 33
900 35 24 mid_rcp_8_2030 45 30 34 33 33
901 0 25 mid_rcp_8_2030 55 30 34 33 33
902 1 25 mid_rcp_8_2030 55 30 34 33 33
903 2 25 mid_rcp_8_2030 55 30 34 33 33
904 3 25 mid_rcp_8_2030 55 30 34 33 33
905 4 25 mid_rcp_8_2030 55 30 34 33 33
906 5 25 mid_rcp_8_2030 55 30 34 33 33
907 6 25 mid_rcp_8_2030 55 30 34 33 33
908 7 25 mid_rcp_8_2030 55 30 34 33 33
909 8 25 mid_rcp_8_2030 55 30 34 33 33
910 9 25 mid_rcp_8_2030 55 30 34 33 33
911 10 25 mid_rcp_8_2030 55 30 34 33 33
912 11 25 mid_rcp_8_2030 55 30 34 33 33
913 12 25 high_rcp_8_2030 45 30 34 33 33
914 13 25 high_rcp_8_2030 45 30 34 33 33
915 14 25 high_rcp_8_2030 45 30 34 33 33
916 15 25 high_rcp_8_2030 45 30 34 33 33
917 16 25 high_rcp_8_2030 45 30 34 33 33
918 17 25 high_rcp_8_2030 45 30 34 33 33
919 18 25 high_rcp_8_2030 45 30 34 33 33
920 19 25 high_rcp_8_2030 45 30 34 33 33
921 20 25 high_rcp_8_2030 45 30 34 33 33
922 21 25 high_rcp_8_2030 45 30 34 33 33
923 22 25 high_rcp_8_2030 45 30 34 33 33
924 23 25 high_rcp_8_2030 45 30 34 33 33
925 24 25 high_rcp_8_2030 55 30 34 33 33
926 25 25 high_rcp_8_2030 55 30 34 33 33
927 26 25 high_rcp_8_2030 55 30 34 33 33
928 27 25 high_rcp_8_2030 55 30 34 33 33
929 28 25 high_rcp_8_2030 55 30 34 33 33
930 29 25 high_rcp_8_2030 55 30 34 33 33
931 30 25 high_rcp_8_2030 55 30 34 33 33
932 31 25 high_rcp_8_2030 55 30 34 33 33
933 32 25 high_rcp_8_2030 55 30 34 33 33
934 33 25 high_rcp_8_2030 55 30 34 33 33
935 34 25 high_rcp_8_2030 55 30 34 33 33
936 35 25 high_rcp_8_2030 55 30 34 33 33
937 0 26 low_rcp_45_2070 45 30 34 33 33
938 1 26 low_rcp_45_2070 45 30 34 33 33
939 2 26 low_rcp_45_2070 45 30 34 33 33
940 3 26 low_rcp_45_2070 45 30 34 33 33
941 4 26 low_rcp_45_2070 45 30 34 33 33
942 5 26 low_rcp_45_2070 45 30 34 33 33
943 6 26 low_rcp_45_2070 45 30 34 33 33
944 7 26 low_rcp_45_2070 45 30 34 33 33
945 8 26 low_rcp_45_2070 45 30 34 33 33
946 9 26 low_rcp_45_2070 45 30 34 33 33
947 10 26 low_rcp_45_2070 45 30 34 33 33
948 11 26 low_rcp_45_2070 45 30 34 33 33
949 12 26 low_rcp_45_2070 55 30 34 33 33
950 13 26 low_rcp_45_2070 55 30 34 33 33
951 14 26 low_rcp_45_2070 55 30 34 33 33
952 15 26 low_rcp_45_2070 55 30 34 33 33
953 16 26 low_rcp_45_2070 55 30 34 33 33
954 17 26 low_rcp_45_2070 55 30 34 33 33
955 18 26 low_rcp_45_2070 55 30 34 33 33
956 19 26 low_rcp_45_2070 55 30 34 33 33
957 20 26 low_rcp_45_2070 55 30 34 33 33
958 21 26 low_rcp_45_2070 55 30 34 33 33
959 22 26 low_rcp_45_2070 55 30 34 33 33
960 23 26 low_rcp_45_2070 55 30 34 33 33
961 24 26 mid_rcp_45_2070 45 30 34 33 33
962 25 26 mid_rcp_45_2070 45 30 34 33 33
963 26 26 mid_rcp_45_2070 45 30 34 33 33
964 27 26 mid_rcp_45_2070 45 30 34 33 33
965 28 26 mid_rcp_45_2070 45 30 34 33 33
966 29 26 mid_rcp_45_2070 45 30 34 33 33
967 30 26 mid_rcp_45_2070 45 30 34 33 33
968 31 26 mid_rcp_45_2070 45 30 34 33 33
969 32 26 mid_rcp_45_2070 45 30 34 33 33
970 33 26 mid_rcp_45_2070 45 30 34 33 33
971 34 26 mid_rcp_45_2070 45 30 34 33 33
972 35 26 mid_rcp_45_2070 45 30 34 33 33
973 0 27 mid_rcp_45_2070 55 30 34 33 33
974 1 27 mid_rcp_45_2070 55 30 34 33 33
975 2 27 mid_rcp_45_2070 55 30 34 33 33
976 3 27 mid_rcp_45_2070 55 30 34 33 33
977 4 27 mid_rcp_45_2070 55 30 34 33 33
978 5 27 mid_rcp_45_2070 55 30 34 33 33
979 6 27 mid_rcp_45_2070 55 30 34 33 33
980 7 27 mid_rcp_45_2070 55 30 34 33 33
981 8 27 mid_rcp_45_2070 55 30 34 33 33
982 9 27 mid_rcp_45_2070 55 30 34 33 33
983 10 27 mid_rcp_45_2070 55 30 34 33 33
984 11 27 mid_rcp_45_2070 55 30 34 33 33
985 12 27 high_rcp_45_2070 45 30 34 33 33
986 13 27 high_rcp_45_2070 45 30 34 33 33
987 14 27 high_rcp_45_2070 45 30 34 33 33
988 15 27 high_rcp_45_2070 45 30 34 33 33
989 16 27 high_rcp_45_2070 45 30 34 33 33
990 17 27 high_rcp_45_2070 45 30 34 33 33
991 18 27 high_rcp_45_2070 45 30 34 33 33
992 19 27 high_rcp_45_2070 45 30 34 33 33
993 20 27 high_rcp_45_2070 45 30 34 33 33
994 21 27 high_rcp_45_2070 45 30 34 33 33
995 22 27 high_rcp_45_2070 45 30 34 33 33
996 23 27 high_rcp_45_2070 45 30 34 33 33
997 24 27 high_rcp_45_2070 55 30 34 33 33
998 25 27 high_rcp_45_2070 55 30 34 33 33
999 26 27 high_rcp_45_2070 55 30 34 33 33
1000 27 27 high_rcp_45_2070 55 30 34 33 33
1001 28 27 high_rcp_45_2070 55 30 34 33 33
1002 29 27 high_rcp_45_2070 55 30 34 33 33
1003 30 27 high_rcp_45_2070 55 30 34 33 33
1004 31 27 high_rcp_45_2070 55 30 34 33 33
1005 32 27 high_rcp_45_2070 55 30 34 33 33
1006 33 27 high_rcp_45_2070 55 30 34 33 33
1007 34 27 high_rcp_45_2070 55 30 34 33 33
1008 35 27 high_rcp_45_2070 55 30 34 33 33
1009 0 28 low_rcp_8_2070 45 30 34 33 33
1010 1 28 low_rcp_8_2070 45 30 34 33 33
1011 2 28 low_rcp_8_2070 45 30 34 33 33
1012 3 28 low_rcp_8_2070 45 30 34 33 33
1013 4 28 low_rcp_8_2070 45 30 34 33 33
1014 5 28 low_rcp_8_2070 45 30 34 33 33
1015 6 28 low_rcp_8_2070 45 30 34 33 33
1016 7 28 low_rcp_8_2070 45 30 34 33 33
1017 8 28 low_rcp_8_2070 45 30 34 33 33
1018 9 28 low_rcp_8_2070 45 30 34 33 33
1019 10 28 low_rcp_8_2070 45 30 34 33 33
1020 11 28 low_rcp_8_2070 45 30 34 33 33
1021 12 28 low_rcp_8_2070 55 30 34 33 33
1022 13 28 low_rcp_8_2070 55 30 34 33 33
1023 14 28 low_rcp_8_2070 55 30 34 33 33
1024 15 28 low_rcp_8_2070 55 30 34 33 33
1025 16 28 low_rcp_8_2070 55 30 34 33 33
1026 17 28 low_rcp_8_2070 55 30 34 33 33
1027 18 28 low_rcp_8_2070 55 30 34 33 33
1028 19 28 low_rcp_8_2070 55 30 34 33 33
1029 20 28 low_rcp_8_2070 55 30 34 33 33
1030 21 28 low_rcp_8_2070 55 30 34 33 33
1031 22 28 low_rcp_8_2070 55 30 34 33 33
1032 23 28 low_rcp_8_2070 55 30 34 33 33
1033 24 28 mid_rcp_8_2070 45 30 34 33 33
1034 25 28 mid_rcp_8_2070 45 30 34 33 33
1035 26 28 mid_rcp_8_2070 45 30 34 33 33
1036 27 28 mid_rcp_8_2070 45 30 34 33 33
1037 28 28 mid_rcp_8_2070 45 30 34 33 33
1038 29 28 mid_rcp_8_2070 45 30 34 33 33
1039 30 28 mid_rcp_8_2070 45 30 34 33 33
1040 31 28 mid_rcp_8_2070 45 30 34 33 33
1041 32 28 mid_rcp_8_2070 45 30 34 33 33
1042 33 28 mid_rcp_8_2070 45 30 34 33 33
1043 34 28 mid_rcp_8_2070 45 30 34 33 33
1044 35 28 mid_rcp_8_2070 45 30 34 33 33
1045 0 29 mid_rcp_8_2070 55 30 34 33 33
1046 1 29 mid_rcp_8_2070 55 30 34 33 33
1047 2 29 mid_rcp_8_2070 55 30 34 33 33
1048 3 29 mid_rcp_8_2070 55 30 34 33 33
1049 4 29 mid_rcp_8_2070 55 30 34 33 33
1050 5 29 mid_rcp_8_2070 55 30 34 33 33
1051 6 29 mid_rcp_8_2070 55 30 34 33 33
1052 7 29 mid_rcp_8_2070 55 30 34 33 33
1053 8 29 mid_rcp_8_2070 55 30 34 33 33
1054 9 29 mid_rcp_8_2070 55 30 34 33 33
1055 10 29 mid_rcp_8_2070 55 30 34 33 33
1056 11 29 mid_rcp_8_2070 55 30 34 33 33
1057 12 29 high_rcp_8_2070 45 30 34 33 33
1058 13 29 high_rcp_8_2070 45 30 34 33 33
1059 14 29 high_rcp_8_2070 45 30 34 33 33
1060 15 29 high_rcp_8_2070 45 30 34 33 33
