rid,Stand_ID,model climate name,soil,stand_age,distance,species
336,LP_S_MID_E_2070_L_24,mid_8_2070,andesite,100,1000,LPS
337,LP_S_HIGH_E_2070_L_1,high_8_2070,rhyolite,10,50,LPS
338,LP_S_HIGH_E_2070_L_2,high_8_2070,rhyolite,10,500,LPS
339,LP_S_HIGH_E_2070_L_3,high_8_2070,rhyolite,10,1000,LPS
340,LP_S_HIGH_E_2070_L_4,high_8_2070,rhyolite,20,50,LPS
341,LP_S_HIGH_E_2070_L_5,high_8_2070,rhyolite,20,500,LPS
342,LP_S_HIGH_E_2070_L_6,high_8_2070,rhyolite,20,1000,LPS
343,LP_S_HIGH_E_2070_L_7,high_8_2070,rhyolite,50,50,LPS
344,LP_S_HIGH_E_2070_L_8,high_8_2070,rhyolite,50,500,LPS
345,LP_S_HIGH_E_2070_L_9,high_8_2070,rhyolite,50,1000,LPS
346,LP_S_HIGH_E_2070_L_10,high_8_2070,rhyolite,100,50,LPS
347,LP_S_HIGH_E_2070_L_11,high_8_2070,rhyolite,100,500,LPS
348,LP_S_HIGH_E_2070_L_12,high_8_2070,rhyolite,100,1000,LPS
349,LP_S_HIGH_E_2070_L_13,high_8_2070,andesite,10,50,LPS
350,LP_S_HIGH_E_2070_L_14,high_8_2070,andesite,10,500,LPS
351,LP_S_HIGH_E_2070_L_15,high_8_2070,andesite,10,1000,LPS
352,LP_S_HIGH_E_2070_L_16,high_8_2070,andesite,20,50,LPS
353,LP_S_HIGH_E_2070_L_17,high_8_2070,andesite,20,500,LPS
354,LP_S_HIGH_E_2070_L_18,high_8_2070,andesite,20,1000,LPS
355,LP_S_HIGH_E_2070_L_19,high_8_2070,andesite,50,50,LPS
356,LP_S_HIGH_E_2070_L_20,high_8_2070,andesite,50,500,LPS
357,LP_S_HIGH_E_2070_L_21,high_8_2070,andesite,50,1000,LPS
358,LP_S_HIGH_E_2070_L_22,high_8_2070,andesite,100,50,LPS
359,LP_S_HIGH_E_2070_L_23,high_8_2070,andesite,100,500,LPS
360,LP_S_HIGH_E_2070_L_24,high_8_2070,andesite,100,1000,LPS
361,LP_NS_LOW_E_HIST_1,low_0_hist,rhyolite,10,50,LP
362,LP_NS_LOW_E_HIST_2,low_0_hist,rhyolite,10,500,LP
363,LP_NS_LOW_E_HIST_3,low_0_hist,rhyolite,10,1000,LP
364,LP_NS_LOW_E_HIST_4,low_0_hist,rhyolite,20,50,LP
365,LP_NS_LOW_E_HIST_5,low_0_hist,rhyolite,20,500,LP
366,LP_NS_LOW_E_HIST_6,low_0_hist,rhyolite,20,1000,LP
367,LP_NS_LOW_E_HIST_7,low_0_hist,rhyolite,50,50,LP
368,LP_NS_LOW_E_HIST_8,low_0_hist,rhyolite,50,500,LP
369,LP_NS_LOW_E_HIST_9,low_0_hist,rhyolite,50,1000,LP
370,LP_NS_LOW_E_HIST_10,low_0_hist,rhyolite,100,50,LP
371,LP_NS_LOW_E_HIST_11,low_0_hist,rhyolite,100,500,LP
372,LP_NS_LOW_E_HIST_12,low_0_hist,rhyolite,100,1000,LP
373,LP_NS_LOW_E_HIST_13,low_0_hist,andesite,10,50,LP
374,LP_NS_LOW_E_HIST_14,low_0_hist,andesite,10,500,LP
375,LP_NS_LOW_E_HIST_15,low_0_hist,andesite,10,1000,LP
376,LP_NS_LOW_E_HIST_16,low_0_hist,andesite,20,50,LP
377,LP_NS_LOW_E_HIST_17,low_0_hist,andesite,20,500,LP
378,LP_NS_LOW_E_HIST_18,low_0_hist,andesite,20,1000,LP
379,LP_NS_LOW_E_HIST_19,low_0_hist,andesite,50,50,LP
380,LP_NS_LOW_E_HIST_20,low_0_hist,andesite,50,500,LP
381,LP_NS_LOW_E_HIST_21,low_0_hist,andesite,50,1000,LP
382,LP_NS_LOW_E_HIST_22,low_0_hist,andesite,100,50,LP
383,LP_NS_LOW_E_HIST_23,low_0_hist,andesite,100,500,LP
384,LP_NS_LOW_E_HIST_24,low_0_hist,andesite,100,1000,LP
385,LP_NS_MID_E_HIST_1,med_0_hist,rhyolite,10,50,LP
386,LP_NS_MID_E_HIST_2,med_0_hist,rhyolite,10,500,LP
387,LP_NS_MID_E_HIST_3,med_0_hist,rhyolite,10,1000,LP
388,LP_NS_MID_E_HIST_4,med_0_hist,rhyolite,20,50,LP
389,LP_NS_MID_E_HIST_5,med_0_hist,rhyolite,20,500,LP
390,LP_NS_MID_E_HIST_6,med_0_hist,rhyolite,20,1000,LP
391,LP_NS_MID_E_HIST_7,med_0_hist,rhyolite,50,50,LP
392,LP_NS_MID_E_HIST_8,med_0_hist,rhyolite,50,500,LP
393,LP_NS_MID_E_HIST_9,med_0_hist,rhyolite,50,1000,LP
394,LP_NS_MID_E_HIST_10,med_0_hist,rhyolite,100,50,LP
395,LP_NS_MID_E_HIST_11,med_0_hist,rhyolite,100,500,LP
396,LP_NS_MID_E_HIST_12,med_0_hist,rhyolite,100,1000,LP
397,LP_NS_MID_E_HIST_13,med_0_hist,andesite,10,50,LP
398,LP_NS_MID_E_HIST_14,med_0_hist,andesite,10,500,LP
399,LP_NS_MID_E_HIST_15,med_0_hist,andesite,10,1000,LP
400,LP_NS_MID_E_HIST_16,med_0_hist,andesite,20,50,LP
401,LP_NS_MID_E_HIST_17,med_0_hist,andesite,20,500,LP
402,LP_NS_MID_E_HIST_18,med_0_hist,andesite,20,1000,LP
403,LP_NS_MID_E_HIST_19,med_0_hist,andesite,50,50,LP
404,LP_NS_MID_E_HIST_20,med_0_hist,andesite,50,500,LP
405,LP_NS_MID_E_HIST_21,med_0_hist,andesite,50,1000,LP
406,LP_NS_MID_E_HIST_22,med_0_hist,andesite,100,50,LP
407,LP_NS_MID_E_HIST_23,med_0_hist,andesite,100,500,LP
408,LP_NS_MID_E_HIST_24,med_0_hist,andesite,100,1000,LP
409,LP_NS_HIGH_E_HIST_1,high_0_hist,rhyolite,10,50,LP
410,LP_NS_HIGH_E_HIST_2,high_0_hist,rhyolite,10,500,LP
411,LP_NS_HIGH_E_HIST_3,high_0_hist,rhyolite,10,1000,LP
412,LP_NS_HIGH_E_HIST_4,high_0_hist,rhyolite,20,50,LP
413,LP_NS_HIGH_E_HIST_5,high_0_hist,rhyolite,20,500,LP
414,LP_NS_HIGH_E_HIST_6,high_0_hist,rhyolite,20,1000,LP
415,LP_NS_HIGH_E_HIST_7,high_0_hist,rhyolite,50,50,LP
416,LP_NS_HIGH_E_HIST_8,high_0_hist,rhyolite,50,500,LP
417,LP_NS_HIGH_E_HIST_9,high_0_hist,rhyolite,50,1000,LP
418,LP_NS_HIGH_E_HIST_10,high_0_hist,rhyolite,100,50,LP
419,LP_NS_HIGH_E_HIST_11,high_0_hist,rhyolite,100,500,LP
420,LP_NS_HIGH_E_HIST_12,high_0_hist,rhyolite,100,1000,LP
421,LP_NS_HIGH_E_HIST_13,high_0_hist,andesite,10,50,LP
422,LP_NS_HIGH_E_HIST_14,high_0_hist,andesite,10,500,LP
423,LP_NS_HIGH_E_HIST_15,high_0_hist,andesite,10,1000,LP
424,LP_NS_HIGH_E_HIST_16,high_0_hist,andesite,20,50,LP
425,LP_NS_HIGH_E_HIST_17,high_0_hist,andesite,20,500,LP
426,LP_NS_HIGH_E_HIST_18,high_0_hist,andesite,20,1000,LP
427,LP_NS_HIGH_E_HIST_19,high_0_hist,andesite,50,50,LP
428,LP_NS_HIGH_E_HIST_20,high_0_hist,andesite,50,500,LP
429,LP_NS_HIGH_E_HIST_21,high_0_hist,andesite,50,1000,LP
430,LP_NS_HIGH_E_HIST_22,high_0_hist,andesite,100,50,LP
431,LP_NS_HIGH_E_HIST_23,high_0_hist,andesite,100,500,LP
432,LP_NS_HIGH_E_HIST_24,high_0_hist,andesite,100,1000,LP
433,LP_NS_LOW_E_2030_H_1,low_4.5_2030,rhyolite,10,50,LP
434,LP_NS_LOW_E_2030_H_2,low_4.5_2030,rhyolite,10,500,LP
435,LP_NS_LOW_E_2030_H_3,low_4.5_2030,rhyolite,10,1000,LP
436,LP_NS_LOW_E_2030_H_4,low_4.5_2030,rhyolite,20,50,LP
437,LP_NS_LOW_E_2030_H_5,low_4.5_2030,rhyolite,20,500,LP
438,LP_NS_LOW_E_2030_H_6,low_4.5_2030,rhyolite,20,1000,LP
439,LP_NS_LOW_E_2030_H_7,low_4.5_2030,rhyolite,50,50,LP
440,LP_NS_LOW_E_2030_H_8,low_4.5_2030,rhyolite,50,500,LP
441,LP_NS_LOW_E_2030_H_9,low_4.5_2030,rhyolite,50,1000,LP
442,LP_NS_LOW_E_2030_H_10,low_4.5_2030,rhyolite,100,50,LP
443,LP_NS_LOW_E_2030_H_11,low_4.5_2030,rhyolite,100,500,LP
444,LP_NS_LOW_E_2030_H_12,low_4.5_2030,rhyolite,100,1000,LP
445,LP_NS_LOW_E_2030_H_13,low_4.5_2030,andesite,10,50,LP
446,LP_NS_LOW_E_2030_H_14,low_4.5_2030,andesite,10,500,LP
447,LP_NS_LOW_E_2030_H_15,low_4.5_2030,andesite,10,1000,LP
448,LP_NS_LOW_E_2030_H_16,low_4.5_2030,andesite,20,50,LP
449,LP_NS_LOW_E_2030_H_17,low_4.5_2030,andesite,20,500,LP
450,LP_NS_LOW_E_2030_H_18,low_4.5_2030,andesite,20,1000,LP
451,LP_NS_LOW_E_2030_H_19,low_4.5_2030,andesite,50,50,LP
452,LP_NS_LOW_E_2030_H_20,low_4.5_2030,andesite,50,500,LP
453,LP_NS_LOW_E_2030_H_21,low_4.5_2030,andesite,50,1000,LP
454,LP_NS_LOW_E_2030_H_22,low_4.5_2030,andesite,100,50,LP
455,LP_NS_LOW_E_2030_H_23,low_4.5_2030,andesite,100,500,LP
456,LP_NS_LOW_E_2030_H_24,low_4.5_2030,andesite,100,1000,LP
457,LP_NS_MID_E_2030_H_1,mid_4.5_2030,rhyolite,10,50,LP
458,LP_NS_MID_E_2030_H_2,mid_4.5_2030,rhyolite,10,500,LP
459,LP_NS_MID_E_2030_H_3,mid_4.5_2030,rhyolite,10,1000,LP
460,LP_NS_MID_E_2030_H_4,mid_4.5_2030,rhyolite,20,50,LP
461,LP_NS_MID_E_2030_H_5,mid_4.5_2030,rhyolite,20,500,LP
462,LP_NS_MID_E_2030_H_6,mid_4.5_2030,rhyolite,20,1000,LP
463,LP_NS_MID_E_2030_H_7,mid_4.5_2030,rhyolite,50,50,LP
464,LP_NS_MID_E_2030_H_8,mid_4.5_2030,rhyolite,50,500,LP
465,LP_NS_MID_E_2030_H_9,mid_4.5_2030,rhyolite,50,1000,LP
466,LP_NS_MID_E_2030_H_10,mid_4.5_2030,rhyolite,100,50,LP
467,LP_NS_MID_E_2030_H_11,mid_4.5_2030,rhyolite,100,500,LP
468,LP_NS_MID_E_2030_H_12,mid_4.5_2030,rhyolite,100,1000,LP
469,LP_NS_MID_E_2030_H_13,mid_4.5_2030,andesite,10,50,LP
470,LP_NS_MID_E_2030_H_14,mid_4.5_2030,andesite,10,500,LP
471,LP_NS_MID_E_2030_H_15,mid_4.5_2030,andesite,10,1000,LP
472,LP_NS_MID_E_2030_H_16,mid_4.5_2030,andesite,20,50,LP
473,LP_NS_MID_E_2030_H_17,mid_4.5_2030,andesite,20,500,LP
474,LP_NS_MID_E_2030_H_18,mid_4.5_2030,andesite,20,1000,LP
475,LP_NS_MID_E_2030_H_19,mid_4.5_2030,andesite,50,50,LP
476,LP_NS_MID_E_2030_H_20,mid_4.5_2030,andesite,50,500,LP
477,LP_NS_MID_E_2030_H_21,mid_4.5_2030,andesite,50,1000,LP
478,LP_NS_MID_E_2030_H_22,mid_4.5_2030,andesite,100,50,LP
479,LP_NS_MID_E_2030_H_23,mid_4.5_2030,andesite,100,500,LP
480,LP_NS_MID_E_2030_H_24,mid_4.5_2030,andesite,100,1000,LP
481,LP_NS_HIGH_E_2030_H_1,high_4.5_2030,rhyolite,10,50,LP
482,LP_NS_HIGH_E_2030_H_2,high_4.5_2030,rhyolite,10,500,LP
483,LP_NS_HIGH_E_2030_H_3,high_4.5_2030,rhyolite,10,1000,LP
484,LP_NS_HIGH_E_2030_H_4,high_4.5_2030,rhyolite,20,50,LP
485,LP_NS_HIGH_E_2030_H_5,high_4.5_2030,rhyolite,20,500,LP
486,LP_NS_HIGH_E_2030_H_6,high_4.5_2030,rhyolite,20,1000,LP
487,LP_NS_HIGH_E_2030_H_7,high_4.5_2030,rhyolite,50,50,LP
488,LP_NS_HIGH_E_2030_H_8,high_4.5_2030,rhyolite,50,500,LP
489,LP_NS_HIGH_E_2030_H_9,high_4.5_2030,rhyolite,50,1000,LP
490,LP_NS_HIGH_E_2030_H_10,high_4.5_2030,rhyolite,100,50,LP
491,LP_NS_HIGH_E_2030_H_11,high_4.5_2030,rhyolite,100,500,LP
492,LP_NS_HIGH_E_2030_H_12,high_4.5_2030,rhyolite,100,1000,LP
493,LP_NS_HIGH_E_2030_H_13,high_4.5_2030,andesite,10,50,LP
494,LP_NS_HIGH_E_2030_H_14,high_4.5_2030,andesite,10,500,LP
495,LP_NS_HIGH_E_2030_H_15,high_4.5_2030,andesite,10,1000,LP
496,LP_NS_HIGH_E_2030_H_16,high_4.5_2030,andesite,20,50,LP
497,LP_NS_HIGH_E_2030_H_17,high_4.5_2030,andesite,20,500,LP
498,LP_NS_HIGH_E_2030_H_18,high_4.5_2030,andesite,20,1000,LP
499,LP_NS_HIGH_E_2030_H_19,high_4.5_2030,andesite,50,50,LP
500,LP_NS_HIGH_E_2030_H_20,high_4.5_2030,andesite,50,500,LP
501,LP_NS_HIGH_E_2030_H_21,high_4.5_2030,andesite,50,1000,LP
502,LP_NS_HIGH_E_2030_H_22,high_4.5_2030,andesite,100,50,LP
503,LP_NS_HIGH_E_2030_H_23,high_4.5_2030,andesite,100,500,LP
504,LP_NS_HIGH_E_2030_H_24,high_4.5_2030,andesite,100,1000,LP
505,LP_NS_LOW_E_2030_L_1,low_8_2030,rhyolite,10,50,LP
506,LP_NS_LOW_E_2030_L_2,low_8_2030,rhyolite,10,500,LP
507,LP_NS_LOW_E_2030_L_3,low_8_2030,rhyolite,10,1000,LP
508,LP_NS_LOW_E_2030_L_4,low_8_2030,rhyolite,20,50,LP
509,LP_NS_LOW_E_2030_L_5,low_8_2030,rhyolite,20,500,LP
510,LP_NS_LOW_E_2030_L_6,low_8_2030,rhyolite,20,1000,LP
511,LP_NS_LOW_E_2030_L_7,low_8_2030,rhyolite,50,50,LP
512,LP_NS_LOW_E_2030_L_8,low_8_2030,rhyolite,50,500,LP
513,LP_NS_LOW_E_2030_L_9,low_8_2030,rhyolite,50,1000,LP
514,LP_NS_LOW_E_2030_L_10,low_8_2030,rhyolite,100,50,LP
515,LP_NS_LOW_E_2030_L_11,low_8_2030,rhyolite,100,500,LP
516,LP_NS_LOW_E_2030_L_12,low_8_2030,rhyolite,100,1000,LP
517,LP_NS_LOW_E_2030_L_13,low_8_2030,andesite,10,50,LP
518,LP_NS_LOW_E_2030_L_14,low_8_2030,andesite,10,500,LP
519,LP_NS_LOW_E_2030_L_15,low_8_2030,andesite,10,1000,LP
520,LP_NS_LOW_E_2030_L_16,low_8_2030,andesite,20,50,LP
521,LP_NS_LOW_E_2030_L_17,low_8_2030,andesite,20,500,LP
522,LP_NS_LOW_E_2030_L_18,low_8_2030,andesite,20,1000,LP
523,LP_NS_LOW_E_2030_L_19,low_8_2030,andesite,50,50,LP
524,LP_NS_LOW_E_2030_L_20,low_8_2030,andesite,50,500,LP
525,LP_NS_LOW_E_2030_L_21,low_8_2030,andesite,50,1000,LP
526,LP_NS_LOW_E_2030_L_22,low_8_2030,andesite,100,50,LP
527,LP_NS_LOW_E_2030_L_23,low_8_2030,andesite,100,500,LP
528,LP_NS_LOW_E_2030_L_24,low_8_2030,andesite,100,1000,LP
529,LP_NS_MID_E_2030_L_1,mid_8_2030,rhyolite,10,50,LP
530,LP_NS_MID_E_2030_L_2,mid_8_2030,rhyolite,10,500,LP
531,LP_NS_MID_E_2030_L_3,mid_8_2030,rhyolite,10,1000,LP
532,LP_NS_MID_E_2030_L_4,mid_8_2030,rhyolite,20,50,LP
533,LP_NS_MID_E_2030_L_5,mid_8_2030,rhyolite,20,500,LP
534,LP_NS_MID_E_2030_L_6,mid_8_2030,rhyolite,20,1000,LP
535,LP_NS_MID_E_2030_L_7,mid_8_2030,rhyolite,50,50,LP
536,LP_NS_MID_E_2030_L_8,mid_8_2030,rhyolite,50,500,LP
537,LP_NS_MID_E_2030_L_9,mid_8_2030,rhyolite,50,1000,LP
538,LP_NS_MID_E_2030_L_10,mid_8_2030,rhyolite,100,50,LP
539,LP_NS_MID_E_2030_L_11,mid_8_2030,rhyolite,100,500,LP
540,LP_NS_MID_E_2030_L_12,mid_8_2030,rhyolite,100,1000,LP
541,LP_NS_MID_E_2030_L_13,mid_8_2030,andesite,10,50,LP
542,LP_NS_MID_E_2030_L_14,mid_8_2030,andesite,10,500,LP
543,LP_NS_MID_E_2030_L_15,mid_8_2030,andesite,10,1000,LP
544,LP_NS_MID_E_2030_L_16,mid_8_2030,andesite,20,50,LP
545,LP_NS_MID_E_2030_L_17,mid_8_2030,andesite,20,500,LP
546,LP_NS_MID_E_2030_L_18,mid_8_2030,andesite,20,1000,LP
547,LP_NS_MID_E_2030_L_19,mid_8_2030,andesite,50,50,LP
548,LP_NS_MID_E_2030_L_20,mid_8_2030,andesite,50,500,LP
549,LP_NS_MID_E_2030_L_21,mid_8_2030,andesite,50,1000,LP
550,LP_NS_MID_E_2030_L_22,mid_8_2030,andesite,100,50,LP
551,LP_NS_MID_E_2030_L_23,mid_8_2030,andesite,100,500,LP
552,LP_NS_MID_E_2030_L_24,mid_8_2030,andesite,100,1000,LP
553,LP_NS_HIGH_E_2030_L_1,high_8_2030,rhyolite,10,50,LP
554,LP_NS_HIGH_E_2030_L_2,high_8_2030,rhyolite,10,500,LP
555,LP_NS_HIGH_E_2030_L_3,high_8_2030,rhyolite,10,1000,LP
556,LP_NS_HIGH_E_2030_L_4,high_8_2030,rhyolite,20,50,LP
557,LP_NS_HIGH_E_2030_L_5,high_8_2030,rhyolite,20,500,LP
558,LP_NS_HIGH_E_2030_L_6,high_8_2030,rhyolite,20,1000,LP
559,LP_NS_HIGH_E_2030_L_7,high_8_2030,rhyolite,50,50,LP
560,LP_NS_HIGH_E_2030_L_8,high_8_2030,rhyolite,50,500,LP
561,LP_NS_HIGH_E_2030_L_9,high_8_2030,rhyolite,50,1000,LP
562,LP_NS_HIGH_E_2030_L_10,high_8_2030,rhyolite,100,50,LP
563,LP_NS_HIGH_E_2030_L_11,high_8_2030,rhyolite,100,500,LP
564,LP_NS_HIGH_E_2030_L_12,high_8_2030,rhyolite,100,1000,LP
565,LP_NS_HIGH_E_2030_L_13,high_8_2030,andesite,10,50,LP
566,LP_NS_HIGH_E_2030_L_14,high_8_2030,andesite,10,500,LP
567,LP_NS_HIGH_E_2030_L_15,high_8_2030,andesite,10,1000,LP
568,LP_NS_HIGH_E_2030_L_16,high_8_2030,andesite,20,50,LP
569,LP_NS_HIGH_E_2030_L_17,high_8_2030,andesite,20,500,LP
570,LP_NS_HIGH_E_2030_L_18,high_8_2030,andesite,20,1000,LP
571,LP_NS_HIGH_E_2030_L_19,high_8_2030,andesite,50,50,LP
572,LP_NS_HIGH_E_2030_L_20,high_8_2030,andesite,50,500,LP
573,LP_NS_HIGH_E_2030_L_21,high_8_2030,andesite,50,1000,LP
574,LP_NS_HIGH_E_2030_L_22,high_8_2030,andesite,100,50,LP
575,LP_NS_HIGH_E_2030_L_23,high_8_2030,andesite,100,500,LP
576,LP_NS_HIGH_E_2030_L_24,high_8_2030,andesite,100,1000,LP
577,LP_NS_LOW_E_2070_H_1,low_4.5_2070,rhyolite,10,50,LP
578,LP_NS_LOW_E_2070_H_2,low_4.5_2070,rhyolite,10,500,LP
579,LP_NS_LOW_E_2070_H_3,low_4.5_2070,rhyolite,10,1000,LP
580,LP_NS_LOW_E_2070_H_4,low_4.5_2070,rhyolite,20,50,LP
581,LP_NS_LOW_E_2070_H_5,low_4.5_2070,rhyolite,20,500,LP
582,LP_NS_LOW_E_2070_H_6,low_4.5_2070,rhyolite,20,1000,LP
583,LP_NS_LOW_E_2070_H_7,low_4.5_2070,rhyolite,50,50,LP
584,LP_NS_LOW_E_2070_H_8,low_4.5_2070,rhyolite,50,500,LP
585,LP_NS_LOW_E_2070_H_9,low_4.5_2070,rhyolite,50,1000,LP
586,LP_NS_LOW_E_2070_H_10,low_4.5_2070,rhyolite,100,50,LP
587,LP_NS_LOW_E_2070_H_11,low_4.5_2070,rhyolite,100,500,LP
588,LP_NS_LOW_E_2070_H_12,low_4.5_2070,rhyolite,100,1000,LP
589,LP_NS_LOW_E_2070_H_13,low_4.5_2070,andesite,10,50,LP
590,LP_NS_LOW_E_2070_H_14,low_4.5_2070,andesite,10,500,LP
591,LP_NS_LOW_E_2070_H_15,low_4.5_2070,andesite,10,1000,LP
592,LP_NS_LOW_E_2070_H_16,low_4.5_2070,andesite,20,50,LP
593,LP_NS_LOW_E_2070_H_17,low_4.5_2070,andesite,20,500,LP
594,LP_NS_LOW_E_2070_H_18,low_4.5_2070,andesite,20,1000,LP
595,LP_NS_LOW_E_2070_H_19,low_4.5_2070,andesite,50,50,LP
596,LP_NS_LOW_E_2070_H_20,low_4.5_2070,andesite,50,500,LP
597,LP_NS_LOW_E_2070_H_21,low_4.5_2070,andesite,50,1000,LP
598,LP_NS_LOW_E_2070_H_22,low_4.5_2070,andesite,100,50,LP
599,LP_NS_LOW_E_2070_H_23,low_4.5_2070,andesite,100,500,LP
600,LP_NS_LOW_E_2070_H_24,low_4.5_2070,andesite,100,1000,LP
601,LP_NS_MID_E_2070_H_1,mid_4.5_2070,rhyolite,10,50,LP
602,LP_NS_MID_E_2070_H_2,mid_4.5_2070,rhyolite,10,500,LP
603,LP_NS_MID_E_2070_H_3,mid_4.5_2070,rhyolite,10,1000,LP
604,LP_NS_MID_E_2070_H_4,mid_4.5_2070,rhyolite,20,50,LP
605,LP_NS_MID_E_2070_H_5,mid_4.5_2070,rhyolite,20,500,LP
606,LP_NS_MID_E_2070_H_6,mid_4.5_2070,rhyolite,20,1000,LP
607,LP_NS_MID_E_2070_H_7,mid_4.5_2070,rhyolite,50,50,LP
608,LP_NS_MID_E_2070_H_8,mid_4.5_2070,rhyolite,50,500,LP
609,LP_NS_MID_E_2070_H_9,mid_4.5_2070,rhyolite,50,1000,LP
610,LP_NS_MID_E_2070_H_10,mid_4.5_2070,rhyolite,100,50,LP
611,LP_NS_MID_E_2070_H_11,mid_4.5_2070,rhyolite,100,500,LP
612,LP_NS_MID_E_2070_H_12,mid_4.5_2070,rhyolite,100,1000,LP
613,LP_NS_MID_E_2070_H_13,mid_4.5_2070,andesite,10,50,LP
614,LP_NS_MID_E_2070_H_14,mid_4.5_2070,andesite,10,500,LP
615,LP_NS_MID_E_2070_H_15,mid_4.5_2070,andesite,10,1000,LP
616,LP_NS_MID_E_2070_H_16,mid_4.5_2070,andesite,20,50,LP
617,LP_NS_MID_E_2070_H_17,mid_4.5_2070,andesite,20,500,LP
618,LP_NS_MID_E_2070_H_18,mid_4.5_2070,andesite,20,1000,LP
619,LP_NS_MID_E_2070_H_19,mid_4.5_2070,andesite,50,50,LP
620,LP_NS_MID_E_2070_H_20,mid_4.5_2070,andesite,50,500,LP
621,LP_NS_MID_E_2070_H_21,mid_4.5_2070,andesite,50,1000,LP
622,LP_NS_MID_E_2070_H_22,mid_4.5_2070,andesite,100,50,LP
623,LP_NS_MID_E_2070_H_23,mid_4.5_2070,andesite,100,500,LP
624,LP_NS_MID_E_2070_H_24,mid_4.5_2070,andesite,100,1000,LP
625,LP_NS_HIGH_E_2070_H_1,high_4.5_2070,rhyolite,10,50,LP
626,LP_NS_HIGH_E_2070_H_2,high_4.5_2070,rhyolite,10,500,LP
627,LP_NS_HIGH_E_2070_H_3,high_4.5_2070,rhyolite,10,1000,LP
628,LP_NS_HIGH_E_2070_H_4,high_4.5_2070,rhyolite,20,50,LP
629,LP_NS_HIGH_E_2070_H_5,high_4.5_2070,rhyolite,20,500,LP
630,LP_NS_HIGH_E_2070_H_6,high_4.5_2070,rhyolite,20,1000,LP
631,LP_NS_HIGH_E_2070_H_7,high_4.5_2070,rhyolite,50,50,LP
632,LP_NS_HIGH_E_2070_H_8,high_4.5_2070,rhyolite,50,500,LP
633,LP_NS_HIGH_E_2070_H_9,high_4.5_2070,rhyolite,50,1000,LP
634,LP_NS_HIGH_E_2070_H_10,high_4.5_2070,rhyolite,100,50,LP
635,LP_NS_HIGH_E_2070_H_11,high_4.5_2070,rhyolite,100,500,LP
636,LP_NS_HIGH_E_2070_H_12,high_4.5_2070,rhyolite,100,1000,LP
637,LP_NS_HIGH_E_2070_H_13,high_4.5_2070,andesite,10,50,LP
638,LP_NS_HIGH_E_2070_H_14,high_4.5_2070,andesite,10,500,LP
639,LP_NS_HIGH_E_2070_H_15,high_4.5_2070,andesite,10,1000,LP
640,LP_NS_HIGH_E_2070_H_16,high_4.5_2070,andesite,20,50,LP
641,LP_NS_HIGH_E_2070_H_17,high_4.5_2070,andesite,20,500,LP
642,LP_NS_HIGH_E_2070_H_18,high_4.5_2070,andesite,20,1000,LP
643,LP_NS_HIGH_E_2070_H_19,high_4.5_2070,andesite,50,50,LP
644,LP_NS_HIGH_E_2070_H_20,high_4.5_2070,andesite,50,500,LP
645,LP_NS_HIGH_E_2070_H_21,high_4.5_2070,andesite,50,1000,LP
646,LP_NS_HIGH_E_2070_H_22,high_4.5_2070,andesite,100,50,LP
647,LP_NS_HIGH_E_2070_H_23,high_4.5_2070,andesite,100,500,LP
648,LP_NS_HIGH_E_2070_H_24,high_4.5_2070,andesite,100,1000,LP
649,LP_NS_LOW_E_2070_L_1,low_8_2070,rhyolite,10,50,LP
650,LP_NS_LOW_E_2070_L_2,low_8_2070,rhyolite,10,500,LP
651,LP_NS_LOW_E_2070_L_3,low_8_2070,rhyolite,10,1000,LP
652,LP_NS_LOW_E_2070_L_4,low_8_2070,rhyolite,20,50,LP
653,LP_NS_LOW_E_2070_L_5,low_8_2070,rhyolite,20,500,LP
654,LP_NS_LOW_E_2070_L_6,low_8_2070,rhyolite,20,1000,LP
655,LP_NS_LOW_E_2070_L_7,low_8_2070,rhyolite,50,50,LP
656,LP_NS_LOW_E_2070_L_8,low_8_2070,rhyolite,50,500,LP
657,LP_NS_LOW_E_2070_L_9,low_8_2070,rhyolite,50,1000,LP
658,LP_NS_LOW_E_2070_L_10,low_8_2070,rhyolite,100,50,LP
659,LP_NS_LOW_E_2070_L_11,low_8_2070,rhyolite,100,500,LP
660,LP_NS_LOW_E_2070_L_12,low_8_2070,rhyolite,100,1000,LP
661,LP_NS_LOW_E_2070_L_13,low_8_2070,andesite,10,50,LP
662,LP_NS_LOW_E_2070_L_14,low_8_2070,andesite,10,500,LP
663,LP_NS_LOW_E_2070_L_15,low_8_2070,andesite,10,1000,LP
664,LP_NS_LOW_E_2070_L_16,low_8_2070,andesite,20,50,LP
665,LP_NS_LOW_E_2070_L_17,low_8_2070,andesite,20,500,LP
666,LP_NS_LOW_E_2070_L_18,low_8_2070,andesite,20,1000,LP
667,LP_NS_LOW_E_2070_L_19,low_8_2070,andesite,50,50,LP
668,LP_NS_LOW_E_2070_L_20,low_8_2070,andesite,50,500,LP
669,LP_NS_LOW_E_2070_L_21,low_8_2070,andesite,50,1000,LP
670,LP_NS_LOW_E_2070_L_22,low_8_2070,andesite,100,50,LP
671,LP_NS_LOW_E_2070_L_23,low_8_2070,andesite,100,500,LP
672,LP_NS_LOW_E_2070_L_24,low_8_2070,andesite,100,1000,LP
673,LP_NS_MID_E_2070_L_1,mid_8_2070,rhyolite,10,50,LP
