height,age,count
70.2,11,2880
114.9,11,2880
92.4,11,2880
88.2,11,2880
110.7,11,2880
124.9,11,2880
106.9,11,2880
132.1,11,2880
73.4,11,2880
135.7,11,2880
97.1,11,2880
113.5,11,2880
52.9,11,2880
117.0,11,2880
104.7,11,2880
70.0,11,2880
70.4,11,2880
53.4,11,2880
38.1,11,2880
77.6,11,2880
94.4,11,2880
60.8,11,2880
80.5,11,2880
65.2,11,2880
47.3,11,2880
