"rid"	"frost.short"	"frost.long"	"replicate"
"1"	1	51.3333333333333	56.1034482758621	18
"2"	5	51.3333333333333	56.1034482758621	18
"3"	9	41.6666666666667	47.6206896551724	18
"4"	13	41.6666666666667	47.6206896551724	18
"5"	17	31.3333333333333	36.9310344827586	18
"6"	21	31.3333333333333	36.9310344827586	18
"7"	25	42.3333333333333	39.9655172413793	18
"8"	29	42.3333333333333	39.9655172413793	18
"9"	33	31	32.7931034482759	18
"10"	37	31	32.7931034482759	18
"11"	41	27.6666666666667	27.8275862068966	18
"12"	45	27.6666666666667	27.8275862068966	18
"13"	49	40	36.2068965517241	18
"14"	53	40	36.2068965517241	18
"15"	57	33.3333333333333	29.448275862069	18
"16"	61	33.3333333333333	29.448275862069	18
"17"	65	25.6666666666667	24.3448275862069	18
"18"	69	25.6666666666667	24.3448275862069	18
"19"	73	31.6666666666667	31.551724137931	18
"20"	77	31.6666666666667	31.551724137931	18
"21"	81	26.3333333333333	22.6551724137931	18
"22"	85	26.3333333333333	22.6551724137931	18
"23"	89	21.6666666666667	19.5862068965517	18
"24"	93	21.6666666666667	19.5862068965517	18
"25"	97	15.3333333333333	21.4137931034483	18
"26"	101	15.3333333333333	21.4137931034483	18
"27"	105	11	17.6896551724138	18
"28"	109	11	17.6896551724138	18
"29"	113	9	14.1379310344828	18
"30"	117	9	14.1379310344828	18
"31"	2	55.3333333333333	56.6206896551724	18
"32"	6	55.3333333333333	56.6206896551724	18
"33"	10	47.3333333333333	49.448275862069	18
"34"	14	47.3333333333333	49.448275862069	18
"35"	18	34.6666666666667	37.8275862068966	18
"36"	22	34.6666666666667	37.8275862068966	18
"37"	26	38.3333333333333	39.8275862068966	18
"38"	30	38.3333333333333	39.8275862068966	18
"39"	34	29.3333333333333	33	18
"40"	38	29.3333333333333	33	18
"41"	42	25	27.551724137931	18
"42"	46	25	27.551724137931	18
"43"	50	27.3333333333333	34.2068965517241	18
"44"	54	27.3333333333333	34.2068965517241	18
"45"	58	22.3333333333333	27.5172413793103	18
"46"	62	22.3333333333333	27.5172413793103	18
"47"	66	17	23.3793103448276	18
"48"	70	17	23.3793103448276	18
"49"	74	23.6666666666667	32.1379310344828	18
"50"	78	23.6666666666667	32.1379310344828	18
"51"	82	14.6666666666667	22.7586206896552	18
"52"	86	14.6666666666667	23.5714285714286	18
"53"	90	9.66666666666667	19.1379310344828	18
"54"	94	9.66666666666667	19.1379310344828	18
"55"	98	21	22.2068965517241	18
"56"	102	21	22.2068965517241	18
"57"	106	17.6666666666667	18.8965517241379	18
"58"	110	17.6666666666667	18.8965517241379	18
"59"	114	14.3333333333333	15.3103448275862	18
"60"	118	14.3333333333333	15.3103448275862	18
"61"	3	59.3333333333333	55.0689655172414	18
"62"	7	59.3333333333333	55.0689655172414	18
"63"	11	53.6666666666667	47.125	18
"64"	15	53.6666666666667	47.3333333333333	18
"65"	19	41.6666666666667	38.1282051282051	18
"66"	23	41.6666666666667	38.219512195122	18
"67"	27	50.6666666666667	39.5862068965517	18
"68"	31	50.6666666666667	39.5862068965517	18
"69"	35	42.3333333333333	32.05	18
"70"	39	42.3333333333333	32.4047619047619	18
"71"	43	35.6666666666667	27.225	18
"72"	47	35.6666666666667	27.547619047619	18
"73"	51	37	32.7631578947368	18
"74"	55	37	32.6341463414634	18
"75"	59	32.6666666666667	26.7692307692308	18
"76"	63	32.6666666666667	26.7380952380952	18
"77"	67	24	22.6666666666667	18
"78"	71	24	22.390243902439	18
"79"	75	41	35.6206896551724	18
"80"	79	41	35.6206896551724	18
"81"	83	26.6666666666667	24.4102564102564	18
"82"	87	26.6666666666667	24.8571428571429	18
"83"	91	22.6666666666667	20.6666666666667	18
"84"	95	22.6666666666667	21.1951219512195	18
"85"	99	20.6666666666667	20	18
"86"	103	20.6666666666667	20.25	18
"87"	107	15.3333333333333	16.5384615384615	18
"88"	111	15.3333333333333	16.7380952380952	18
"89"	115	12.3333333333333	13.375	18
"90"	119	12.3333333333333	13.452380952381	18
"91"	4	62.3333333333333	56.0344827586207	18
"92"	8	62.3333333333333	56.0344827586207	18
"93"	12	58.3333333333333	46.5862068965517	18
"94"	16	58.3333333333333	46.5862068965517	18
"95"	20	45.3333333333333	37.7435897435897	18
"96"	24	45.3333333333333	37.8536585365854	18
"97"	28	42.3333333333333	41.4358974358974	18
"98"	32	42.3333333333333	41.1190476190476	18
"99"	36	38	32.8	18
"100"	40	38	32.5	18
"101"	44	32.3333333333333	27.325	18
"102"	48	32.3333333333333	27.2857142857143	18
"103"	52	33.3333333333333	35.0689655172414	18
"104"	56	33.3333333333333	35.0689655172414	18
"105"	60	30.6666666666667	28.6153846153846	18
"106"	64	30.6666666666667	28.0952380952381	18
"107"	68	26.3333333333333	24.7586206896552	18
"108"	72	26.3333333333333	24.8095238095238	18
"109"	76	31.3333333333333	32.7105263157895	18
"110"	80	31.3333333333333	32.2439024390244	18
"111"	84	25.3333333333333	23.7435897435897	18
"112"	88	25.3333333333333	23.780487804878	18
"113"	92	22.6666666666667	19.3076923076923	18
"114"	96	22.6666666666667	19.5365853658537	18
"115"	100	19.6666666666667	24.4210526315789	18
"116"	104	19.6666666666667	24.45	18
"117"	108	18	20.1282051282051	18
"118"	112	18	19.7380952380952	18
"119"	116	13.3333333333333	15.8461538461538	18
"120"	120	13.3333333333333	15.5714285714286	18
