"rid"	"replicate"	"distance"	"species"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"	"age_burned"	"temp.short"	"temp.long"	"prec.short"	"prec.long"	"potential.short"	"potential.long"	"content.short"	"content.long"	"frost.short"	"frost.long"
"1"	1	1	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1523.60843401583	1.24066493985641	0.891752334289054	6.73357858238639	341.203384311642	346.539660528169	"10"	12.3894711397849	12.1725530589544	378.233333333333	396.034482758621	-0.158227216135568	-0.233869607830351	33.2294961795985	30.8363415774782	40.6666666666667	53.448275862069
"2"	1	10	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1481.89869626669	1.13416309913298	0.797354020859082	6.3430977318022	332.541863748049	345.627711219379	"10"	12.0235965448029	11.8418494045235	383.3	387.275862068966	-0.197269370169121	-0.272231034109979	31.2080130968494	30.0692418882776	61	57.3103448275862
"3"	1	11	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1005.55425490611	1.71136361793695	1.02774170596363	6.57144269251054	321.197765140097	213.063901446361	"10"	11.555524516129	11.9615978717093	433.333333333333	404.503448275862	-0.253891568701156	-0.215789747471861	30.049598079122	31.2236041161732	55	52.2413793103448
"4"	1	12	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1035.90883871701	1.68453257660456	1.14509515409224	6.62360489835926	343.383931894719	201.676561568005	"10"	11.8669847741935	11.5954123930293	448.9	404.162068965517	-0.226155426762073	-0.248970350550966	30.4477929524561	30.851338882137	56.3333333333333	54.1034482758621
"5"	1	13	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	546.984778051395	2.18577089885848	1.15897273858247	6.94910638602739	329.329426060439	66.0904658884053	"10"	11.9186819784946	11.9214974771969	406.766666666667	397.796551724138	-0.18920390220762	-0.199450447189794	31.1765256641221	31.5348193138437	63.6666666666667	57.551724137931
"6"	1	14	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1075.74294902603	1.49455840511013	1.01383418788057	6.45736773641486	328.391669750469	227.579243969082	"10"	11.6568187240143	12.0767565784205	370.133333333333	389.037931034483	-0.305746461562834	-0.255850219161239	29.1774600381969	30.3919667347738	55.6666666666667	52.4827586206897
"7"	1	15	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	641.33969260404	1.49306593680057	0.910602497493649	6.32447094848191	336.242008523107	90.737527241474	"10"	11.4500483727599	12.1335449996292	391.633333333333	381.765517241379	-0.372655344290468	-0.314347358360391	28.5479262547143	29.1555601817197	57.3333333333333	54.5172413793103
"8"	1	16	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1473.20860625239	1.30039933300841	0.900540352481041	6.79129726648331	324.391037624	354.145902748392	"10"	11.8234466523297	12.0073821653689	396.766666666667	384.106896551724	-0.219809105268757	-0.274673974764317	30.2960107186533	30.1124476623619	56.3333333333333	53.9310344827586
"9"	1	17	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1150.52825570363	1.55221573298443	1.10219912803662	6.91969148228677	315.151338357532	265.07167055035	"10"	12.6089645448029	11.9054004301075	354.833333333333	400.524137931034	-0.327854667046825	-0.235135734230742	28.4252233419709	30.8552133431922	51.6666666666667	55
"10"	1	18	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	855.652608707715	1.54880302193843	0.929638335064276	6.8823336108347	329.96810864554	159.313729505562	"10"	11.8546711111111	11.8201682595476	395.833333333333	382.527586206897	-0.182542284411116	-0.260236077551605	31.1940260818333	30.4295173170704	57	53.8275862068966
"11"	1	19	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1125.51503876435	1.41205635188503	0.974826221453881	7.05024705109773	340.132120861985	230.905248205314	"10"	13.2098466810036	11.9405708698554	333.9	384.903448275862	-0.399040330222592	-0.190034547333011	28.4747488665814	32.224350586325	48.3333333333333	51.9655172413793
"12"	1	2	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	665.252766895233	1.86277487633117	1.1465162801673	6.50037035781346	339.03753786843	96.2180267936577	"10"	12.6426598709677	12.1662196129032	428.933333333333	399.675862068966	-0.225175496256545	-0.216099745701127	31.1596066222307	31.5749971689494	57.3333333333333	54.551724137931
"13"	1	20	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	975.140637273115	1.4900052032874	0.958496241549771	6.24723080956206	329.373514232767	196.059213973103	"10"	11.9694925017921	11.6774249106415	363.3	385.403448275862	-0.361402007200797	-0.291659512732975	28.8194842667399	29.9303710444179	53	52.5172413793103
"14"	1	3	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1093.3315331461	1.55908417923505	1.04645496823571	7.34391206034114	332.333635065843	228.986120507929	"10"	11.7060483154122	11.8704134949944	405.866666666667	376.906896551724	-0.273513082813877	-0.242224600282052	30.7297216535837	30.7945362860175	49.3333333333333	55.2413793103448
"15"	1	4	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1168.85921389747	1.34906980702578	1.00574573557989	6.65782326040134	327.923115956557	256.443067603786	"10"	10.7968601003584	11.4319017827215	357.5	381.358620689655	-0.357662815837158	-0.280447427077815	27.7628545339457	29.7064073492947	59	54.2758620689655
"16"	1	5	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1002.49835355089	1.4157771776331	0.986407594905271	6.65012206529316	321.137461120743	212.171102696103	"10"	11.992915311828	12.0269559777531	357.866666666667	383.934482758621	-0.279040910978249	-0.238704372307886	29.671364230278	30.3230054467488	56	56.5172413793103
"17"	1	6	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1382.91280035419	1.35691244565796	0.89073547889457	6.75148179314353	327.46623768573	322.306986554558	"10"	13.1505651612903	12.3099534104561	397.433333333333	397.258620689655	-0.343421870590468	-0.269294213408635	28.9934811825586	30.1983580796668	54.3333333333333	55.7931034482759
"18"	1	7	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1217.82113280976	1.42374015932384	1.01421379069456	6.74674098793118	326.58691374633	272.893426389914	"10"	11.9350665232975	12.0808054045235	342	371.531034482759	-0.291555388814033	-0.28450790954536	29.9736700513823	29.8498127502508	50	54.5172413793103
"19"	1	8	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	634.236140831111	2.41048602656671	1.28234254702345	7.24492060343424	335.141935415373	89.2440407509856	"10"	13.2854291469534	12.2367782276604	410.966666666667	391.1	-0.197220485498788	-0.258467671714457	32.2923386004124	30.5049538882743	50	55.0689655172414
"20"	1	9	"short"	"LP"	"low"	"0"	"hist"	"rhyolite"	10	1346.09089872295	1.44029159477087	1.00458864802427	6.69872234862985	332.02786328674	305.415041195041	"10"	11.7161438136201	12.1166275328142	390.5	388.748275862069	-0.294024658172779	-0.265691625118468	29.7038077144551	30.7530015966592	56.6666666666667	52.0689655172414
"21"	10	1	"short"	"LP"	"med"	"0"	"hist"	"rhyolite"	20	2305.75770263433	1.43452914500344	1.00332251338928	7.3361760947355	1510.89721770138	52.6085080851639	"20"	10.4077979498208	10.3793032287727	823.9	899.503448275862	-0.14764801903564	-0.138971914183025	34.7529407870239	35.0488404750168	52.6666666666667	49.9655172413793
"22"	10	10	"short"	"LP"	"med"	"0"	"hist"	"rhyolite"	20	1425.84942717366	1.66388452406834	1.04565535132106	6.76969244108572	1023.34088112232	39.3327925695591	"20"	9.50380566308244	10.2692449061921	914.6	893.78275862069	-0.0677976569134013	-0.158150196565866	36.1485014108997	34.5953206500313	43.6666666666667	46.0344827586207
