"rid"	"temp.short"	"temp.long"	"prec.short"	"prec.long"	"potential.short"	"potential.long"	"content.short"	"content.long"	"replicate"
"1"	1	12.8824507383513	12.3171590537634	367.4	387.803448275862	-0.267136731028376	-0.242247756517353	29.9761016363105	30.649372409189	15
"2"	5	12.8824507383513	12.3171590537634	367.4	387.803448275862	-0.201364896338801	-0.181632664612895	49.1774275787906	49.9835248016447	15
"3"	9	11.3673565448029	10.756154429366	841.566666666667	886.703448275862	-0.172090581701679	-0.14770099926759	33.5844080935469	34.5948933259841	15
"4"	13	11.3673565448029	10.756154429366	841.566666666667	886.703448275862	-0.114464764268341	-0.0994330088285121	53.7539684882014	54.9088687875456	15
"5"	17	9.5844928172043	8.91009581164257	1142.2	1204.96551724138	-0.0937482967610375	-0.0649304963250509	36.6163812091048	38.0324345076921	15
"6"	21	9.5844928172043	8.91009581164257	1142.2	1204.96551724138	-0.0556726468855983	-0.0453081755498545	57.633216990908	59.042409299633	15
"7"	25	14.3003454336918	14.5291727964405	459.666666666667	447.855172413793	-0.224775023921166	-0.271861212889774	32.3645326670909	30.546508041422	15
"8"	29	14.3003454336918	14.5291727964405	459.666666666667	447.855172413793	-0.141958565197041	-0.198572196814382	52.3850999772828	50.0682115409365	15
"9"	33	12.8169191684588	13.0053740022247	1013.43333333333	1019.57586206897	-0.200826339203979	-0.213491022048303	34.5214518076503	33.6792383743938	15
"10"	37	12.8169191684588	13.0053740022247	1013.43333333333	1019.57586206897	-0.151432466558876	-0.159660787665269	54.7815522237536	53.6363332558305	15
"11"	41	11.0198057634409	11.1829556840934	1427.16666666667	1392.63448275862	-0.137212592260182	-0.107428675814226	36.7033787870844	36.9339719172304	15
"12"	45	11.0198057634409	11.1829556840934	1427.16666666667	1392.63448275862	-0.106835689838459	-0.0792353528148925	57.0478136467833	57.7006247437714	15
"13"	49	15.9138326021505	15.2710307927327	367.433333333333	412.237931034483	-0.457555448967918	-0.362226080857407	26.2604331951874	28.2184524430363	15
"14"	53	15.9138326021505	15.2710307927327	367.433333333333	412.237931034483	-0.385465285014749	-0.290237625657402	43.5787513556051	46.466834258055	15
"15"	57	14.5329160573477	13.7626891568409	985.766666666667	999.103448275862	-0.2987495293808	-0.239064944198794	31.4515381539284	32.3786882118832	15
"16"	61	14.5329160573477	13.7626891568409	985.766666666667	999.103448275862	-0.224279797997002	-0.176523703202369	50.9835318770269	51.9777808965059	15
"17"	65	12.7710077419355	11.9466579340007	1382.16666666667	1385.70344827586	-0.109645925879708	-0.0779960086315381	36.7634220909026	37.3531796623531	15
"18"	69	12.7710077419355	11.9466579340007	1382.16666666667	1385.70344827586	-0.0718247506436239	-0.0511684557917238	57.6981303987127	58.2770351954033	15
"19"	73	15.4132287885305	15.5663892369299	437.7	456.255172413793	-0.333401679143848	-0.295777506857722	29.5740655806459	29.8642877597446	15
"20"	77	15.4132287885305	15.5663892369299	437.7	456.255172413793	-0.249650696656704	-0.219298137764733	47.9153780747369	48.7975432237443	15
"21"	81	13.9801174050179	14.0703423908046	1023.23333333333	1029.71379310345	-0.317273759911209	-0.279742942866422	32.0059108391701	32.1476533504608	15
"22"	85	13.9801174050179	14.0703423908046	1023.23333333333	1029.71379310345	-0.257288515523596	-0.213840734556207	50.3472073582569	51.209952576522	15
"23"	89	12.1658922724014	12.255299437894	1410.7	1423.81724137931	-0.181750753350187	-0.16438757325512	34.8409808355212	35.1911938284116	15
"24"	93	12.1658922724014	12.255299437894	1410.7	1423.81724137931	-0.119931639217969	-0.112330800507444	55.0964316439992	55.4633122073121	15
"25"	97	18.2323123010753	17.3538989247312	450.733333333333	463.048275862069	-0.504413118309502	-0.382740053744955	27.7534734767934	28.3607655374582	15
"26"	101	18.2323123010753	17.3538989247312	450.733333333333	463.048275862069	-0.42368511344702	-0.302533696050151	45.3434123494449	46.6920505452662	15
"27"	105	16.8870646451613	15.9774609684835	1106.93333333333	1098.19655172414	-0.448963533173901	-0.339271486627308	29.3451198769481	30.5342387229889	15
"28"	109	16.8870646451613	15.9774609684835	1106.93333333333	1098.19655172414	-0.36848403215876	-0.263354942498358	47.2578924506987	49.3712065291375	15
"29"	113	15.1127818207885	14.1993555787913	1500.16666666667	1480.91724137931	-0.341254279082208	-0.259158704403317	31.1881705786956	32.5810429119301	15
"30"	117	15.1127818207885	14.1993555787913	1500.16666666667	1480.91724137931	-0.277430059851896	-0.191086707259652	49.8134879549503	52.0391267456142	15
"31"	2	12.009857562724	12.4372194052651	403.766666666667	385.896551724138	-0.182526549290323	-0.278164209824776	31.9791758088737	30.1307213950249	15
"32"	6	12.009857562724	12.4372194052651	403.766666666667	385.896551724138	-0.108107562197143	-0.220055433528899	52.0566483994935	49.0133679457438	15
"33"	10	10.4112082580645	10.8673534935113	931.866666666667	899.31724137931	-0.0820794703366528	-0.150916657398097	35.6729914848773	34.4770114246601	15
"34"	14	10.4112082580645	10.8673534935113	931.866666666667	899.31724137931	-0.0412625362784508	-0.100266836063196	56.6774936870052	54.8108024735153	15
"35"	18	8.57059046594982	9.00991777233964	1258.23333333333	1223.37931034483	-0.0261880358794616	-0.0571514599156157	38.4155544465934	38.3578122754684	15
"36"	22	8.57059046594982	9.00991777233964	1258.23333333333	1223.37931034483	-0.0207859070950207	-0.0396919508627308	59.7751802352691	59.4363164139946	15
"37"	26	14.1876298924731	14.5147869944383	433.833333333333	437.775862068966	-0.349629690539069	-0.29329151856048	27.8705039985632	30.0913204770186	15
