"rid"	"frost.short"	"frost.long"	"replicate"
"1"	1	60.6666666666667	56.3793103448276	3
"2"	5	60.6666666666667	56.3793103448276	3
"3"	9	55.6666666666667	47.7931034482759	3
"4"	13	55.6666666666667	47.7931034482759	3
"5"	17	43.3333333333333	38.3448275862069	3
"6"	21	43.3333333333333	38.3448275862069	3
"7"	25	31.3333333333333	38.7241379310345	3
"8"	29	31.3333333333333	38.7241379310345	3
"9"	33	24.6666666666667	30.4137931034483	3
"10"	37	24.6666666666667	30.4137931034483	3
"11"	41	23.3333333333333	25.551724137931	3
"12"	45	23.3333333333333	25.551724137931	3
"13"	49	36.3333333333333	34.1724137931034	3
"14"	53	36.3333333333333	34.1724137931034	3
"15"	57	28.3333333333333	27.5172413793103	3
"16"	61	28.3333333333333	27.5172413793103	3
"17"	65	24	23.5862068965517	3
"18"	69	24	23.5862068965517	3
"19"	73	29.6666666666667	32.5862068965517	3
"20"	77	29.6666666666667	32.5862068965517	3
"21"	81	25	22.7931034482759	3
"22"	85	25	22.7931034482759	3
"23"	89	20	18.9310344827586	3
"24"	93	20	18.9310344827586	3
"25"	97	18.3333333333333	21.6551724137931	3
"26"	101	18.3333333333333	21.6551724137931	3
"27"	105	16.3333333333333	17.4137931034483	3
"28"	109	16.3333333333333	17.4137931034483	3
"29"	113	11.3333333333333	13.9310344827586	3
"30"	117	11.3333333333333	13.9310344827586	3
"31"	2	56	55.5172413793103	3
"32"	6	56	55.5172413793103	3
"33"	10	42	46.5862068965517	3
"34"	14	42	46.5862068965517	3
"35"	18	33.6666666666667	38.1724137931034	3
"36"	22	33.6666666666667	38.1724137931034	3
"37"	26	34.3333333333333	39.0689655172414	3
"38"	30	34.3333333333333	39.0689655172414	3
"39"	34	28.3333333333333	30.8620689655172	3
"40"	38	28.3333333333333	30.8620689655172	3
"41"	42	23.3333333333333	25.7241379310345	3
"42"	46	23.3333333333333	25.7241379310345	3
"43"	50	32.3333333333333	34.8965517241379	3
"44"	54	32.3333333333333	34.8965517241379	3
"45"	58	26.6666666666667	27.7586206896552	3
"46"	62	26.6666666666667	27.7586206896552	3
"47"	66	24.6666666666667	23.7586206896552	3
"48"	70	24.6666666666667	23.7586206896552	3
"49"	74	27.3333333333333	33.1379310344828	3
"50"	78	27.3333333333333	33.1379310344828	3
"51"	82	21.6666666666667	24.8275862068966	3
"52"	86	21.6666666666667	24.8275862068966	3
"53"	90	20	20.6206896551724	3
"54"	94	20	20.6206896551724	3
"55"	98	30.6666666666667	22.1379310344828	3
"56"	102	30.6666666666667	22.1379310344828	3
"57"	106	27.6666666666667	17	3
"58"	110	27.6666666666667	17	3
"59"	114	21.3333333333333	13.5172413793103	3
"60"	118	21.3333333333333	13.5172413793103	3
"61"	3	66.6666666666667	56.9310344827586	3
"62"	7	66.6666666666667	56.9310344827586	3
"63"	11	62.3333333333333	49.4827586206897	3
"64"	15	62.3333333333333	49.4827586206897	3
"65"	19	46	38.5172413793103	3
"66"	23	46	38.5172413793103	3
"67"	27	44.6666666666667	41.0689655172414	3
"68"	31	44.6666666666667	41.0689655172414	3
"69"	35	37.6666666666667	32.6206896551724	3
"70"	39	37.6666666666667	32.6206896551724	3
"71"	43	30.3333333333333	27.7586206896552	3
"72"	47	30.3333333333333	27.7586206896552	3
"73"	51	27	33.1034482758621	3
"74"	55	27	33.1034482758621	3
"75"	59	23.6666666666667	27	3
"76"	63	23.6666666666667	27	3
"77"	67	22.3333333333333	22.0344827586207	3
"78"	71	22.3333333333333	22.0344827586207	3
"79"	75	26.3333333333333	32.8965517241379	3
"80"	79	26.3333333333333	32.8965517241379	3
"81"	83	25.6666666666667	24.5172413793103	3
"82"	87	25.6666666666667	24.5172413793103	3
"83"	91	25.3333333333333	21.3793103448276	3
"84"	95	25.3333333333333	21.3793103448276	3
"85"	99	16	19.1379310344828	3
"86"	103	16	19.1379310344828	3
"87"	107	15.6666666666667	16.2758620689655	3
"88"	111	15.6666666666667	16.2758620689655	3
"89"	115	11	12.9655172413793	3
"90"	119	11	12.9655172413793	3
"91"	4	55.6666666666667	54.3448275862069	3
"92"	8	55.6666666666667	54.3448275862069	3
"93"	12	48	47.5862068965517	3
"94"	16	48	47.5862068965517	3
"95"	20	38.6666666666667	37.1379310344828	3
"96"	24	38.6666666666667	37.1379310344828	3
"97"	28	34	39.6896551724138	3
"98"	32	34	39.6896551724138	3
"99"	36	29	30.8275862068966	3
"100"	40	29	30.8275862068966	3
"101"	44	23	26.1379310344828	3
"102"	48	23	26.1379310344828	3
"103"	52	32.3333333333333	34.7931034482759	3
"104"	56	32.3333333333333	34.7931034482759	3
"105"	60	26.6666666666667	27.3103448275862	3
"106"	64	26.6666666666667	27.3103448275862	3
"107"	68	19.6666666666667	22.1034482758621	3
"108"	72	19.6666666666667	22.1034482758621	3
"109"	76	19.6666666666667	30.3103448275862	3
"110"	80	19.6666666666667	30.3103448275862	3
"111"	84	14	23.2413793103448	3
"112"	88	14	23.2413793103448	3
"113"	92	12.3333333333333	19.5862068965517	3
"114"	96	12.3333333333333	19.5862068965517	3
"115"	100	19.3333333333333	19.7931034482759	3
"116"	104	19.3333333333333	19.7931034482759	3
"117"	108	16.6666666666667	15.448275862069	3
"118"	112	16.6666666666667	15.448275862069	3
"119"	116	11.6666666666667	11.6551724137931	3
"120"	120	11.6666666666667	11.6551724137931	3
