"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"DF"	12	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	1381.62337311024	-100
"3"	"long"	"DF"	12	10	"med"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	100.370480421923	-100
"5"	"long"	"DF"	12	100	"low"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	31273.2605293828	-100
"7"	"long"	"DF"	12	101	"low"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1328.40187904484	-100
"9"	"long"	"DF"	12	102	"low"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	93.464529864847	-100
"11"	"long"	"DF"	12	103	"low"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	59	-100
"13"	"long"	"DF"	12	104	"low"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	31523.8966626127	-100
"15"	"long"	"DF"	12	105	"med"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	1459.70016279479	-100
"17"	"long"	"DF"	12	106	"med"	"8"	"2070"	"rhyolite"	"20"	19.9561990690356	1.20133590698242	1.20133590698242	0	97.7063622360488	-79.5753330567938
"19"	"long"	"DF"	12	107	"med"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	58	-100
"21"	"long"	"DF"	12	108	"med"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	38353.5641437634	-100
"23"	"long"	"DF"	12	109	"med"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1124.06775455525	-100
"25"	"long"	"DF"	12	11	"med"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	55	-100
"27"	"long"	"DF"	12	110	"med"	"8"	"2070"	"andesite"	"20"	102.851898786562	0.370880395174026	0.370880395174026	0	78.9910453572638	30.2070359005621
"29"	"long"	"DF"	12	111	"med"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	100.304888994599	-100
"31"	"long"	"DF"	12	112	"med"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	25246.7085676032	-100
"33"	"long"	"DF"	12	113	"high"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	1220.23211886302	-100
"35"	"long"	"DF"	12	114	"high"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	117.600558115541	-100
"37"	"long"	"DF"	12	115	"high"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	57	-100
"39"	"long"	"DF"	12	116	"high"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	32033.3730292187	-100
"41"	"long"	"DF"	12	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1388.85798289655	-100
"43"	"long"	"DF"	12	118	"high"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	72.7788104829413	-100
"45"	"long"	"DF"	12	119	"high"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	65.2452684158691	-100
"47"	"long"	"DF"	12	12	"med"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	1074.90816635743	-100
"49"	"long"	"DF"	12	120	"high"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	23696.4436359645	-100
"51"	"long"	"DF"	12	13	"med"	"0"	"hist"	"andesite"	"10"	0	NA	0	0	1411.08130760262	-100
"53"	"long"	"DF"	12	14	"med"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	85.8781328469231	-100
"55"	"long"	"DF"	12	15	"med"	"0"	"hist"	"andesite"	"50"	0	NA	0	0	63	-100
"57"	"long"	"DF"	12	16	"med"	"0"	"hist"	"andesite"	"100"	0	NA	0	0	1388.74341042247	-100
"59"	"long"	"DF"	12	17	"high"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	1340.91225905824	-100
"61"	"long"	"DF"	12	18	"high"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	98.0985617520114	-100
"63"	"long"	"DF"	12	19	"high"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	57	-100
"65"	"long"	"DF"	12	2	"low"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	112.610495061947	-100
"67"	"long"	"DF"	12	20	"high"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	2937.45007775017	-100
"69"	"long"	"DF"	12	21	"high"	"0"	"hist"	"andesite"	"10"	0	NA	0	0	1349.35370600646	-100
"71"	"long"	"DF"	12	22	"high"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	85.2957359675995	-100
"73"	"long"	"DF"	12	23	"high"	"0"	"hist"	"andesite"	"50"	0	NA	0	0	55	-100
"75"	"long"	"DF"	12	24	"high"	"0"	"hist"	"andesite"	"100"	0	NA	0	0	1685.92402646394	-100
"77"	"long"	"DF"	12	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	0	NA	0	0	1396.57752693915	-100
"79"	"long"	"DF"	12	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	100.938210278194	-100
"81"	"long"	"DF"	12	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	60	-100
"83"	"long"	"DF"	12	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	37.0596251841973	0.823728263378143	0.823728263378143	0	5323.59436528796	-99.3038608383494
"85"	"long"	"DF"	12	29	"low"	"4.5"	"2030"	"andesite"	"10"	0	NA	0	0	1367.61906661552	-100
"87"	"long"	"DF"	12	3	"low"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	58	-100
"89"	"long"	"DF"	12	30	"low"	"4.5"	"2030"	"andesite"	"20"	12.7807596550037	1.55636608600616	1.55636608600616	0	80.4420571659204	-84.1118438472527
"91"	"long"	"DF"	12	31	"low"	"4.5"	"2030"	"andesite"	"50"	0	NA	0	0	61	-100
"93"	"long"	"DF"	12	32	"low"	"4.5"	"2030"	"andesite"	"100"	0	NA	0	0	4032.97980383742	-100
"95"	"long"	"DF"	12	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	0	NA	0	0	1395.42599775235	-100
"97"	"long"	"DF"	12	34	"med"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	87.6983345972378	-100
"99"	"long"	"DF"	12	35	"med"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	57	-100
"101"	"long"	"DF"	12	36	"med"	"4.5"	"2030"	"rhyolite"	"100"	0	NA	0	0	3550.30417056928	-100
"103"	"long"	"DF"	12	37	"med"	"4.5"	"2030"	"andesite"	"10"	0	NA	0	0	1128.02454885252	-100
"105"	"long"	"DF"	12	38	"med"	"4.5"	"2030"	"andesite"	"20"	0	NA	0	0	79.3127757005366	-100
"107"	"long"	"DF"	12	39	"med"	"4.5"	"2030"	"andesite"	"50"	0	NA	0	0	63	-100
"109"	"long"	"DF"	12	4	"low"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	1039.16566878147	-100
"111"	"long"	"DF"	12	40	"med"	"4.5"	"2030"	"andesite"	"100"	0	NA	0	0	4015.34937748559	-100
"113"	"long"	"DF"	12	41	"high"	"4.5"	"2030"	"rhyolite"	"10"	0	NA	0	0	1107.7628672715	-100
