"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"DF"	19	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	1159.87283889247	-100
"3"	"long"	"DF"	19	10	"med"	"0"	"hist"	"rhyolite"	"20"	3	9.27592786153158	0	9.27592786153158	92.9265536750434	-96.7716439689663
"5"	"long"	"DF"	19	100	"low"	"8"	"2070"	"rhyolite"	"100"	49.2141818369948	1.05074679851532	1.05074679851532	0	14668.8170151806	-99.6644979497252
"7"	"long"	"DF"	19	101	"low"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1311.83967786901	-100
"9"	"long"	"DF"	19	102	"low"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	86.9576789612109	-100
"11"	"long"	"DF"	19	103	"low"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	64	-100
"13"	"long"	"DF"	19	104	"low"	"8"	"2070"	"andesite"	"100"	2	11.0403552055359	0	11.0403552055359	18749.1916922844	-99.9893328734762
"15"	"long"	"DF"	19	105	"med"	"8"	"2070"	"rhyolite"	"10"	620.4172520897	0.779116389088142	0.743023946881294	8.20714855194092	1223.74713703285	-49.3018424056139
"17"	"long"	"DF"	19	106	"med"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	103.66329442178	-100
"19"	"long"	"DF"	19	107	"med"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	61	-100
"21"	"long"	"DF"	19	108	"med"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	11647.3697758727	-100
"23"	"long"	"DF"	19	109	"med"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1432.84572044905	-100
"25"	"long"	"DF"	19	11	"med"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	86.4003432434625	-100
"27"	"long"	"DF"	19	110	"med"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	86.1199334021641	-100
"29"	"long"	"DF"	19	111	"med"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	56	-100
"31"	"long"	"DF"	19	112	"med"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	11868.3450080434	-100
"33"	"long"	"DF"	19	113	"high"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	1021.04206723186	-100
"35"	"long"	"DF"	19	114	"high"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	93.4292634227637	-100
"37"	"long"	"DF"	19	115	"high"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	157.851898786562	-100
"39"	"long"	"DF"	19	116	"high"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	11932.1497874471	-100
"41"	"long"	"DF"	19	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1485.14771440879	-100
"43"	"long"	"DF"	19	118	"high"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	120.108258969258	-100
"45"	"long"	"DF"	19	119	"high"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	59	-100
