"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"DF"	18	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	1403.53093115094	-100
"3"	"long"	"DF"	18	10	"med"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	96.6326992929067	-100
"5"	"long"	"DF"	18	100	"low"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	23264.9154746205	-100
"7"	"long"	"DF"	18	101	"low"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1089.13181677123	-100
"9"	"long"	"DF"	18	102	"low"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	94.5289515669529	-100
"11"	"long"	"DF"	18	103	"low"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	58	-100
"13"	"long"	"DF"	18	104	"low"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	25922.7201829834	-100
"15"	"long"	"DF"	18	105	"med"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	1128.29240769484	-100
"17"	"long"	"DF"	18	106	"med"	"8"	"2070"	"rhyolite"	"20"	5.31609089658757	2.80064606666565	2.80064606666565	0	152.242953898954	-96.5081530800329
"19"	"long"	"DF"	18	107	"med"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	55	-100
"21"	"long"	"DF"	18	108	"med"	"8"	"2070"	"rhyolite"	"100"	0	NA	0	0	17274.1159001976	-100
"23"	"long"	"DF"	18	109	"med"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	947.063575158071	-100
"25"	"long"	"DF"	18	11	"med"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	57	-100
"27"	"long"	"DF"	18	110	"med"	"8"	"2070"	"andesite"	"20"	22.8138385935323	1.14128482341766	1.14128482341766	0	92.300181916805	-75.2829971515164
"29"	"long"	"DF"	18	111	"med"	"8"	"2070"	"andesite"	"50"	1199.55985561739	0.0979366898536682	0.0979366898536682	0	53	2163.32048229696
"31"	"long"	"DF"	18	112	"med"	"8"	"2070"	"andesite"	"100"	4.52720290445129	3.10440230369568	3.10440230369568	0	22871.6975700531	-99.9802060914343
"33"	"long"	"DF"	18	113	"high"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	1325.01860342176	-100
"35"	"long"	"DF"	18	114	"high"	"8"	"2070"	"rhyolite"	"20"	31.000736513348	0.877556920051575	0.877556920051575	0	105.70037320631	-70.67111915221
"37"	"long"	"DF"	18	115	"high"	"8"	"2070"	"rhyolite"	"50"	0	NA	0	0	54	-100
"39"	"long"	"DF"	18	116	"high"	"8"	"2070"	"rhyolite"	"100"	7.24526841586911	2.33532643318176	2.33532643318176	0	20875.5289893193	-99.9652930068523
"41"	"long"	"DF"	18	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	1617.68892396336	-100
"43"	"long"	"DF"	18	118	"high"	"8"	"2070"	"andesite"	"20"	19.9561990690356	1.15287983417511	1.15287983417511	0	147.010319638409	-86.4253073402463
"45"	"long"	"DF"	18	119	"high"	"8"	"2070"	"andesite"	"50"	0	NA	0	0	59	-100
"47"	"long"	"DF"	18	12	"med"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	2733.64435276749	-100
"49"	"long"	"DF"	18	120	"high"	"8"	"2070"	"andesite"	"100"	0	NA	0	0	17097.7123655405	-100
"51"	"long"	"DF"	18	13	"med"	"0"	"hist"	"andesite"	"10"	0	NA	0	0	1428.96850674827	-100
"53"	"long"	"DF"	18	14	"med"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	82.4181434680318	-100
"55"	"long"	"DF"	18	15	"med"	"0"	"hist"	"andesite"	"50"	0	NA	0	0	67	-100
"57"	"long"	"DF"	18	16	"med"	"0"	"hist"	"andesite"	"100"	0	NA	0	0	3952.94780740923	-100
"59"	"long"	"DF"	18	17	"high"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	1097.44708783994	-100
"61"	"long"	"DF"	18	18	"high"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	103.639140771065	-100
"63"	"long"	"DF"	18	19	"high"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	68	-100
"65"	"long"	"DF"	18	2	"low"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	100.647922979686	-100
"67"	"long"	"DF"	18	20	"high"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	1322.50103375622	-100
"69"	"long"	"DF"	18	21	"high"	"0"	"hist"	"andesite"	"10"	0	NA	0	0	1453.90358509119	-100
"71"	"long"	"DF"	18	22	"high"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	89.0065920519766	-100
"73"	"long"	"DF"	18	23	"high"	"0"	"hist"	"andesite"	"50"	0	NA	0	0	58	-100
"75"	"long"	"DF"	18	24	"high"	"0"	"hist"	"andesite"	"100"	0	NA	0	0	1281.56731757787	-100
"77"	"long"	"DF"	18	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	0	NA	0	0	1536.57155365168	-100
"79"	"long"	"DF"	18	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	95.2053565218314	-100
"81"	"long"	"DF"	18	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	61	-100
"83"	"long"	"DF"	18	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	0	NA	0	0	3972.64708143897	-100
"85"	"long"	"DF"	18	29	"low"	"4.5"	"2030"	"andesite"	"10"	0	NA	0	0	989.356263368299	-100
"87"	"long"	"DF"	18	3	"low"	"0"	"hist"	"rhyolite"	"50"	0	NA	0	0	61	-100
"89"	"long"	"DF"	18	30	"low"	"4.5"	"2030"	"andesite"	"20"	0	NA	0	0	77.100313747927	-100
"91"	"long"	"DF"	18	31	"low"	"4.5"	"2030"	"andesite"	"50"	0	NA	0	0	62	-100
"93"	"long"	"DF"	18	32	"low"	"4.5"	"2030"	"andesite"	"100"	0	NA	0	0	3811.33211436958	-100
"95"	"long"	"DF"	18	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	0	NA	0	0	1511.71251226729	-100
"97"	"long"	"DF"	18	34	"med"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	87.0131568960315	-100
"99"	"long"	"DF"	18	35	"med"	"4.5"	"2030"	"rhyolite"	"50"	0	NA	0	0	65	-100
"101"	"long"	"DF"	18	36	"med"	"4.5"	"2030"	"rhyolite"	"100"	0	NA	0	0	5316.96938253117	-100
