"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"DF"	15	1	"low"	"0"	"hist"	"rhyolite"	"10"	3721.36604216789	0.844922763214184	0.789816516637802	7.40499441085323	1498.45614028151	148.346677765875
"3"	"short"	"DF"	15	10	"med"	"0"	"hist"	"rhyolite"	"20"	2930.0569107941	1.51481337853159	1.45997051373124	7.19899605001722	2164.42682811842	35.3733410032277
"5"	"short"	"DF"	15	100	"low"	"8"	"2070"	"rhyolite"	"100"	14817.983086948	1.77844834196453	1.70092741158152	5.71737438815457	57840.7943835401	-74.3814322661433
"7"	"short"	"DF"	15	101	"low"	"8"	"2070"	"andesite"	"10"	11756.6578021154	1.72458475517042	1.58622347297876	7.99042129892064	1162.48087868862	911.342037331224
"9"	"short"	"DF"	15	102	"low"	"8"	"2070"	"andesite"	"20"	17314.2947414627	1.44907326195173	1.35572829191375	7.38633397799819	6617.63998806927	161.638511201547
"11"	"short"	"DF"	15	103	"low"	"8"	"2070"	"andesite"	"50"	25470.8259017347	1.30172379926913	1.23769893592878	7.06186374851636	11433.851623857	122.766804569942
"13"	"short"	"DF"	15	104	"low"	"8"	"2070"	"andesite"	"100"	13069.1873876272	1.91059470871298	1.78033993947433	7.16744116514544	51880.7880432761	-74.8091964664731
"15"	"short"	"DF"	15	105	"med"	"8"	"2070"	"rhyolite"	"10"	10089.7644437916	1.51410540616798	1.39073260961555	6.68776433721502	1485.6048892217	579.168769367578
"17"	"short"	"DF"	15	106	"med"	"8"	"2070"	"rhyolite"	"20"	14347.69717716	1.70715532008407	1.62063205895516	6.43229697933493	9905.29834642723	44.8487130358379
"19"	"short"	"DF"	15	107	"med"	"8"	"2070"	"rhyolite"	"50"	29166.4656749493	1.6447622957765	1.60583036116094	6.16609917491315	12149.3726565193	140.065610789366
"21"	"short"	"DF"	15	108	"med"	"8"	"2070"	"rhyolite"	"100"	12055.037744431	1.90189961666655	1.77717725509921	6.30589043663209	41746.8475906348	-71.1234777230573
