"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"DF"	17	1	"low"	"0"	"hist"	"rhyolite"	"10"	685.139653115132	2.02759622380093	1.87042674008343	6.01208233833313	1305.79947679153	-47.5310210110832
"3"	"short"	"DF"	17	10	"med"	"0"	"hist"	"rhyolite"	"20"	1887.24779544629	1.76633464739213	1.68293827559267	6.31204471167396	2790.18623019557	-32.3612246730206
"5"	"short"	"DF"	17	100	"low"	"8"	"2070"	"rhyolite"	"100"	10810.7135063826	1.8316366614889	1.7520662338816	5.84831907408578	46298.8347836762	-76.6501391300799
"7"	"short"	"DF"	17	101	"low"	"8"	"2070"	"andesite"	"10"	5272.42487826312	2.2800230518073	2.02690634932933	5.91769002060849	1357.61284850707	288.359971995039
"9"	"short"	"DF"	17	102	"low"	"8"	"2070"	"andesite"	"20"	13897.1840813237	1.41213655543955	1.26858208518018	6.64594838946977	16109.4244527851	-13.7325847856656
"11"	"short"	"DF"	17	103	"low"	"8"	"2070"	"andesite"	"50"	14602.2780927838	1.93110522132595	1.80927316921373	7.20025954969002	19246.4160431582	-24.1298844416559
"13"	"short"	"DF"	17	104	"low"	"8"	"2070"	"andesite"	"100"	9645.08140443023	1.70425211115452	1.53658884232459	7.41704657467929	39902.6494481546	-75.8284686911278
"15"	"short"	"DF"	17	105	"med"	"8"	"2070"	"rhyolite"	"10"	14227.3399817571	1.96411221720586	1.89720532311159	5.54435907561203	1428.95500474264	895.64646434193
"17"	"short"	"DF"	17	106	"med"	"8"	"2070"	"rhyolite"	"20"	13351.8642927934	1.85493757724857	1.75906214729119	5.4481564694935	22247.0247714132	-39.9835958741318
"19"	"short"	"DF"	17	107	"med"	"8"	"2070"	"rhyolite"	"50"	18716.7786228063	1.91108904026142	1.8390782476541	5.87443771976197	21602.6741857189	-13.3589736997488
"21"	"short"	"DF"	17	108	"med"	"8"	"2070"	"rhyolite"	"100"	16693.5641143361	1.63330512158955	1.53786263373119	6.7617160445354	30230.6838641284	-44.7794029755821
"23"	"short"	"DF"	17	109	"med"	"8"	"2070"	"andesite"	"10"	12075.7978942658	1.96891116493787	1.79818658831992	6.83886014045305	1106.11880784429	991.727019613766
"25"	"short"	"DF"	17	11	"med"	"0"	"hist"	"rhyolite"	"50"	1150.42105291946	1.46114613473401	1.21447985991836	6.19290223874544	2173.00411440128	-47.0584963325563
"27"	"short"	"DF"	17	110	"med"	"8"	"2070"	"andesite"	"20"	10709.8285461841	1.78912377848726	1.51087515187912	7.66788978862368	16043.346737948	-33.2444238654288
"29"	"short"	"DF"	17	111	"med"	"8"	"2070"	"andesite"	"50"	19529.3880830807	1.45003681670636	1.28427560522388	7.49774015064203	12673.0004661699	54.1023227704734
"31"	"short"	"DF"	17	112	"med"	"8"	"2070"	"andesite"	"100"	16036.3186122156	1.62366750423894	1.46722593476418	8.19308880954262	24806.3769941363	-35.3540478079236
"33"	"short"	"DF"	17	113	"high"	"8"	"2070"	"rhyolite"	"10"	18289.6738672881	1.77884531706215	1.69433872965391	5.63719057489415	1518.92396503154	1104.12043580525
"35"	"short"	"DF"	17	114	"high"	"8"	"2070"	"rhyolite"	"20"	21940.3386770427	1.78402749514882	1.6919620794865	5.98972037751624	20394.5358721061	7.57949489329015
"37"	"short"	"DF"	17	115	"high"	"8"	"2070"	"rhyolite"	"50"	22515.5791154465	1.72433900328396	1.62795942948623	6.58239303440808	14851.626992443	51.6034514393824
"39"	"short"	"DF"	17	116	"high"	"8"	"2070"	"rhyolite"	"100"	19740.2799469911	1.82374338945066	1.74425402969815	6.67866350869713	27727.8275755753	-28.8069723703138
"41"	"short"	"DF"	17	117	"high"	"8"	"2070"	"andesite"	"10"	15358.612858599	1.86384757804093	1.68580103086904	7.49163540204366	1349.34972397304	1038.22329272629
"43"	"short"	"DF"	17	118	"high"	"8"	"2070"	"andesite"	"20"	9848.240212549	2.30840181499312	1.98370676110873	8.10952071988263	19623.4402129623	-49.8138954960419
"45"	"short"	"DF"	17	119	"high"	"8"	"2070"	"andesite"	"50"	14287.4814765408	1.7103504309271	1.42559473892968	8.13919486228389	10877.6058345913	31.347666883699
"47"	"short"	"DF"	17	12	"med"	"0"	"hist"	"rhyolite"	"100"	2890.58087395132	1.37171071824547	1.32007648112873	5.98423080146313	5611.59538679414	-48.4891430206502
"49"	"short"	"DF"	17	120	"high"	"8"	"2070"	"andesite"	"100"	15166.7672081789	1.9018821316288	1.70278156887401	8.61287741857481	19075.4253296581	-20.4905424331591
"51"	"short"	"DF"	17	13	"med"	"0"	"hist"	"andesite"	"10"	2015.79160228825	1.70599226238672	1.43569398046501	7.23213022313219	1047.03409339506	92.5239698501065
"53"	"short"	"DF"	17	14	"med"	"0"	"hist"	"andesite"	"20"	1233.30106529588	2.12201263851247	1.76568488776684	7.47294975255991	4472.96001294415	-72.4276304342791
"55"	"short"	"DF"	17	15	"med"	"0"	"hist"	"andesite"	"50"	588.933833545205	2.50550622711045	1.5927631639772	9.38327434097511	949.00478785126	-37.9419533932309
"57"	"short"	"DF"	17	16	"med"	"0"	"hist"	"andesite"	"100"	1955.50069912997	1.53173586647257	1.4034511030748	9.00529790647102	4486.18054427556	-56.4105661858568
"59"	"short"	"DF"	17	17	"high"	"0"	"hist"	"rhyolite"	"10"	2151.55212406178	1.83270549343264	1.75776026949286	6.50036485054914	1614.87055638485	33.2337205328937
"61"	"short"	"DF"	17	18	"high"	"0"	"hist"	"rhyolite"	"20"	1643.88634428698	2.05933239533665	1.81230628490448	7.08610952674568	4128.16823849212	-60.1787948233565
"63"	"short"	"DF"	17	19	"high"	"0"	"hist"	"rhyolite"	"50"	963.397775552844	2.2761670517546	1.89869749365431	6.56091970663804	1590.40629018338	-39.4244237149136
"65"	"short"	"DF"	17	2	"low"	"0"	"hist"	"rhyolite"	"20"	320.279674604715	2.57970212950762	2.00286363200708	6.40166473388672	198.919856100431	61.0094039294955
"67"	"short"	"DF"	17	20	"high"	"0"	"hist"	"rhyolite"	"100"	3331.13226491722	1.52115950873532	1.42885210560482	7.23051566897698	5307.63675210019	-37.2388801174248
"69"	"short"	"DF"	17	21	"high"	"0"	"hist"	"andesite"	"10"	2055.43789517809	1.88606165196789	1.53273516520858	8.72323665288415	954.814406834977	115.270934378909
