"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"DF"	7	1	"low"	"0"	"hist"	"rhyolite"	"10"	710.308696446757	2.07301160019652	1.93595443665981	5.68029655860021	1325.52538089711	-46.4130444664876
"3"	"short"	"DF"	7	10	"med"	"0"	"hist"	"rhyolite"	"20"	1532.11075001071	1.27367265378422	1.07395257018507	7.19381831169128	1980.42726845456	-22.6373634409557
"5"	"short"	"DF"	7	100	"low"	"8"	"2070"	"rhyolite"	"100"	11146.8403438429	1.95225894905874	1.88617331990174	5.04774395181386	54092.4657624286	-79.3929890480511
"7"	"short"	"DF"	7	101	"low"	"8"	"2070"	"andesite"	"10"	6718.31943629475	2.11745496376234	1.88714243085296	7.20436980634211	1468.90899139701	357.367983696884
"9"	"short"	"DF"	7	102	"low"	"8"	"2070"	"andesite"	"20"	13712.8412710207	1.46049508646178	1.32434253348038	7.718309477584	10756.7263359219	27.4815482218501
"11"	"short"	"DF"	7	103	"low"	"8"	"2070"	"andesite"	"50"	9278.33462199076	1.66190218472813	1.44544453766718	8.23046643266807	15785.3256303445	-41.2217724279642
"13"	"short"	"DF"	7	104	"low"	"8"	"2070"	"andesite"	"100"	11088.1214734811	2.1222747495666	1.98581374833267	6.57095362128633	46242.1728958532	-76.0216253279149
"15"	"short"	"DF"	7	105	"med"	"8"	"2070"	"rhyolite"	"10"	8136.80524658163	1.98219322922146	1.85773070142691	6.68024188791003	1572.92041707453	417.305590178252
"17"	"short"	"DF"	7	106	"med"	"8"	"2070"	"rhyolite"	"20"	18340.6781165494	1.5654413112356	1.47733929397384	6.06782435083931	13206.5863562115	38.8752371116947
"19"	"short"	"DF"	7	107	"med"	"8"	"2070"	"rhyolite"	"50"	16561.3096138347	1.52362488906758	1.42814747191583	6.6640119307878	16338.1717447163	1.36574564525914
"21"	"short"	"DF"	7	108	"med"	"8"	"2070"	"rhyolite"	"100"	14161.7156067647	1.83615409806857	1.74262550612188	5.75633859778896	35689.6684327835	-60.3198454100624
"23"	"short"	"DF"	7	109	"med"	"8"	"2070"	"andesite"	"10"	5784.80233017654	2.30911927616434	1.94180342865487	8.15481386895765	1300.0719236381	344.960176817637
"25"	"short"	"DF"	7	11	"med"	"0"	"hist"	"rhyolite"	"50"	1878.73865473485	1.49101320615153	1.28554471023381	7.3171322979033	2371.55780326791	-20.780397924688
"27"	"short"	"DF"	7	110	"med"	"8"	"2070"	"andesite"	"20"	13834.0744558457	1.45407730161015	1.27491100651026	8.06559557196212	8146.38921718276	69.8184813790409
"29"	"short"	"DF"	7	111	"med"	"8"	"2070"	"andesite"	"50"	7721.65753619264	1.86174219816396	1.52164020219019	8.6969165417666	9613.91787293426	-19.6825098960834
