"rid"	"temp.short"	"temp.long"	"prec.short"	"prec.long"	"potential.short"	"potential.long"	"content.short"	"content.long"	"replicate"
"1"	1	12.8847169892473	11.9769282343344	427.8	394.524137931034	-0.126292352311817	-0.200463181919601	32.8217036363909	31.3645046366703	2
"2"	5	12.8847169892473	11.9769282343344	427.8	394.524137931034	-0.0583489396239695	-0.144442310225724	53.4393651233329	51.0125687328157	2
"3"	9	11.2800072401434	10.4245912925473	1003.93333333333	900.01724137931	-0.0634599587411868	-0.125224384719486	35.6508094190167	35.43668402656	2
"4"	13	11.2800072401434	10.4245912925473	1003.93333333333	900.01724137931	-0.0326092660798901	-0.0852926978960028	56.9610856329892	56.0346070527369	2
"5"	17	9.45868728315412	8.57345136670375	1329.66666666667	1233.01034482759	-0.0234670366281635	-0.0524585330495787	38.8403035489178	38.6085622024435	2
"6"	21	9.45868728315412	8.57345136670375	1329.66666666667	1233.01034482759	-0.0194885693072764	-0.0377464752458236	60.1999419617928	59.7304522712415	2
"7"	25	13.7410563154122	14.3084281008528	458.4	431.620689655172	-0.203930075415279	-0.253170783226698	31.9602012077428	30.9550944183136	2
"8"	29	13.7410563154122	14.3084281008528	458.4	431.620689655172	-0.105624241313486	-0.185778173435519	52.1357556295145	50.5400698418963	2
"9"	33	12.2289366164875	12.7702001764924	1029.33333333333	997.075862068966	-0.155437989995834	-0.221034040851083	34.7668343032263	33.5216124159661	2
"10"	37	12.2289366164875	12.7702001764924	1029.33333333333	997.075862068966	-0.102776126312293	-0.163729464397653	55.2700988809728	53.3984206766207	2
"11"	41	10.4660925017921	10.9517426978124	1356.36666666667	1379.37586206897	-0.0818411916054842	-0.109936799576387	37.3729269083683	36.9767879857049	2
"12"	45	10.4660925017921	10.9517426978124	1356.36666666667	1379.37586206897	-0.0499726902468748	-0.0786797898699959	58.1343149457775	57.7495658485146	2
"13"	49	15.1594411756272	14.657559529848	407.666666666667	433.193103448276	-0.47603938552701	-0.314031067085466	25.6680564969352	29.3189790894714	2
"14"	53	15.1594411756272	14.657559529848	407.666666666667	433.193103448276	-0.429065664327052	-0.243246013776987	42.0705816898923	48.370366966476	2
"15"	57	13.6845575770609	13.1167271368187	1025.66666666667	1028.39655172414	-0.174653339161642	-0.261630886754461	32.1032519605006	32.5707011466684	2
"16"	61	13.6845575770609	13.1167271368187	1025.66666666667	1028.39655172414	-0.118485742260519	-0.198424126821258	52.3847973781641	52.1598331043164	2
"17"	65	11.8695927741935	11.2956021386726	1421.73333333333	1409.85172413793	-0.0214722577908453	-0.0748510493182676	38.8048551422243	37.7254944023176	2
"18"	69	11.8695927741935	11.2956021386726	1421.73333333333	1409.85172413793	-0.0188941860279729	-0.0513684509877676	60.1644809308999	58.7448985128404	2
"19"	73	15.928671655914	15.0972240622914	382.533333333333	463.386206896552	-0.333892533821431	-0.262804304233522	29.4531757204951	30.347474136191	2
"20"	77	15.928671655914	15.0972240622914	382.533333333333	463.386206896552	-0.207265405474349	-0.191009626548001	49.1159312036319	49.6260786237167	2
"21"	81	14.3362377491039	13.5908949692251	851.333333333333	1040.34137931034	-0.308513739128869	-0.235663588258678	32.1321005483826	32.7743207105169	2
"22"	85	14.3362377491039	13.5908949692251	851.333333333333	1040.34137931034	-0.23840995123962	-0.166853016454626	51.6012716905017	52.1676403718153	2
"23"	89	12.5633856344086	11.7774915802744	1191	1431.79655172414	-0.256373164946047	-0.117272374795635	33.4886504038879	36.3461202117582	2
"24"	93	12.5633856344086	11.7774915802744	1191	1431.79655172414	-0.178671548765394	-0.074819928885685	53.3949257467441	57.1611975914391	2
"25"	97	16.587955655914	16.8820272228402	455.666666666667	472.975862068966	-0.377641578406424	-0.326763894103358	29.1527116753563	29.671187320278	2
"26"	101	16.587955655914	16.8820272228402	455.666666666667	472.975862068966	-0.321104245355737	-0.247302047186492	46.8489976616834	48.6583774910566	2
"27"	105	15.1660939498208	15.4600084137931	1101.83333333333	1114.30689655172	-0.348909786869194	-0.293275732976131	30.7035350309623	31.7635964427354	2
"28"	109	15.1660939498208	15.4600084137931	1101.83333333333	1114.30689655172	-0.282718833871526	-0.221144755365658	48.8908981234321	50.9437559861759	2
"29"	113	13.4091455483871	13.663167243604	1489.23333333333	1487.68275862069	-0.246769763111111	-0.203593776889496	33.3368285212456	33.7826253936934	2
"30"	117	13.4091455483871	13.663167243604	1489.23333333333	1487.68275862069	-0.186876164480032	-0.140241978985733	52.7148295666878	53.8138919452701	2
"31"	2	12.1911875555556	12.2346357567668	402.466666666667	383.134482758621	-0.128473725412083	-0.248299568073417	33.7805000916031	30.4671386784184	2
"32"	6	12.1911875555556	12.2346357567668	402.466666666667	383.134482758621	-0.0751208811341046	-0.189422606581747	54.0260872647975	49.639850718088	2
"33"	10	10.5710842007168	10.651982785317	912.2	879.755172413793	-0.0790285122677869	-0.167660129193468	37.0923614802961	34.6003590310179	2
"34"	14	10.5710842007168	10.651982785317	912.2	879.755172413793	-0.0534173418525146	-0.121804494523657	58.1270272237894	54.7119940694555	2
