"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"LPS"	20	1	"low"	"0"	"hist"	"rhyolite"	"10"	1000.83960015304	1.62606152540143	0.946389725636429	7.13041201938282	43109.0046584127	-97.6783514068963
"3"	"short"	"LPS"	20	10	"med"	"0"	"hist"	"rhyolite"	"20"	1878.34453021818	1.58857073136998	1.03526290280874	7.5309049859643	5862.52104451188	-67.9601230263119
"5"	"short"	"LPS"	20	100	"low"	"8"	"2070"	"rhyolite"	"100"	54533.9794347118	0.9447581971458	0.866724167167285	6.40774784692768	7855.93768183361	594.175305906746
"7"	"short"	"LPS"	20	101	"low"	"8"	"2070"	"andesite"	"10"	1255.29851957459	1.94064518164264	1.16760251538375	7.81417316279999	42877.9354763378	-97.0723904832887
"9"	"short"	"LPS"	20	102	"low"	"8"	"2070"	"andesite"	"20"	1229.17074380224	1.79686698983976	1.11919868010798	7.42957792498849	7102.82970345283	-82.694633053011
"11"	"short"	"LPS"	20	103	"low"	"8"	"2070"	"andesite"	"50"	35241.7188874796	1.09371448945783	1.03079868824046	8.04744735938965	31366.1049140931	12.3560575468366
"13"	"short"	"LPS"	20	104	"low"	"8"	"2070"	"andesite"	"100"	52322.2277517429	1.23331213925086	1.09833886748358	7.9216260808221	9339.10613127267	460.248775592539
"15"	"short"	"LPS"	20	105	"med"	"8"	"2070"	"rhyolite"	"10"	1528.4082551912	1.5814200380224	1.04867371242365	6.94906416146652	42527.9314246228	-96.4061072241424
"17"	"short"	"LPS"	20	106	"med"	"8"	"2070"	"rhyolite"	"20"	1583.94723512628	1.4478456747123	1.00872922443463	6.48540077810212	5621.65674758832	-71.8241915818537
"19"	"short"	"LPS"	20	107	"med"	"8"	"2070"	"rhyolite"	"50"	40152.5263657254	1.01517616804019	0.952221161731144	7.19370894118359	8746.58385475827	359.065242298932
"21"	"short"	"LPS"	20	108	"med"	"8"	"2070"	"rhyolite"	"100"	47185.9299539067	1.12768752541985	0.964318768369815	6.98674589869767	3501.09424032162	1247.74806717491
"23"	"short"	"LPS"	20	109	"med"	"8"	"2070"	"andesite"	"10"	1572.11606664452	2.20183394185054	1.30698057600096	8.23709561907012	42243.1314924162	-96.2784102146245
"25"	"short"	"LPS"	20	11	"med"	"0"	"hist"	"rhyolite"	"50"	42557.8090483395	1.05131402078778	1.00091963237815	8.19781479695742	21812.292085335	95.1092937956404
"27"	"short"	"LPS"	20	110	"med"	"8"	"2070"	"andesite"	"20"	4101.34805572944	1.44308231919052	1.04320749920205	9.62973009341608	12434.6268965469	-67.0167179936185
"29"	"short"	"LPS"	20	111	"med"	"8"	"2070"	"andesite"	"50"	35760.00420464	1.44331154937116	1.34174074828751	8.86176615992321	11117.9692948441	221.641508950952
"31"	"short"	"LPS"	20	112	"med"	"8"	"2070"	"andesite"	"100"	30397.1221869168	1.66558856180032	1.29402306704455	7.61794341672721	7809.55656404814	289.229810138672
"33"	"short"	"LPS"	20	113	"high"	"8"	"2070"	"rhyolite"	"10"	2063.7168221651	1.65329991616289	1.01094351412255	6.95552518549521	42520.1334723084	-95.1464949574791
"35"	"short"	"LPS"	20	114	"high"	"8"	"2070"	"rhyolite"	"20"	1842.05166307133	1.5164375690417	0.952121733988941	6.99572012036346	5362.3434441588	-65.6483833560144
"37"	"short"	"LPS"	20	115	"high"	"8"	"2070"	"rhyolite"	"50"	57542.5825568676	1.03155849715228	0.975522028931776	7.59663722148524	6209.66595752504	826.661481478501
"39"	"short"	"LPS"	20	116	"high"	"8"	"2070"	"rhyolite"	"100"	33566.2095007182	1.43483267271889	1.11298401071826	6.96522648972096	3184.80352766618	953.949143459896
"41"	"short"	"LPS"	20	117	"high"	"8"	"2070"	"andesite"	"10"	2608.95248829051	1.99740326281106	1.22481062404567	8.60817138353984	42859.1093478897	-93.9127235073564
