"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"LPS"	2	1	"low"	"0"	"hist"	"rhyolite"	"10"	1175.76277918013	1.55120979507167	1.02518588487111	6.69930822039963	42434.8107932019	-97.2292493893516
"3"	"short"	"LPS"	2	10	"med"	"0"	"hist"	"rhyolite"	"20"	1589.48761588341	1.42834059326878	0.923331487421871	6.74003960084224	5624.35414696907	-71.739197526529
"5"	"short"	"LPS"	2	100	"low"	"8"	"2070"	"rhyolite"	"100"	54664.9778830734	0.894882487745243	0.826079592336383	6.50751275822273	5967.42699060826	816.056081944648
"7"	"short"	"LPS"	2	101	"low"	"8"	"2070"	"andesite"	"10"	1377.96375447665	2.04093705064139	1.22213606078166	7.52536559238114	42509.07540905	-96.7584245453071
"9"	"short"	"LPS"	2	102	"low"	"8"	"2070"	"andesite"	"20"	1207.87646558418	1.84357818579381	1.11448470673965	7.68653586017552	5157.28696489039	-76.5792271439011
"11"	"short"	"LPS"	2	103	"low"	"8"	"2070"	"andesite"	"50"	30040.3449662382	1.23182697325302	1.15222157792328	8.5330040991554	27376.2001130063	9.73160936227286
"13"	"short"	"LPS"	2	104	"low"	"8"	"2070"	"andesite"	"100"	51496.7760892629	1.19673641756437	1.08950992949182	8.12367355638368	10640.074403144	383.988872051931
"15"	"short"	"LPS"	2	105	"med"	"8"	"2070"	"rhyolite"	"10"	1711.31650553846	1.41059515767634	0.98743594110269	6.92316833285035	43847.5302461415	-96.0971199610745
"17"	"short"	"LPS"	2	106	"med"	"8"	"2070"	"rhyolite"	"20"	1629.12165352493	1.4370991102034	1.03461353698069	6.68718217981273	5641.0599467795	-71.1202917732686
"19"	"short"	"LPS"	2	107	"med"	"8"	"2070"	"rhyolite"	"50"	48042.3435676282	0.949567596426009	0.895804725977881	7.48482078018919	7472.37202922037	542.932972016929
"21"	"short"	"LPS"	2	108	"med"	"8"	"2070"	"rhyolite"	"100"	59673.6845428082	1.06571490461668	0.950291187677649	7.12765304720961	4501.2701935865	1225.70767753139
"23"	"short"	"LPS"	2	109	"med"	"8"	"2070"	"andesite"	"10"	2116.81293363706	1.92583355601987	1.28847776044496	8.31536834066113	43237.4624822952	-95.1042156220341
