"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"mid"	"LP"	10	1	"low"	"0"	"hist"	"rhyolite"	"10"	221.788287274507	0.575171486536184	0.432899755570624	6.74374046325684	328.515643725586	-32.4877546897675
"3"	"mid"	"LP"	10	10	"med"	"0"	"hist"	"rhyolite"	"20"	222.912038510764	0.774730989255958	0.50830639532355	7.10711187786526	1186.30207831373	-81.2095045110582
"5"	"mid"	"LP"	10	100	"low"	"8"	"2070"	"rhyolite"	"100"	229.461133680909	0.832805747073148	0.71579668082689	7.4280549287796	2611.24820841086	-91.2125881813222
"7"	"mid"	"LP"	10	101	"low"	"8"	"2070"	"andesite"	"10"	282.409822669529	1.05628426159134	0.948742910126845	7.02288970947266	326.708813029419	-13.5591660197733
"9"	"mid"	"LP"	10	102	"low"	"8"	"2070"	"andesite"	"20"	255.732202478769	0.542303242813139	0.432201294600964	7.47135472297668	1628.01853992176	-84.2918126417
"11"	"mid"	"LP"	10	103	"low"	"8"	"2070"	"andesite"	"50"	121.816588042818	1.1122753020403	1.00185687545066	7.72725486755371	2544.73698205042	-95.212998871708
"13"	"mid"	"LP"	10	104	"low"	"8"	"2070"	"andesite"	"100"	316.472640067146	0.723447269674444	0.617687600284395	7.31169595718384	3591.18079814531	-91.187504671706
"15"	"mid"	"LP"	10	105	"med"	"8"	"2070"	"rhyolite"	"10"	426.64578373517	0.802608925598055	0.693787510733347	7.32638720103673	333.991921242417	27.7413483979164
"17"	"mid"	"LP"	10	106	"med"	"8"	"2070"	"rhyolite"	"20"	291.299418663966	0.597274283562371	0.495285693090409	6.43712911605835	1501.09342543769	-80.5941846305117
"19"	"mid"	"LP"	10	107	"med"	"8"	"2070"	"rhyolite"	"50"	231.906218016583	0.955833576931126	0.747647060787883	6.11206346087986	2237.60410673339	-89.6359585094284
"21"	"mid"	"LP"	10	108	"med"	"8"	"2070"	"rhyolite"	"100"	534.410199148811	0.813867413922146	0.654050412247094	7.77137005329132	2593.93580764171	-79.3977091655682
"23"	"mid"	"LP"	10	109	"med"	"8"	"2070"	"andesite"	"10"	309.556725322463	1.0001420588046	0.818050078043107	7.08113866382175	333.001119459103	-7.04033493182296
"25"	"mid"	"LP"	10	11	"med"	"0"	"hist"	"rhyolite"	"50"	219.832056399325	0.832986951846572	0.636246458102356	6.04247987270355	2088.98078295979	-89.4765879038938
"27"	"mid"	"LP"	10	110	"med"	"8"	"2070"	"andesite"	"20"	291.024199023331	0.801190569926659	0.669597592925833	7.05238771438599	2567.99063580783	-88.667240644677
"29"	"mid"	"LP"	10	111	"med"	"8"	"2070"	"andesite"	"50"	550.469297439688	1.1618480932774	0.947705804670261	8.8062894821167	2575.46167759192	-78.6263836799008
"31"	"mid"	"LP"	10	112	"med"	"8"	"2070"	"andesite"	"100"	378.173678991536	1.09919507689523	0.950069959508255	7.21620265642802	3439.55920319362	-89.0051702369186
"33"	"mid"	"LP"	10	113	"high"	"8"	"2070"	"rhyolite"	"10"	680.50805890544	0.903586266325738	0.785113585846765	7.50358140468597	323.925207373335	110.081847110197
"35"	"mid"	"LP"	10	114	"high"	"8"	"2070"	"rhyolite"	"20"	706.960590349075	0.614048177994288	0.52476387255448	6.83681240081787	2344.91330900498	-69.851312300792
"37"	"mid"	"LP"	10	115	"high"	"8"	"2070"	"rhyolite"	"50"	298.08221600396	0.664335132841637	0.50934490809838	7.10932057244437	2240.59929317794	-86.6963175025742
"39"	"mid"	"LP"	10	116	"high"	"8"	"2070"	"rhyolite"	"100"	716.059689631514	0.916009567470391	0.798722679991471	7.79742370049159	2423.55181210173	-70.454120846274
"41"	"mid"	"LP"	10	117	"high"	"8"	"2070"	"andesite"	"10"	663.204795176347	1.1268810435381	0.978200389009159	8.56325600697444	338.097731385714	96.157718201232
"43"	"mid"	"LP"	10	118	"high"	"8"	"2070"	"andesite"	"20"	832.601207619552	1.01780897431981	0.911315841882518	8.97188953919844	2968.18554035139	-71.9491522244602
"45"	"mid"	"LP"	10	119	"high"	"8"	"2070"	"andesite"	"50"	721.580093571283	1.03917363687199	0.90525824270428	8.95781513055166	2966.77884419442	-75.6779951770481
"47"	"mid"	"LP"	10	12	"med"	"0"	"hist"	"rhyolite"	"100"	285.331581393721	0.971679642868638	0.732398250679437	6.93917443535545	3204.02543057976	-91.0945906149662
"49"	"mid"	"LP"	10	120	"high"	"8"	"2070"	"andesite"	"100"	793.75093541874	1.18604018398484	1.04558011526929	8.47826751073202	3208.77197450833	-75.2630931170993
"51"	"mid"	"LP"	10	13	"med"	"0"	"hist"	"andesite"	"10"	357.955723794466	1.22587727640098	1.06631238822426	9.22590739386422	326.307961828838	9.69874035198341
"53"	"mid"	"LP"	10	14	"med"	"0"	"hist"	"andesite"	"20"	309.97425542888	0.926678461022756	0.703617869848662	9.34649795293808	1731.21692784276	-82.0950078269433
"55"	"mid"	"LP"	10	15	"med"	"0"	"hist"	"andesite"	"50"	397.336600377725	1.0275640531812	0.858506702363491	9.25509083271027	2353.54596172333	-83.1175338472343
"57"	"mid"	"LP"	10	16	"med"	"0"	"hist"	"andesite"	"100"	325.707360794159	1.3527010477305	1.12805657051768	8.44489254951477	3318.782042527	-90.1859369907233
"59"	"mid"	"LP"	10	17	"high"	"0"	"hist"	"rhyolite"	"10"	512.91952622955	0.778445423362859	0.670963153101598	7.56218254566193	323.910152279094	58.3524081047012
"61"	"mid"	"LP"	10	18	"high"	"0"	"hist"	"rhyolite"	"20"	232.727399458705	0.836728059432504	0.628659902638953	6.6815550327301	1921.25817529217	-87.8867191066961
