"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"mid"	"LP"	18	1	"low"	"0"	"hist"	"rhyolite"	"10"	307.143201231451	0.739991125254358	0.613262346167056	7.10057616233826	323.134001768742	-4.94865920941849
"3"	"mid"	"LP"	18	10	"med"	"0"	"hist"	"rhyolite"	"20"	218.256964885875	0.834379007726264	0.602636545203453	6.92506235837936	1754.13549821754	-87.5575766462935
"5"	"mid"	"LP"	18	100	"low"	"8"	"2070"	"rhyolite"	"100"	374.798203841637	0.758029831730443	0.646309214795745	6.62812158039638	2234.16221303774	-83.2242170396377
"7"	"mid"	"LP"	18	101	"low"	"8"	"2070"	"andesite"	"10"	345.188740339217	1.0476425922323	0.873409435153008	8.3913249373436	327.436068474281	5.421721543279
"9"	"mid"	"LP"	18	102	"low"	"8"	"2070"	"andesite"	"20"	413.710473337669	0.940505259190174	0.781564015862161	7.35712971687317	1006.25158147062	-58.8859803099102
"11"	"mid"	"LP"	18	103	"low"	"8"	"2070"	"andesite"	"50"	173.407082714078	1.19264519699851	1.03322017317017	6.56230583190918	2639.4721802446	-93.4302363930198
"13"	"mid"	"LP"	18	104	"low"	"8"	"2070"	"andesite"	"100"	568.912625099537	0.868186025278126	0.717084408757534	6.85734278815133	3387.56350730175	-83.2058462114948
"15"	"mid"	"LP"	18	105	"med"	"8"	"2070"	"rhyolite"	"10"	433.338200382394	0.867527516017216	0.704574948631403	7.76593217849731	339.175461733829	27.7622497120563
"17"	"mid"	"LP"	18	106	"med"	"8"	"2070"	"rhyolite"	"20"	398.76992198176	0.92425770713014	0.794168270386017	7.27863758802414	907.688325650538	-56.0675277280929
"19"	"mid"	"LP"	18	107	"med"	"8"	"2070"	"rhyolite"	"50"	190.348136337857	1.04868037854209	0.887983739105138	5.98603471120199	2404.46723353494	-92.0835628914762
"21"	"mid"	"LP"	18	108	"med"	"8"	"2070"	"rhyolite"	"100"	250.985626248912	0.590918648001612	0.43322053445237	6.087500504085	2412.16013957029	-89.5949849211245
"23"	"mid"	"LP"	18	109	"med"	"8"	"2070"	"andesite"	"10"	449.296233541604	1.24577723520106	0.951009878121755	7.92142373637149	322.891694831121	39.1476587146644
"25"	"mid"	"LP"	18	11	"med"	"0"	"hist"	"rhyolite"	"50"	209.448689039793	0.862081886061036	0.586518496471016	5.83346310528842	2306.61692653816	-90.9196587161901
"27"	"mid"	"LP"	18	110	"med"	"8"	"2070"	"andesite"	"20"	422.404330681753	0.906432026867832	0.764503227259085	7.4257631831699	1149.89609316529	-63.2658695692226
"29"	"mid"	"LP"	18	111	"med"	"8"	"2070"	"andesite"	"50"	420.793766475306	1.04266822065022	0.870857160493552	8.10055947303772	2697.94668135839	-84.4031844890485
"31"	"mid"	"LP"	18	112	"med"	"8"	"2070"	"andesite"	"100"	464.264617893817	1.05325267989368	0.915273111590669	10.0665633337838	2671.74175817868	-82.6231477472469
"33"	"mid"	"LP"	18	113	"high"	"8"	"2070"	"rhyolite"	"10"	455.827472589626	0.938995380029191	0.80739281795643	7.47273317972819	334.375443985442	36.3220537837917
