"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"LP"	16	1	"low"	"0"	"hist"	"rhyolite"	"10"	1473.20860625239	1.30039933300841	0.900540352481041	6.79129726648331	324.391037624	354.145902748392
"3"	"short"	"LP"	16	10	"med"	"0"	"hist"	"rhyolite"	"20"	2027.12399622241	1.35940168611326	0.976424047683212	7.39248322849431	1399.06927716125	44.8908949194781
"5"	"short"	"LP"	16	100	"low"	"8"	"2070"	"rhyolite"	"100"	1905.31598952662	1.25442727680767	0.946244597063157	6.48572938397246	2592.33540631616	-26.5019493664145
"7"	"short"	"LP"	16	101	"low"	"8"	"2070"	"andesite"	"10"	1641.74450695215	1.70615771201826	1.14279991665774	7.89381864645185	333.889123215202	391.703500594116
"9"	"short"	"LP"	16	102	"low"	"8"	"2070"	"andesite"	"20"	1411.33069299058	1.51589622369443	1.01975780109074	6.85488599936167	1435.79133750427	-1.70363505300204
"11"	"short"	"LP"	16	103	"low"	"8"	"2070"	"andesite"	"50"	1191.58823104254	2.2682403028591	1.24274874895866	7.81244588154618	2573.69300743483	-53.7012290276928
"13"	"short"	"LP"	16	104	"low"	"8"	"2070"	"andesite"	"100"	1347.66239508595	1.95696421179972	1.22837712362476	7.52254007412837	3588.57864806544	-62.4457890643568
"15"	"short"	"LP"	16	105	"med"	"8"	"2070"	"rhyolite"	"10"	2001.67763001907	1.36996686555506	0.958234836307487	6.8033042867133	325.063470672869	515.780550756957
"17"	"short"	"LP"	16	106	"med"	"8"	"2070"	"rhyolite"	"20"	1598.21499636309	1.40718135767519	0.989842780889964	6.4570294364554	1558.48870300735	2.54902671280725
"19"	"short"	"LP"	16	107	"med"	"8"	"2070"	"rhyolite"	"50"	1349.40201343148	1.61511358874695	1.04482982791605	6.78768098532264	2819.74803039238	-52.1445888466956
"21"	"short"	"LP"	16	108	"med"	"8"	"2070"	"rhyolite"	"100"	1753.87462796262	1.47442324260083	0.992766157552904	6.90022168793045	2386.61002177456	-26.5118887475998
"23"	"short"	"LP"	16	109	"med"	"8"	"2070"	"andesite"	"10"	2046.3236155798	1.95668655900824	1.29039275157175	8.24678434887711	338.20072769696	505.061860604089
"25"	"short"	"LP"	16	11	"med"	"0"	"hist"	"rhyolite"	"50"	1900.56707504252	1.59106466090203	1.01195072667847	7.3740598369885	3119.41845590838	-39.0730323005328
"27"	"short"	"LP"	16	110	"med"	"8"	"2070"	"andesite"	"20"	1247.60743515337	2.11902612039581	1.30831287201414	8.0066696697513	1956.7359701975	-36.2403791745374
"29"	"short"	"LP"	16	111	"med"	"8"	"2070"	"andesite"	"50"	1279.43303980847	2.46869670895886	1.32072737641295	8.28162734203429	2640.23236563876	-51.540892519173
"31"	"short"	"LP"	16	112	"med"	"8"	"2070"	"andesite"	"100"	1602.88109021437	2.33285846402446	1.28288361937155	8.56853220679543	3329.51753043852	-51.8584577026313
"33"	"short"	"LP"	16	113	"high"	"8"	"2070"	"rhyolite"	"10"	3195.06090823843	1.22310568894408	0.865945247076854	7.03432019723428	335.570815175457	852.127170704001
"35"	"short"	"LP"	16	114	"high"	"8"	"2070"	"rhyolite"	"20"	1820.68980571298	1.56814592271446	1.12634445051985	7.31390934724074	1782.08178705173	2.16645604830072
"37"	"short"	"LP"	16	115	"high"	"8"	"2070"	"rhyolite"	"50"	1702.52479400326	1.74565117555873	1.06848302855044	7.26684625430774	2578.83621768303	-33.9808871021322
"39"	"short"	"LP"	16	116	"high"	"8"	"2070"	"rhyolite"	"100"	2119.53127003337	1.62849791784907	0.988641525898588	7.3260042879069	2375.89559955882	-10.7902186263171
"41"	"short"	"LP"	16	117	"high"	"8"	"2070"	"andesite"	"10"	3311.92397761778	1.7504275422765	1.18022555791107	8.38810961938086	337.808750660468	880.413909095741
"43"	"short"	"LP"	16	118	"high"	"8"	"2070"	"andesite"	"20"	1802.41688185638	2.0933337510703	1.32666627867091	8.20156376634664	1885.64255702024	-4.41365066003707
"45"	"short"	"LP"	16	119	"high"	"8"	"2070"	"andesite"	"50"	1588.3801518279	2.49410569923423	1.38796918792895	8.41583030700684	3057.80190521265	-48.0548380482011
"47"	"short"	"LP"	16	12	"med"	"0"	"hist"	"rhyolite"	"100"	1604.14975534656	1.62998824585034	1.01932920270094	7.18026350879069	2834.12464286072	-43.3987577297465
"49"	"short"	"LP"	16	120	"high"	"8"	"2070"	"andesite"	"100"	2457.65322514252	2.0105281656457	1.08601078531314	8.60966350542789	3128.870078938	-21.4523721618796
"51"	"short"	"LP"	16	13	"med"	"0"	"hist"	"andesite"	"10"	1908.57298966811	2.00450451159079	1.116160334211	8.42421939660763	325.708552229479	485.975706380415
"53"	"short"	"LP"	16	14	"med"	"0"	"hist"	"andesite"	"20"	2491.93265234495	1.79879686765214	1.27139741879393	8.1884706158387	1771.72519187933	40.6500660354478
"55"	"short"	"LP"	16	15	"med"	"0"	"hist"	"andesite"	"50"	2229.61234722203	2.00748646766374	1.2912088459917	8.4849990681485	2776.13256638935	-19.6863876669306
"57"	"short"	"LP"	16	16	"med"	"0"	"hist"	"andesite"	"100"	1681.18363618832	2.14475365626698	1.22809597159669	8.74551011527457	3071.69557629905	-45.2685464939886
"59"	"short"	"LP"	16	17	"high"	"0"	"hist"	"rhyolite"	"10"	3763.07676554202	1.13732873118261	0.795914886835047	6.74390796599565	339.693589111642	1007.78562980336
"61"	"short"	"LP"	16	18	"high"	"0"	"hist"	"rhyolite"	"20"	2810.748514226	1.40591718873752	0.983941320637842	6.68619153362054	2030.44850731516	38.4299332930445
"63"	"short"	"LP"	16	19	"high"	"0"	"hist"	"rhyolite"	"50"	2713.36797232327	1.50172325352925	0.983339970735885	6.89327525190946	3652.90699498623	-25.7203105349389
"65"	"short"	"LP"	16	2	"low"	"0"	"hist"	"rhyolite"	"20"	1199.30075556412	1.35219515205496	0.980425295444558	7.08814954104489	994.933279463523	20.5408222158168
"67"	"short"	"LP"	16	20	"high"	"0"	"hist"	"rhyolite"	"100"	2492.22382536596	1.45718736007675	0.897094459780445	6.91380510864587	3962.20042661417	-37.1000061323087
"69"	"short"	"LP"	16	21	"high"	"0"	"hist"	"andesite"	"10"	3403.55877978802	1.60821215695238	1.02701050732344	7.848231119123	325.733540742009	944.890486879196
"71"	"short"	"LP"	16	22	"high"	"0"	"hist"	"andesite"	"20"	3394.62253294617	1.77875870607698	1.16894731828343	8.3071524143219	2617.37554494589	29.6956617288308
"73"	"short"	"LP"	16	23	"high"	"0"	"hist"	"andesite"	"50"	3128.40582599976	1.73972210139236	1.09806322187876	8.14146454459742	3504.42356552149	-10.7298028474984
"75"	"short"	"LP"	16	24	"high"	"0"	"hist"	"andesite"	"100"	2728.78318399341	1.8794658810728	1.06245858690217	7.98617214445742	3641.70669324877	-25.0685622471407
"77"	"short"	"LP"	16	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	1444.00207417759	1.60537305362252	1.0829567853948	6.75491298768753	323.278415895916	346.67444628982
"79"	"short"	"LP"	16	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	1370.39699619642	1.63005368161524	0.962319041791117	7.06272933959961	1102.51797155136	24.2970211422605
"81"	"short"	"LP"	16	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	1513.26684045745	1.31324085548867	0.894552756862508	6.65443290363659	2834.92110585325	-46.6204954581271
"83"	"short"	"LP"	16	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	1258.54483055887	1.72148061801376	1.02076106573577	6.86107212660328	2930.45648324506	-57.0529425106761
"85"	"short"	"LP"	16	29	"low"	"4.5"	"2030"	"andesite"	"10"	1435.96491553909	2.18622695311996	1.28661604018216	8.12158804343491	325.083077742698	341.722443847307
"87"	"short"	"LP"	16	3	"low"	"0"	"hist"	"rhyolite"	"50"	1229.05782553634	1.47410016483823	1.01573733671609	6.7061860320544	3484.17893446617	-64.7246066102328
"89"	"short"	"LP"	16	30	"low"	"4.5"	"2030"	"andesite"	"20"	1482.63244731384	2.15066678530484	1.27846955770199	7.94418043451211	1434.9045641619	3.32620610066992
"91"	"short"	"LP"	16	31	"low"	"4.5"	"2030"	"andesite"	"50"	1639.71926826419	1.82383855913617	1.09560673925552	8.24588067231778	2957.18546794173	-44.5513551300698
"93"	"short"	"LP"	16	32	"low"	"4.5"	"2030"	"andesite"	"100"	1343.29933803146	1.9728345929351	1.09622253219433	8.10546301376252	3637.27415064969	-63.0685155312938
"95"	"short"	"LP"	16	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	1994.24170869719	1.67673759976075	1.09745191083713	7.24232256032051	335.475297841979	494.452623345325
