"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"short"	"LP"	9	1	"low"	"0"	"hist"	"rhyolite"	"10"	1346.09089872295	1.44029159477087	1.00458864802427	6.69872234862985	332.02786328674	305.415041195041
"3"	"short"	"LP"	9	10	"med"	"0"	"hist"	"rhyolite"	"20"	1535.24630877368	1.48512380487514	0.953206368811918	6.82820119103082	1007.53650536572	52.3762464781769
"5"	"short"	"LP"	9	100	"low"	"8"	"2070"	"rhyolite"	"100"	1724.45021777813	1.29031201537773	0.909902234967094	6.33137106698407	3029.70120703112	-43.0818387708943
"7"	"short"	"LP"	9	101	"low"	"8"	"2070"	"andesite"	"10"	2654.55446507769	1.48182502109776	1.08599297976702	7.73635825024375	330.458021308917	703.295515286092
"9"	"short"	"LP"	9	102	"low"	"8"	"2070"	"andesite"	"20"	1752.94819209923	1.62114761483303	1.02577233066577	7.42860685828273	1267.16642217054	38.3360671044764
"11"	"short"	"LP"	9	103	"low"	"8"	"2070"	"andesite"	"50"	1529.76237616997	1.9107551904772	0.988282476946072	7.52144937603562	2648.44932411647	-42.2393185989954
"13"	"short"	"LP"	9	104	"low"	"8"	"2070"	"andesite"	"100"	1452.30848581925	1.77141192939859	1.06122298489786	7.63073528192605	3562.17357487363	-59.2297103076801
"15"	"short"	"LP"	9	105	"med"	"8"	"2070"	"rhyolite"	"10"	2703.43374249581	1.20082885572607	0.867394192216991	7.08407364220455	329.143548676179	721.354012062235
"17"	"short"	"LP"	9	106	"med"	"8"	"2070"	"rhyolite"	"20"	1473.33077188112	1.5369604731771	1.04112567560504	6.66057694508479	1348.52268737854	9.25517128267246
"19"	"short"	"LP"	9	107	"med"	"8"	"2070"	"rhyolite"	"50"	1718.98248681316	1.53953071742609	0.97459935962334	6.96908769489806	2401.45503669686	-28.4191267150446
"21"	"short"	"LP"	9	108	"med"	"8"	"2070"	"rhyolite"	"100"	1868.4998191302	1.34452499677765	0.964372645200867	6.78662346621029	2153.8591089213	-13.2487444795778
"23"	"short"	"LP"	9	109	"med"	"8"	"2070"	"andesite"	"10"	2740.58814489877	1.68094741483219	1.17225905514742	8.21319485312761	327.934891154995	735.711056925462
"25"	"short"	"LP"	9	11	"med"	"0"	"hist"	"rhyolite"	"50"	1967.19633687296	1.37762530515862	0.991396567196194	7.43027587664329	2486.88799595336	-20.8972683902948
"27"	"short"	"LP"	9	110	"med"	"8"	"2070"	"andesite"	"20"	1869.32197467748	1.86074880304663	1.18952189761883	8.00875670365665	1380.35174894767	35.4235959133306
"29"	"short"	"LP"	9	111	"med"	"8"	"2070"	"andesite"	"50"	1746.3289632704	2.10851701113458	1.20415910360696	8.31815192828307	2591.69771093209	-32.6183390947107
"31"	"short"	"LP"	9	112	"med"	"8"	"2070"	"andesite"	"100"	1767.83712431859	2.06974180600425	1.20913032052959	8.22028669673726	3610.96330474735	-51.0425065246605
"33"	"short"	"LP"	9	113	"high"	"8"	"2070"	"rhyolite"	"10"	2776.92131320802	1.38297011742056	0.964474827220494	7.21247746611154	334.855060564156	729.290532007946
"35"	"short"	"LP"	9	114	"high"	"8"	"2070"	"rhyolite"	"20"	2472.73063774171	1.41649965733039	0.94438233466612	7.05652353027104	1635.88474128055	51.1555536489749
"37"	"short"	"LP"	9	115	"high"	"8"	"2070"	"rhyolite"	"50"	2659.68257823894	1.57418536453843	0.984050437678792	7.52393203675747	2261.25192270293	17.6199145055786
"39"	"short"	"LP"	9	116	"high"	"8"	"2070"	"rhyolite"	"100"	2935.09532635422	1.24939712607287	0.834692427607966	7.01336157624492	2358.31250321664	24.4574382042613
"41"	"short"	"LP"	9	117	"high"	"8"	"2070"	"andesite"	"10"	3226.96443064581	1.78024230153394	1.21211026807022	8.78790309409465	322.881136164521	899.427984235517
"43"	"short"	"LP"	9	118	"high"	"8"	"2070"	"andesite"	"20"	3269.51311545488	1.79684370855768	1.23988369257187	8.38101340649175	1801.41000459498	81.4974440641002
"45"	"short"	"LP"	9	119	"high"	"8"	"2070"	"andesite"	"50"	2373.5220386372	2.22119313673668	1.29021446418724	8.90986410831583	2972.78302362729	-20.1582483560771
"47"	"short"	"LP"	9	12	"med"	"0"	"hist"	"rhyolite"	"100"	1417.42607086107	1.70770693005062	0.964929349504127	7.05066523110935	2640.87116926195	-46.3273298842064
"49"	"short"	"LP"	9	120	"high"	"8"	"2070"	"andesite"	"100"	3188.80275666769	1.7110693096388	1.04504480820287	8.47099154312294	2923.61514529647	9.07053761155483
"51"	"short"	"LP"	9	13	"med"	"0"	"hist"	"andesite"	"10"	1654.86365177169	2.16794560596409	1.26104771552178	8.40767797629039	331.114904516706	399.785309932552
"53"	"short"	"LP"	9	14	"med"	"0"	"hist"	"andesite"	"20"	1682.08390759645	1.98063313961208	1.12669205502775	8.27296347997675	1448.93301162876	16.0912129198855
"55"	"short"	"LP"	9	15	"med"	"0"	"hist"	"andesite"	"50"	2575.86211116835	1.53848038355836	1.0860122129735	8.23629207260038	2729.81398386277	-5.63964700908217
"57"	"short"	"LP"	9	16	"med"	"0"	"hist"	"andesite"	"100"	1699.52972752226	2.18300605302601	1.19534761298918	8.65559152179294	2944.5273986301	-42.2817485647121
"59"	"short"	"LP"	9	17	"high"	"0"	"hist"	"rhyolite"	"10"	2997.58684348607	1.34354117912269	0.895975879419388	7.28462280318851	334.201450219506	796.940106488835
"61"	"short"	"LP"	9	18	"high"	"0"	"hist"	"rhyolite"	"20"	2136.54193053367	1.55283917992233	1.00853424076781	7.65385038648333	1115.97877937561	91.4500499488946
"63"	"short"	"LP"	9	19	"high"	"0"	"hist"	"rhyolite"	"50"	2908.60662689465	1.29725010285222	0.901257954227428	6.80784968596238	3178.89924620887	-8.50271110783321
