"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"LPS"	5	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	43537.5271073614	-100
"3"	"long"	"LPS"	5	10	"med"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	5531.74613130083	-100
"5"	"long"	"LPS"	5	100	"low"	"8"	"2070"	"rhyolite"	"100"	73286.1938177264	0.463789834000818	0.409371086294536	6.94731025304951	7179.95881614446	920.704932916037
"7"	"long"	"LPS"	5	101	"low"	"8"	"2070"	"andesite"	"10"	62.7260972022772	0.703860920432893	0.592358724597622	7.58645629882812	43395.3353964277	-99.855454286436
"9"	"long"	"LPS"	5	102	"low"	"8"	"2070"	"andesite"	"20"	63.2316722045783	0.637530015724743	0.505801044404507	8.83524417877197	5254.99647267745	-98.7967323568466
"11"	"long"	"LPS"	5	103	"low"	"8"	"2070"	"andesite"	"50"	21329.0149598605	1.57021781991214	1.54048835857512	4.61864430811799	20422.7653458383	4.43744810595331
"13"	"long"	"LPS"	5	104	"low"	"8"	"2070"	"andesite"	"100"	84939.3646251388	0.82858880202882	0.738502459693498	8.72584763648366	12252.6134449054	593.234671991195
"15"	"long"	"LPS"	5	105	"med"	"8"	"2070"	"rhyolite"	"10"	0	NA	0	0	43111.3022288162	-100
"17"	"long"	"LPS"	5	106	"med"	"8"	"2070"	"rhyolite"	"20"	0.110405968575882	2.775719165802	2.775719165802	0	5508.47505694785	-99.9979957072069
"19"	"long"	"LPS"	5	107	"med"	"8"	"2070"	"rhyolite"	"50"	43128.0423942705	0.760591625642029	0.723769664233624	8.17944624950069	4824.64270403307	793.911633253556
"21"	"long"	"LPS"	5	108	"med"	"8"	"2070"	"rhyolite"	"100"	66606.970897746	0.675337401247784	0.577896307366504	7.91151902419699	4515.01304808334	1375.23318733312
"23"	"long"	"LPS"	5	109	"med"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	43257.9485831732	-100
"25"	"long"	"LPS"	5	11	"med"	"0"	"hist"	"rhyolite"	"50"	46533.8169918891	0.984008032459488	0.896212399877375	8.93846810708834	17643.3790035975	163.746626892732
"27"	"long"	"LPS"	5	110	"med"	"8"	"2070"	"andesite"	"20"	113.758991292711	0.829936274309009	0.749897183318223	9.85506343841553	12615.9725909322	-99.098293924842
"29"	"long"	"LPS"	5	111	"med"	"8"	"2070"	"andesite"	"50"	42481.7234884014	2.06691333752813	2.04392262202674	5.03988955064785	11547.7324854343	267.879352435516
"31"	"long"	"LPS"	5	112	"med"	"8"	"2070"	"andesite"	"100"	36402.2150629167	1.47482830577256	1.10095258948658	8.84265010430137	7162.61991224166	408.224860580715
"33"	"long"	"LPS"	5	113	"high"	"8"	"2070"	"rhyolite"	"10"	0.769664005584797	0.836053133010864	0.836053133010864	0	43645.4177002889	-99.9982365525497
"35"	"long"	"LPS"	5	114	"high"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	5376.52096571702	-100
"37"	"long"	"LPS"	5	115	"high"	"8"	"2070"	"rhyolite"	"50"	61069.1192069667	0.927386314654827	0.894451497357898	4.27478810839292	4827.04998468863	1165.14370890456
"39"	"long"	"LPS"	5	116	"high"	"8"	"2070"	"rhyolite"	"100"	52891.5222051961	0.746852182046639	0.657587406801133	4.21014560246665	4066.84616853694	1200.55379557727
"41"	"long"	"LPS"	5	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	42604.8383343952	-100
"43"	"long"	"LPS"	5	118	"high"	"8"	"2070"	"andesite"	"20"	0	NA	0	0	24962.5583210596	-100
"45"	"long"	"LPS"	5	119	"high"	"8"	"2070"	"andesite"	"50"	46690.7172400506	1.57906786161274	1.39698983849362	10.50883709796	10628.3072101617	339.305303439195
"47"	"long"	"LPS"	5	12	"med"	"0"	"hist"	"rhyolite"	"100"	0	NA	0	0	6699.85020849986	-100
