"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"LPS"	7	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	43503.5381160392	-100
"3"	"long"	"LPS"	7	10	"med"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	5634.85576162359	-100
"5"	"long"	"LPS"	7	100	"low"	"8"	"2070"	"rhyolite"	"100"	58394.6459342305	0.66363926916436	0.569290732416636	7.7244198204635	6844.56729277726	753.153215336951
"7"	"long"	"LPS"	7	101	"low"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	42762.4700366873	-100
"9"	"long"	"LPS"	7	102	"low"	"8"	"2070"	"andesite"	"20"	0.161348752101997	2.19186949729919	2.19186949729919	0	5426.34159513618	-99.9970265647808
"11"	"long"	"LPS"	7	103	"low"	"8"	"2070"	"andesite"	"50"	41164.6249073196	1.00510210255959	0.95780704529079	8.59264348623321	30664.1922918474	34.2433040972806
"13"	"long"	"LPS"	7	104	"low"	"8"	"2070"	"andesite"	"100"	67713.4283724603	1.09906460483496	0.98391900451171	9.349695141735	11935.9422050223	467.306939069866
"15"	"long"	"LPS"	7	105	"med"	"8"	"2070"	"rhyolite"	"10"	29.759461810753	0.853805775202636	0.5911139961746	8.4086799621582	43167.5646034772	-99.93106059588
"17"	"long"	"LPS"	7	106	"med"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	5693.22715411131	-100
"19"	"long"	"LPS"	7	107	"med"	"8"	"2070"	"rhyolite"	"50"	45377.7182932762	0.823826406652175	0.784637166325296	8.44980228563835	9013.70185611462	403.430433107717
"21"	"long"	"LPS"	7	108	"med"	"8"	"2070"	"rhyolite"	"100"	62766.6252203832	0.755914762748767	0.61310128553802	8.22900612878921	3699.03330001558	1596.83860970159
"23"	"long"	"LPS"	7	109	"med"	"8"	"2070"	"andesite"	"10"	186.408150201886	0.681763740793605	0.491247707889194	9.36968302726746	43265.4281026978	-99.5691521883028
"25"	"long"	"LPS"	7	11	"med"	"0"	"hist"	"rhyolite"	"50"	29478.3023181303	0.636636203071257	0.56936118186893	6.98733339371619	22622.4518988111	30.3055144065951
"27"	"long"	"LPS"	7	110	"med"	"8"	"2070"	"andesite"	"20"	64.4648038898926	0.770088643907895	0.639856608682557	9.03523921966553	12804.8780217845	-99.4965605780842
"29"	"long"	"LPS"	7	111	"med"	"8"	"2070"	"andesite"	"50"	49130.5487774491	1.31302752592876	1.22162593703422	10.2570589783206	19051.4250979137	157.883851338918
"31"	"long"	"LPS"	7	112	"med"	"8"	"2070"	"andesite"	"100"	28510.8753490804	1.83905743787297	1.39854696200569	9.23833427000582	6388.313748557	346.297355941863
"33"	"long"	"LPS"	7	113	"high"	"8"	"2070"	"rhyolite"	"10"	59.2575790714124	0.649333485287814	0.404346097260714	7.66302585601807	43004.341310388	-99.8622055883993
"35"	"long"	"LPS"	7	114	"high"	"8"	"2070"	"rhyolite"	"20"	0	NA	0	0	5477.02482225249	-100
"37"	"long"	"LPS"	7	115	"high"	"8"	"2070"	"rhyolite"	"50"	65191.3711157642	0.793494614905548	0.749337864398956	9.0451278054405	6098.69514449656	968.939659569518
"39"	"long"	"LPS"	7	116	"high"	"8"	"2070"	"rhyolite"	"100"	48616.8197341181	1.12154074281295	0.888260746439595	8.55650383721662	3108	1464.24773919299
"41"	"long"	"LPS"	7	117	"high"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	43489.244961251	-100
"43"	"long"	"LPS"	7	118	"high"	"8"	"2070"	"andesite"	"20"	85.0763750714431	1.24643703897644	1.12060754699633	11.8257246017456	15528.6798796103	-99.4521338856167
"45"	"long"	"LPS"	7	119	"high"	"8"	"2070"	"andesite"	"50"	55851.1992115296	1.39829049425224	1.27900601768537	11.0190368123919	19855.6122360902	181.286714040541
"47"	"long"	"LPS"	7	12	"med"	"0"	"hist"	"rhyolite"	"100"	53489.0983306688	0.771224490745346	0.626958915156356	8.31285090560457	7343.11918520236	628.42476039962
"49"	"long"	"LPS"	7	120	"high"	"8"	"2070"	"andesite"	"100"	31357.9323562296	1.80669462938598	1.36110110050499	9.68325222440246	4067.62294343863	670.915416504183
"51"	"long"	"LPS"	7	13	"med"	"0"	"hist"	"andesite"	"10"	0.361642789854753	2.0918248295784	2.0918248295784	0	42572.2010099345	-99.9991505189272
"53"	"long"	"LPS"	7	14	"med"	"0"	"hist"	"andesite"	"20"	0	NA	0	0	16525.3435738744	-100
"55"	"long"	"LPS"	7	15	"med"	"0"	"hist"	"andesite"	"50"	39110.6973090369	1.52795800744101	1.44786007782203	8.18481896042051	16147.6539863863	142.206684277544
"57"	"long"	"LPS"	7	16	"med"	"0"	"hist"	"andesite"	"100"	40202.9392137536	1.35001082174734	1.13158491770605	9.98376570690063	8180.25152476514	391.463362612287
"59"	"long"	"LPS"	7	17	"high"	"0"	"hist"	"rhyolite"	"10"	2.07422300016424	4.45957042195258	3.63464117050171	4.49018478393555	42424.1499603141	-99.9951107494149
"61"	"long"	"LPS"	7	18	"high"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	5165.98890338371	-100
"63"	"long"	"LPS"	7	19	"high"	"0"	"hist"	"rhyolite"	"50"	76.673764784585	0.556963942820682	0.402148867025971	6.33727622032166	12251.3884041535	-99.3741626478955
"65"	"long"	"LPS"	7	2	"low"	"0"	"hist"	"rhyolite"	"20"	0	NA	0	0	6761.95123166226	-100
"67"	"long"	"LPS"	7	20	"high"	"0"	"hist"	"rhyolite"	"100"	82890.6882268934	0.90401494948719	0.770537706863597	8.58963346919407	6264.47975992364	1223.18550627584
"69"	"long"	"LPS"	7	21	"high"	"0"	"hist"	"andesite"	"10"	12.1057283261909	1.33318146569463	0.957710469762484	5.50306034088135	42735.2969853593	-99.9716727642484
"71"	"long"	"LPS"	7	22	"high"	"0"	"hist"	"andesite"	"20"	54.5260924848928	0.455204323795935	0.323986339569092	7.47879028320312	57237.7104766461	-99.9047374676051
"73"	"long"	"LPS"	7	23	"high"	"0"	"hist"	"andesite"	"50"	65.6331738534341	0.703513053999727	0.562204213054092	9.83675193786621	21823.4893732336	-99.6992544467525
