"distance"	"species"	"replicate"	"rid"	"elevation"	"rcp"	"period"	"model.soil.y"	"model.stand.age.x.post"	"density.post"	"w.height.post"	"height_avg_m.s.post"	"height_avg_m.post"	"density.pre"	"dens.change"
"1"	"long"	"LPS"	10	1	"low"	"0"	"hist"	"rhyolite"	"10"	0	NA	0	0	43420.6153922615	-100
"3"	"long"	"LPS"	10	10	"med"	"0"	"hist"	"rhyolite"	"20"	41.4906767087706	0.617656048256537	0.442032999545336	7.72875213623047	5512.10036133329	-99.2472800930872
"5"	"long"	"LPS"	10	100	"low"	"8"	"2070"	"rhyolite"	"100"	18422.2706692324	0.76140277507544	0.753130144404398	3.92814350624879	5909.56281164529	211.736608212874
"7"	"long"	"LPS"	10	101	"low"	"8"	"2070"	"andesite"	"10"	0	NA	0	0	43853.8147488865	-100
"9"	"long"	"LPS"	10	102	"low"	"8"	"2070"	"andesite"	"20"	153.143755993558	0.506244701753152	0.393614927927653	6.14313046137492	7106.84077010649	-97.8451218910416
"11"	"long"	"LPS"	10	103	"low"	"8"	"2070"	"andesite"	"50"	58646.6327405008	0.552047163911469	0.524211379391154	7.41229168237266	40530.7566086622	44.6966147381687
"13"	"long"	"LPS"	10	104	"low"	"8"	"2070"	"andesite"	"100"	0.293451393961363	1.53892362117767	1.53892362117767	0	11056.9376919955	-99.9973459975797
"15"	"long"	"LPS"	10	105	"med"	"8"	"2070"	"rhyolite"	"10"	115.587952333946	0.351657482154985	0.246339472476393	6.33308601379395	42539.0748807963	-99.7282781709338
"17"	"long"	"LPS"	10	106	"med"	"8"	"2070"	"rhyolite"	"20"	5.48687212107158	0.163031920790672	0.163031920790672	0	5408.22903472539	-99.8985458625025
"19"	"long"	"LPS"	10	107	"med"	"8"	"2070"	"rhyolite"	"50"	38645.5513441693	0.882115669498821	0.812679169067036	8.72834832126764	10031.4437177977	285.244162568592
"21"	"long"	"LPS"	10	108	"med"	"8"	"2070"	"rhyolite"	"100"	50524.6593156764	0.863744466000166	0.722875165223628	7.87601429062273	5106.11821137789	889.492550389707
"23"	"long"	"LPS"	10	109	"med"	"8"	"2070"	"andesite"	"10"	101.512864819679	0.530075050032347	0.384438530320213	7.77642869949341	42862.6353088848	-99.7631670006099
"25"	"long"	"LPS"	10	11	"med"	"0"	"hist"	"rhyolite"	"50"	67276.6766038683	0.664301589944501	0.608442829907536	8.35687939588689	15901.6920275419	323.078729529816
"27"	"long"	"LPS"	10	110	"med"	"8"	"2070"	"andesite"	"20"	6.48687212107158	0.741681667875684	0.180589914321899	3.82032036781311	16896.3568333461	-99.9616078650264
"29"	"long"	"LPS"	10	111	"med"	"8"	"2070"	"andesite"	"50"	50520.5404300832	1.45971502837674	1.34052934509951	10.4914793917473	20218.7618461826	149.86960534194
"31"	"long"	"LPS"	10	112	"med"	"8"	"2070"	"andesite"	"100"	46324.3544690358	0.716992728340669	0.598019064541479	4.42005663341358	5513.26775087479	740.234078268474
"33"	"long"	"LPS"	10	113	"high"	"8"	"2070"	"rhyolite"	"10"	57.121364423831	0.642714258322928	0.530071682654894	6.96436929702759	42908.3728841144	-99.8668759484819
"35"	"long"	"LPS"	10	114	"high"	"8"	"2070"	"rhyolite"	"20"	176.125857924165	0.291719995720373	0.250187856073563	7.56507158279419	6467.85980025299	-97.2769066837646
"37"	"long"	"LPS"	10	115	"high"	"8"	"2070"	"rhyolite"	"50"	61094.4560047863	1.95750910145943	1.92507389273114	4.56370429573618	9861.65322709477	519.515355061665
"39"	"long"	"LPS"	10	116	"high"	"8"	"2070"	"rhyolite"	"100"	46870.9825462798	1.0017968479403	0.801922079690104	8.26672429012587	3746.48718310358	1151.06480432296
"41"	"long"	"LPS"	10	117	"high"	"8"	"2070"	"andesite"	"10"	1	4.34684181213379	0	4.34684181213379	42862.7731288393	-99.9976669731634
"43"	"long"	"LPS"	10	118	"high"	"8"	"2070"	"andesite"	"20"	141.472856162518	0.701185277418946	0.59164245642962	8.3403103351593	26244.7440385053	-99.460947853197
"45"	"long"	"LPS"	10	119	"high"	"8"	"2070"	"andesite"	"50"	42762.8651080948	1.38464292763283	1.12848153380861	9.84303613206384	17661.6431360715	142.122801251473
"47"	"long"	"LPS"	10	12	"med"	"0"	"hist"	"rhyolite"	"100"	53647.5634756198	1.6590364691371	1.61143728602053	4.26037939974876	5618.5907041552	854.822415449216
"49"	"long"	"LPS"	10	120	"high"	"8"	"2070"	"andesite"	"100"	36802.5736086937	1.62315637302104	1.1991621802069	9.07603118106572	5369.51797515283	585.398089344251
"51"	"long"	"LPS"	10	13	"med"	"0"	"hist"	"andesite"	"10"	79.0887783597338	0.585574592548159	0.483443579503468	8.5608606338501	43721.4583584982	-99.8191076388367
"53"	"long"	"LPS"	10	14	"med"	"0"	"hist"	"andesite"	"20"	61.6124976260844	0.858311436031406	0.713301134498223	9.64774799346924	15526.81712905	-99.6031865570774
"55"	"long"	"LPS"	10	15	"med"	"0"	"hist"	"andesite"	"50"	93485.3926883301	0.913947568401884	0.867959141244374	10.4644907750356	12643.7167040497	639.382215503039
"57"	"long"	"LPS"	10	16	"med"	"0"	"hist"	"andesite"	"100"	35794.5931854253	1.41671253472222	1.11994040887247	9.68674485529623	5064.73635670329	606.741489871439
"59"	"long"	"LPS"	10	17	"high"	"0"	"hist"	"rhyolite"	"10"	5.48687212107158	0.248401626944542	0.248401626944542	0	42318.2426600879	-99.9870342628234
"61"	"long"	"LPS"	10	18	"high"	"0"	"hist"	"rhyolite"	"20"	119.689345592956	0.485899980758268	0.371028440969962	7.24547815322876	5271.13700589951	-97.7293448176551
"63"	"long"	"LPS"	10	19	"high"	"0"	"hist"	"rhyolite"	"50"	142909.812011123	0.68908176299813	0.652792675183521	9.04448639304893	15346.3472894884	831.230144315908
"65"	"long"	"LPS"	10	2	"low"	"0"	"hist"	"rhyolite"	"20"	0.769664005584797	0.790879726409912	0.790879726409912	0	6404.70780887742	-99.9879828396774
"67"	"long"	"LPS"	10	20	"high"	"0"	"hist"	"rhyolite"	"100"	72589.974152089	2.12311428380515	2.08572061251315	4.50282268957272	5431.46172023148	1236.47216699882
"69"	"long"	"LPS"	10	21	"high"	"0"	"hist"	"andesite"	"10"	92.9204644991299	0.753334506680968	0.60231313021744	7.61880135536194	42337.4558876682	-99.7805242130144
"71"	"long"	"LPS"	10	22	"high"	"0"	"hist"	"andesite"	"20"	2.13605518157865	0.396501839160919	0.396501839160919	0	21133.7094322084	-99.9898926632429
"73"	"long"	"LPS"	10	23	"high"	"0"	"hist"	"andesite"	"50"	45493.5607047794	1.11113449035063	0.998375129901937	5.45521684111356	11545.1751167487	294.048251713234
"75"	"long"	"LPS"	10	24	"high"	"0"	"hist"	"andesite"	"100"	43990.6443977342	1.30539766915304	1.13603891218721	8.41873769354214	3909.82818372282	1025.12986071546
"77"	"long"	"LPS"	10	25	"low"	"4.5"	"2030"	"rhyolite"	"10"	0.265434165121596	1.63625037670135	1.63625037670135	0	42667.7760141424	-99.9993779048502
"79"	"long"	"LPS"	10	26	"low"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	5632.73309848441	-100
"81"	"long"	"LPS"	10	27	"low"	"4.5"	"2030"	"rhyolite"	"50"	41420.4981026907	0.903630422047774	0.873859954095413	6.60924419287209	20744.9981581064	99.6649880949981
"83"	"long"	"LPS"	10	28	"low"	"4.5"	"2030"	"rhyolite"	"100"	52940.1305832582	0.801413352545066	0.646234960896113	7.41325663931091	8146.73373323071	549.832587105605
"85"	"long"	"LPS"	10	29	"low"	"4.5"	"2030"	"andesite"	"10"	53.0616115898302	0.94129455786332	0.704394304408477	6.98954892158508	43103.4791123061	-99.8768971491801
"87"	"long"	"LPS"	10	3	"low"	"0"	"hist"	"rhyolite"	"50"	64.7528897676777	0.639934336929373	0.527173545799757	7.82876062393188	11077.4726905081	-99.4154543046343
"89"	"long"	"LPS"	10	30	"low"	"4.5"	"2030"	"andesite"	"20"	54.0228905719359	0.251627048348036	0.14068867713213	6.13390016555786	11278.2945358618	-99.521001243582
"91"	"long"	"LPS"	10	31	"low"	"4.5"	"2030"	"andesite"	"50"	51542.464487367	1.30187602388782	1.25409138343244	10.8375082461287	26497.6797824544	94.5168969907172
"93"	"long"	"LPS"	10	32	"low"	"4.5"	"2030"	"andesite"	"100"	39959.4489491482	1.25125762495823	1.14626088112161	4.09676160205433	10583.4373492421	277.56588554861
"95"	"long"	"LPS"	10	33	"med"	"4.5"	"2030"	"rhyolite"	"10"	60.614232370278	0.587944473949519	0.45840619802475	8.31026935577393	43148.6247106626	-99.8595222147247
"97"	"long"	"LPS"	10	34	"med"	"4.5"	"2030"	"rhyolite"	"20"	0	NA	0	0	6919.94975837746	-100
"99"	"long"	"LPS"	10	35	"med"	"4.5"	"2030"	"rhyolite"	"50"	59227.3101091254	0.997801379353752	0.946621311658786	7.38241269334834	11036.5177391736	436.648529081785
"101"	"long"	"LPS"	10	36	"med"	"4.5"	"2030"	"rhyolite"	"100"	29786.7849291718	1.29642582902785	0.808344547523231	6.82837442749529	3936.67856849947	656.647625933187
